"Status","Year","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Hertfordshire","Unknown","810","750","30200","29290"
"In post","2021","Hertfordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Commercial","60","50","35920","28460"
"In post","2021","Hounslow and Richmond upon Thames","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Digital, Data and Technology","110","110","39330","37150"
"In post","2021","Hounslow and Richmond upon Thames","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Human Resources","50","50","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Intelligence Analysis","260","250","32960","29250"
"In post","2021","Hounslow and Richmond upon Thames","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Knowledge and Information Management","90","90","34130","31040"
"In post","2021","Hounslow and Richmond upon Thames","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Operational Delivery","1700","1610","31050","29960"
"In post","2021","Hounslow and Richmond upon Thames","Other","130","120","40410","34770"
"In post","2021","Hounslow and Richmond upon Thames","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Property","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Security","40","40","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Unknown","290","260","30920","31060"
"In post","2021","Hounslow and Richmond upon Thames","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Legal","60","50","49890","48660"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Operational Delivery","510","480","30910","28410"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Other","30","30","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","410","350","25310","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Operational Delivery","230","220","28820","27330"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Other","180","170","22070","20720"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Property","30","30","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Science and Engineering","60","50","26820","23800"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","540","500","29810","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Operational Delivery","80","80","27980","26590"
"In post","2021","Isle of Anglesey","Other","40","40","[c]","[c]"
"In post","2021","Isle of Anglesey","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Property","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Security","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Anglesey","Unknown","70","60","27400","27570"
"In post","2021","Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Operational Delivery","620","590","27980","26300"
"In post","2021","Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Psychology","30","30","[c]","[c]"
"In post","2021","Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Isle of Wight","Unknown","230","190","25130","27570"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Operational Delivery","570","550","33050","33260"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Other","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Unknown","240","230","30780","31060"
"In post","2021","Kent Thames Gateway","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Operational Delivery","1220","1160","29940","30880"
"In post","2021","Kent Thames Gateway","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Psychology","30","30","[c]","[c]"
"In post","2021","Kent Thames Gateway","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent Thames Gateway","Unknown","310","290","29670","29290"
"In post","2021","Kingston upon Hull, City of","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Legal","50","50","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Operational Delivery","1190","1090","27450","26810"
"In post","2021","Kingston upon Hull, City of","Other","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Property","50","50","32770","30550"
"In post","2021","Kingston upon Hull, City of","Psychology","30","30","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kingston upon Hull, City of","Unknown","590","500","25920","27570"
"In post","2021","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Communications","60","60","49970","45650"
"In post","2021","Lambeth","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Digital, Data and Technology","130","130","46890","41970"
"In post","2021","Lambeth","Finance","40","30","[c]","[c]"
"In post","2021","Lambeth","Human Resources","160","150","46050","40170"
"In post","2021","Lambeth","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Knowledge and Information Management","180","160","43630","40440"
"In post","2021","Lambeth","Legal","50","40","[c]","[c]"
"In post","2021","Lambeth","Medicine","100","80","103940","103770"
"In post","2021","Lambeth","Operational Delivery","2780","2640","42540","39840"
"In post","2021","Lambeth","Other","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Science and Engineering","210","180","50900","45750"
"In post","2021","Lambeth","Security","30","30","[c]","[c]"
"In post","2021","Lambeth","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Lambeth","Unknown","530","500","30950","31060"
"In post","2021","Lancaster and Wyre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Human Resources","170","150","25260","26670"
"In post","2021","Lancaster and Wyre","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Operational Delivery","390","360","27680","25790"
"In post","2021","Lancaster and Wyre","Other","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Policy","30","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Project Delivery","50","50","36890","33300"
"In post","2021","Lancaster and Wyre","Property","30","30","[c]","[c]"
"In post","2021","Lancaster and Wyre","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Security","[c]","[c]","[c]","[c]"
"In post","2021","Lancaster and Wyre","Unknown","270","250","26180","27570"
"In post","2021","Leeds","Commercial","180","180","40710","36820"
"In post","2021","Leeds","Communications","50","50","[c]","[c]"
"In post","2021","Leeds","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Leeds","Digital, Data and Technology","120","110","37570","33990"
"In post","2021","Leeds","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Finance","260","250","39280","36820"
"In post","2021","Leeds","Human Resources","150","150","40540","38630"
"In post","2021","Leeds","Intelligence Analysis","100","100","40520","36820"
"In post","2021","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","International Trade","30","30","[c]","[c]"
"In post","2021","Leeds","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Leeds","Legal","500","460","41420","38000"
"In post","2021","Leeds","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Operational Delivery","4370","4080","28360","25560"
"In post","2021","Leeds","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Other","100","100","33850","30830"
"In post","2021","Leeds","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Policy","630","610","43190","38140"
"In post","2021","Leeds","Project Delivery","150","150","39310","36600"
"In post","2021","Leeds","Property","180","170","38250","32390"
"In post","2021","Leeds","Psychology","40","40","[c]","[c]"
"In post","2021","Leeds","Science and Engineering","70","70","45450","40560"
"In post","2021","Leeds","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Leeds","Statistics","50","40","[c]","[c]"
