"Status","Year","Organisation","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Asian","330","330","39390","35860"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Black","220","220","36290","33120"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Mixed","160","150","40500","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Other ethnicity","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","210","200","41970","38750"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","900","860","41620","37700"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","White","4630","4460","42630","38750"
"In post","2022","Department for International Trade","Department for International Trade","Asian","270","270","43990","38540"
"In post","2022","Department for International Trade","Department for International Trade","Black","140","140","39990","38160"
"In post","2022","Department for International Trade","Department for International Trade","Mixed","110","100","46670","44030"
"In post","2022","Department for International Trade","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Undeclared","70","70","53550","52400"
"In post","2022","Department for International Trade","Department for International Trade","Unknown","780","780","44680","39110"
"In post","2022","Department for International Trade","Department for International Trade","White","1490","1470","48420","50500"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Asian","300","290","41510","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Black","190","190","40390","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Mixed","90","90","41710","37430"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","70","70","45690","42980"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","450","440","45690","39820"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","White","2160","2100","46940","48200"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Asian","340","330","44720","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Black","190","190","40540","37660"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Mixed","130","130","43110","40560"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Undeclared","180","170","49680","45140"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","650","630","44500","42470"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","White","2150","2090","51330","49820"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Asian","8140","7380","28060","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Black","4040","3810","29350","30130"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Mixed","1640","1530","28240","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Other ethnicity","480","440","28880","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","4220","3740","28080","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","5580","5150","28710","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","White","67340","60040","27950","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Asian","280","270","42970","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Black","160","150","40760","35110"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Mixed","100","100","45850","44690"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Other ethnicity","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","1260","1230","46220","41420"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","White","2200","2120","49470","49530"
"In post","2022","Disclosure Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","Unknown","100","90","25390","23230"
"In post","2022","Disclosure Scotland","Scottish Government","White","250","240","30860","25930"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Asian","90","80","27450","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Mixed","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","210","200","29560","26130"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","750","680","25000","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","White","5230","4610","26390","21840"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Asian","150","140","28780","29130"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Black","50","50","31820","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Mixed","50","50","29660","28500"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","520","490","29820","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Unknown","880","860","27450","26470"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","White","3260","3050","30120","26830"
"In post","2022","Education and Skills Funding Agency","Department for Education","Asian","230","230","39120","36740"
"In post","2022","Education and Skills Funding Agency","Department for Education","Black","50","50","40600","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Mixed","40","40","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","Undeclared","70","70","39760","36780"
"In post","2022","Education and Skills Funding Agency","Department for Education","Unknown","160","160","39510","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","White","1340","1290","42230","36960"
"In post","2022","Education Scotland","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Unknown","100","100","53380","49860"
"In post","2022","Education Scotland","Scottish Government","White","220","220","59520","65280"
"In post","2022","Estyn","Estyn","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Black","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","White","110","100","58930","75480"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Asian","60","60","33660","29350"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Black","30","30","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","50","50","44680","42620"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","30","30","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","White","880","850","40460","38200"
"In post","2022","Food Standards Agency","Food Standards Agency","Asian","70","70","34940","32350"
"In post","2022","Food Standards Agency","Food Standards Agency","Black","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mixed","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Undeclared","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Unknown","100","90","39710","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","White","1160","1130","37730","32830"
