"Status","Year","Sexual_orientation","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Commercial Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","280","230","26360","26120"
"Leaver CS","2021","Undeclared","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Operational Delivery","50","40","20100","21170"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Operational Delivery","60","40","28610","26780"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Operational Delivery","140","120","21590","20100"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","230","210","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Operational Delivery","80","60","29000","27240"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Unknown","70","60","31150","27240"
"Leaver CS","2021","Undeclared","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Other","100","90","25230","21580"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Security","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
