"Status","Year","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","White","60","60","56340","55860"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Asian","50","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","250","210","32700","27680"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","White","470","430","40270","38000"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","White","90","90","41570","34660"
"Leaver CS","2022","Department for Education","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","100","100","36990","32940"
"Leaver CS","2022","Department for Education","White","250","240","45000","40200"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","240","220","25300","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","White","570","530","30230","25330"
"Leaver CS","2022","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","100","100","[c]","[c]"
"Leaver CS","2022","Department for International Trade","White","80","80","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","White","160","150","45080","41020"
"Leaver CS","2022","Department for Transport","Asian","50","50","40200","34710"
"Leaver CS","2022","Department for Transport","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","70","60","31160","26780"
"Leaver CS","2022","Department for Transport","Unknown","330","310","28590","26130"
"Leaver CS","2022","Department for Transport","White","790","680","31670","26780"
"Leaver CS","2022","Department for Work and Pensions","Asian","590","540","27890","27570"
"Leaver CS","2022","Department for Work and Pensions","Black","420","390","28900","29680"
"Leaver CS","2022","Department for Work and Pensions","Mixed","240","220","27240","27570"
"Leaver CS","2022","Department for Work and Pensions","Other ethnicity","80","80","30330","29290"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","310","250","28460","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","1160","1100","27270","27570"
"Leaver CS","2022","Department for Work and Pensions","White","6070","5220","27050","27570"
"Leaver CS","2022","Department of Health and Social Care","Asian","300","260","41300","33100"
"Leaver CS","2022","Department of Health and Social Care","Black","200","180","36530","32330"
"Leaver CS","2022","Department of Health and Social Care","Mixed","60","50","40070","33030"
"Leaver CS","2022","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","160","140","43760","39320"
"Leaver CS","2022","Department of Health and Social Care","Unknown","650","220","49650","40650"
"Leaver CS","2022","Department of Health and Social Care","White","1810","1520","43050","38200"
"Leaver CS","2022","Estyn","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","White","60","50","36460","31390"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Asian","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","90","50","46600","39630"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","White","260","130","48420","45050"
"Leaver CS","2022","HM Land Registry","Asian","30","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","80","80","31460","27130"
"Leaver CS","2022","HM Land Registry","White","260","210","33400","27130"
"Leaver CS","2022","HM Revenue and Customs","Asian","300","260","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Black","100","90","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","220","190","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","1350","1190","27180","22080"
"Leaver CS","2022","HM Revenue and Customs","White","2930","2400","31500","26820"
"Leaver CS","2022","HM Treasury","Asian","50","50","[c]","[c]"
"Leaver CS","2022","HM Treasury","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","White","150","140","[c]","[c]"
"Leaver CS","2022","Home Office","Asian","180","150","30900","28650"
"Leaver CS","2022","Home Office","Black","80","70","32290","28670"
"Leaver CS","2022","Home Office","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","Home Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","130","100","33000","29870"
"Leaver CS","2022","Home Office","Unknown","310","300","31100","27760"
"Leaver CS","2022","Home Office","White","1340","1130","32080","26160"
"Leaver CS","2022","Ministry of Defence","Asian","110","100","31990","29110"
"Leaver CS","2022","Ministry of Defence","Black","70","70","32250","31400"
"Leaver CS","2022","Ministry of Defence","Mixed","60","60","33270","31570"
"Leaver CS","2022","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Undeclared","290","270","35490","34490"
"Leaver CS","2022","Ministry of Defence","Unknown","840","810","31920","29670"
"Leaver CS","2022","Ministry of Defence","White","3660","3440","32530","29230"
"Leaver CS","2022","Ministry of Justice","Asian","340","310","27610","23720"
"Leaver CS","2022","Ministry of Justice","Black","330","320","28230","23720"
"Leaver CS","2022","Ministry of Justice","Mixed","200","190","27360","22680"
"Leaver CS","2022","Ministry of Justice","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Undeclared","210","190","27840","21190"
"Leaver CS","2022","Ministry of Justice","Unknown","2560","2400","24570","20970"
"Leaver CS","2022","Ministry of Justice","White","6110","5540","27980","21180"
"Leaver CS","2022","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","White","250","240","42440","39840"
"Leaver CS","2022","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","White","160","150","54700","51360"
"Leaver CS","2022","Office of Gas and Electricity Markets","Asian","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","White","170","170","45620","37710"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Scottish Government","Unknown","610","540","32430","27940"
"Leaver CS","2022","Scottish Government","White","770","690","37990","34600"
"Leaver CS","2022","The National Archives","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","Mixed","[c]","[c]","[c]","[c]"
