"Status","Year","Region_ITL2","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Hampshire and Isle of Wight","40-49","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","50-59","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","40-49","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Herefordshire, Worcestershire and Warwickshire","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Highlands and Islands","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - East","20-29","London","610","600","32530","32310"
"Leaver Dept.","2022","Inner London - East","30-39","London","680","650","43120","40070"
"Leaver Dept.","2022","Inner London - East","40-49","London","580","530","50440","50420"
"Leaver Dept.","2022","Inner London - East","50-59","London","450","410","55280","50420"
"Leaver Dept.","2022","Inner London - East","60-64","London","90","70","60420","53500"
"Leaver Dept.","2022","Inner London - East","65+","London","40","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","16-19","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","20-29","London","2550","2190","36030","33640"
"Leaver Dept.","2022","Inner London - West","30-39","London","1930","1600","47430","45200"
"Leaver Dept.","2022","Inner London - West","40-49","London","970","750","56050","54700"
"Leaver Dept.","2022","Inner London - West","50-59","London","530","390","55720","53600"
"Leaver Dept.","2022","Inner London - West","60-64","London","50","30","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","65+","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Inner London - West","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","20-29","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Kent","30-39","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Kent","40-49","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Kent","50-59","South East (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Kent","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Kent","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","20-29","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","Lancashire","30-39","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2022","Lancashire","40-49","North West (England)","80","70","37190","32210"
"Leaver Dept.","2022","Lancashire","50-59","North West (England)","60","60","36990","33300"
"Leaver Dept.","2022","Lancashire","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lancashire","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","20-29","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Leicestershire, Rutland and Northamptonshire","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Lincolnshire","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","20-29","North West (England)","180","170","25350","24890"
"Leaver Dept.","2022","Merseyside","30-39","North West (England)","200","200","28530","25520"
"Leaver Dept.","2022","Merseyside","40-49","North West (England)","160","150","34570","29160"
"Leaver Dept.","2022","Merseyside","50-59","North West (England)","120","110","35900","27570"
"Leaver Dept.","2022","Merseyside","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","20-29","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","30-39","Yorkshire and The Humber","70","60","38190","36330"
"Leaver Dept.","2022","North Yorkshire","40-49","Yorkshire and The Humber","50","50","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","50-59","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","20-29","North East (England)","190","190","25580","24880"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","30-39","North East (England)","230","210","30780","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","40-49","North East (England)","210","200","34490","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","50-59","North East (England)","130","120","37680","28820"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","20-29","London","50","50","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","30-39","London","30","30","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","40-49","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","50-59","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","60-64","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","20-29","London","110","110","32850","31060"
"Leaver Dept.","2022","Outer London - South","30-39","London","100","100","37260","32000"
"Leaver Dept.","2022","Outer London - South","40-49","London","80","80","42460","38900"
"Leaver Dept.","2022","Outer London - South","50-59","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","60-64","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","65+","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","16-19","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","20-29","London","320","300","29600","27620"
"Leaver Dept.","2022","Outer London - West and North West","30-39","London","300","280","38480","35250"
"Leaver Dept.","2022","Outer London - West and North West","40-49","London","310","290","48100","42550"
"Leaver Dept.","2022","Outer London - West and North West","50-59","London","250","230","45780","40980"
"Leaver Dept.","2022","Outer London - West and North West","60-64","London","80","70","51050","34550"
"Leaver Dept.","2022","Outer London - West and North West","65+","London","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","20-29","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","30-39","West Midlands (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","40-49","West Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","50-59","West Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","20-29","Yorkshire and The Humber","80","80","29560","27570"
"Leaver Dept.","2022","South Yorkshire","30-39","Yorkshire and The Humber","90","80","38240","35590"
"Leaver Dept.","2022","South Yorkshire","40-49","Yorkshire and The Humber","70","70","42410","40750"
"Leaver Dept.","2022","South Yorkshire","50-59","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","20-29","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","30-39","Scotland","50","50","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","40-49","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","50-59","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","20-29","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","30-39","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","40-49","South East (England)","50","50","39360","32150"
"Leaver Dept.","2022","Surrey, East and West Sussex","50-59","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","20-29","North East (England)","60","60","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","30-39","North East (England)","70","60","28540","27570"
"Leaver Dept.","2022","Tees Valley and Durham","40-49","North East (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","50-59","North East (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Unknown","300","240","32290","32000"
"Leaver Dept.","2022","Unknown","30-39","Unknown","210","170","39790","33250"
"Leaver Dept.","2022","Unknown","40-49","Unknown","140","90","41860","32440"
"Leaver Dept.","2022","Unknown","50-59","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","20-29","Scotland","150","150","25700","24890"
"Leaver Dept.","2022","West Central Scotland","30-39","Scotland","180","180","28980","27570"
"Leaver Dept.","2022","West Central Scotland","40-49","Scotland","130","120","30040","27570"
"Leaver Dept.","2022","West Central Scotland","50-59","Scotland","110","100","30940","27570"
"Leaver Dept.","2022","West Central Scotland","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","20-29","West Midlands (England)","280","280","25040","24250"
"Leaver Dept.","2022","West Midlands","30-39","West Midlands (England)","310","290","29720","27570"
"Leaver Dept.","2022","West Midlands","40-49","West Midlands (England)","270","250","36280","30450"
"Leaver Dept.","2022","West Midlands","50-59","West Midlands (England)","150","150","41140","34110"
"Leaver Dept.","2022","West Midlands","60-64","West Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","20-29","Wales","50","40","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","30-39","Wales","50","50","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","40-49","Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","50-59","Wales","30","30","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","20-29","Yorkshire and The Humber","310","220","28940","27570"
"Leaver Dept.","2022","West Yorkshire","30-39","Yorkshire and The Humber","290","220","33810","29260"
"Leaver Dept.","2022","West Yorkshire","40-49","Yorkshire and The Humber","270","180","39560","35330"
"Leaver Dept.","2022","West Yorkshire","50-59","Yorkshire and The Humber","210","130","42970","35730"
"Leaver Dept.","2022","West Yorkshire","60-64","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","16-19","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","20-29","East of England","280","280","26000","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","30-39","East of England","200","200","27310","27850"
"New entrant CS","2021","Bedfordshire and Hertfordshire","40-49","East of England","150","140","28050","27850"
"New entrant CS","2021","Bedfordshire and Hertfordshire","50-59","East of England","150","140","28010","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","60-64","East of England","[c]","[c]","[c]","[c]"
