"Status","Year","Function_of_post","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Security","40","40","[c]","[c]"
"In post","2022","Finance","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Commercial","460","430","37590","35310"
"In post","2022","Finance","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Corporate Finance","100","90","46400","42940"
"In post","2022","Finance","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Digital, Data and Technology","180","170","39960","36820"
"In post","2022","Finance","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Finance","6120","5860","41540","37350"
"In post","2022","Finance","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Operational Delivery","940","820","28310","22080"
"In post","2022","Finance","Declared non-disabled","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Policy","30","30","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Project Delivery","40","40","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Property","30","30","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Security","240","230","43130","37590"
"In post","2022","Finance","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Declared non-disabled","Tax","60","60","36030","37610"
"In post","2022","Finance","Declared non-disabled","Unknown","210","200","45900","40600"
"In post","2022","Finance","Undeclared","Commercial","30","30","[c]","[c]"
"In post","2022","Finance","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Finance","460","440","40880","36970"
"In post","2022","Finance","Undeclared","Operational Delivery","80","70","29340","22080"
"In post","2022","Finance","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","Finance","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Finance","1560","1510","39500","36500"
"In post","2022","Finance","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Operational Delivery","340","300","26270","21680"
"In post","2022","Finance","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","90","80","45640","41140"
"In post","2022","Grants Management","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared disabled","Operational Delivery","180","160","25350","21300"
"In post","2022","Grants Management","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Declared non-disabled","Operational Delivery","2080","1920","25020","21300"
"In post","2022","Grants Management","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Human Resources","1100","1040","39350","34900"
"In post","2022","Human Resources","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Operational Delivery","220","210","29820","27570"
"In post","2022","Human Resources","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Tax","30","30","[c]","[c]"
"In post","2022","Human Resources","Declared disabled","Unknown","210","200","39970","37300"
"In post","2022","Human Resources","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Human Resources","5680","5380","39160","34610"
"In post","2022","Human Resources","Declared non-disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Operational Delivery","1070","1000","30860","27570"
"In post","2022","Human Resources","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Declared non-disabled","Tax","120","110","35240","33080"
"In post","2022","Human Resources","Declared non-disabled","Unknown","870","840","40770","35810"
"In post","2022","Human Resources","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Human Resources","450","430","37740","34260"
"In post","2022","Human Resources","Undeclared","Operational Delivery","70","60","28480","27570"
"In post","2022","Human Resources","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Unknown","70","70","36770","33220"
"In post","2022","Human Resources","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Human Resources","1230","1180","35940","32560"
"In post","2022","Human Resources","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Operational Delivery","160","150","27950","26820"
"In post","2022","Human Resources","Unknown","Other","40","40","[c]","[c]"
"In post","2022","Human Resources","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Tax","50","50","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","160","150","37420","33080"
"In post","2022","Internal Audit","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Internal Audit","90","80","45230","41040"
"In post","2022","Internal Audit","Declared disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Internal Audit","540","510","46720","43710"
"In post","2022","Internal Audit","Declared non-disabled","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Internal Audit","50","50","52180","49980"
"In post","2022","Internal Audit","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Internal Audit","50","40","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Legal","670","620","55770","55610"
