"Status","Year","Ethnicity","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","40-49","40","40","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","50-59","70","60","35000","33240"
"In post","2022","Undeclared","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","30-39","90","90","44680","43810"
"In post","2022","Undeclared","Legal","40-49","150","140","48930","47760"
"In post","2022","Undeclared","Legal","50-59","190","180","48580","45630"
"In post","2022","Undeclared","Legal","60-64","40","30","[c]","[c]"
"In post","2022","Undeclared","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","40-49","30","30","[c]","[c]"
"In post","2022","Undeclared","Medicine","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","20-29","570","560","27380","26880"
"In post","2022","Undeclared","Operational Delivery","30-39","1510","1430","29240","27570"
"In post","2022","Undeclared","Operational Delivery","40-49","2290","2140","30150","27570"
"In post","2022","Undeclared","Operational Delivery","50-59","3860","3560","29780","27570"
"In post","2022","Undeclared","Operational Delivery","60-64","1120","890","28540","27440"
"In post","2022","Undeclared","Operational Delivery","65+","350","260","28360","26780"
"In post","2022","Undeclared","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","20-29","50","50","[c]","[c]"
"In post","2022","Undeclared","Other","30-39","150","140","29790","27570"
"In post","2022","Undeclared","Other","40-49","250","240","31450","27570"
"In post","2022","Undeclared","Other","50-59","500","480","29680","26930"
"In post","2022","Undeclared","Other","60-64","210","190","28990","26670"
"In post","2022","Undeclared","Other","65+","80","70","30810","28140"
"In post","2022","Undeclared","Planning","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","20-29","160","160","39630","35700"
"In post","2022","Undeclared","Policy","30-39","310","310","49930","52500"
"In post","2022","Undeclared","Policy","40-49","280","280","51130","50630"
"In post","2022","Undeclared","Policy","50-59","350","340","49160","46120"
"In post","2022","Undeclared","Policy","60-64","70","70","48390","42410"
"In post","2022","Undeclared","Policy","65+","30","30","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","20-29","40","40","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","30-39","110","110","44180","40580"
"In post","2022","Undeclared","Project Delivery","40-49","210","200","45340","41970"
"In post","2022","Undeclared","Project Delivery","50-59","280","270","45270","41290"
"In post","2022","Undeclared","Project Delivery","60-64","60","50","44940","40670"
"In post","2022","Undeclared","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","30-39","50","50","39650","33810"
"In post","2022","Undeclared","Property","40-49","130","120","37380","34000"
"In post","2022","Undeclared","Property","50-59","270","260","39660","34000"
"In post","2022","Undeclared","Property","60-64","80","70","37570","34000"
"In post","2022","Undeclared","Property","65+","30","20","[c]","[c]"
"In post","2022","Undeclared","Psychology","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","20-29","100","100","31570","29240"
"In post","2022","Undeclared","Science and Engineering","30-39","220","220","39780","39650"
"In post","2022","Undeclared","Science and Engineering","40-49","220","220","45600","42920"
"In post","2022","Undeclared","Science and Engineering","50-59","320","310","44330","42770"
"In post","2022","Undeclared","Science and Engineering","60-64","90","80","40540","38360"
"In post","2022","Undeclared","Science and Engineering","65+","30","30","[c]","[c]"
"In post","2022","Undeclared","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","30-39","70","60","37960","39070"
"In post","2022","Undeclared","Security","40-49","100","100","36140","39070"
"In post","2022","Undeclared","Security","50-59","190","190","36730","39070"
"In post","2022","Undeclared","Security","60-64","50","50","33100","33300"
"In post","2022","Undeclared","Security","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Tax","20-29","50","40","[c]","[c]"
"In post","2022","Undeclared","Tax","30-39","130","120","40350","33370"
"In post","2022","Undeclared","Tax","40-49","160","160","42150","37970"
"In post","2022","Undeclared","Tax","50-59","310","300","41630","39790"
"In post","2022","Undeclared","Tax","60-64","90","70","44520","40350"
"In post","2022","Undeclared","Tax","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","20-29","80","80","36070","34550"
"In post","2022","Undeclared","Unknown","30-39","170","170","43960","40520"
"In post","2022","Undeclared","Unknown","40-49","160","160","44660","40330"
"In post","2022","Undeclared","Unknown","50-59","150","150","49050","41190"
"In post","2022","Undeclared","Unknown","60-64","40","40","[c]","[c]"
"In post","2022","Undeclared","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Veterinarian","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","20-29","230","220","33910","31090"
"In post","2022","Unknown","Commercial","30-39","190","180","39020","38200"
"In post","2022","Unknown","Commercial","40-49","130","130","45320","41140"
"In post","2022","Unknown","Commercial","50-59","110","100","42470","39510"
"In post","2022","Unknown","Commercial","60-64","30","30","[c]","[c]"
"In post","2022","Unknown","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","20-29","250","250","36040","34260"
"In post","2022","Unknown","Communications","30-39","230","220","45800","42490"
"In post","2022","Unknown","Communications","40-49","150","140","51050","49580"
"In post","2022","Unknown","Communications","50-59","70","70","45780","42800"
"In post","2022","Unknown","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Corporate Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","20-29","80","70","28270","27570"
"In post","2022","Unknown","Counter Fraud","30-39","90","80","32230","27570"
"In post","2022","Unknown","Counter Fraud","40-49","90","90","33530","31060"
"In post","2022","Unknown","Counter Fraud","50-59","130","130","34270","30330"
"In post","2022","Unknown","Counter Fraud","60-64","30","30","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","20-29","770","760","34000","33080"
"In post","2022","Unknown","Digital, Data and Technology","30-39","880","860","43320","39610"
"In post","2022","Unknown","Digital, Data and Technology","40-49","740","730","46520","42740"
"In post","2022","Unknown","Digital, Data and Technology","50-59","470","460","45640","40740"
"In post","2022","Unknown","Digital, Data and Technology","60-64","80","70","43640","38550"
"In post","2022","Unknown","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","20-29","220","220","36430","33370"
"In post","2022","Unknown","Economics","30-39","70","70","55830","55370"
"In post","2022","Unknown","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","20-29","320","310","32700","30820"
"In post","2022","Unknown","Finance","30-39","330","320","42880","40580"
"In post","2022","Unknown","Finance","40-49","260","250","42410","40180"
"In post","2022","Unknown","Finance","50-59","230","220","44150","40310"
"In post","2022","Unknown","Finance","60-64","50","40","[c]","[c]"
"In post","2022","Unknown","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","20-29","40","40","[c]","[c]"
"In post","2022","Unknown","Geography","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Geography","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","20-29","200","200","30080","27270"
"In post","2022","Unknown","Human Resources","30-39","250","240","38310","34260"
"In post","2022","Unknown","Human Resources","40-49","200","190","40800","36340"
"In post","2022","Unknown","Human Resources","50-59","140","140","42360","37930"
"In post","2022","Unknown","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Inspector of Education and Training","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","20-29","100","100","31410","28750"
"In post","2022","Unknown","Intelligence Analysis","30-39","70","70","35260","33080"
"In post","2022","Unknown","Intelligence Analysis","40-49","40","40","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","50-59","30","30","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","20-29","160","160","39300","38160"
"In post","2022","Unknown","International Trade","30-39","140","140","47660","51710"
"In post","2022","Unknown","International Trade","40-49","50","50","51900","51730"
"In post","2022","Unknown","International Trade","50-59","60","60","45950","39440"
"In post","2022","Unknown","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","20-29","60","60","32400","28730"
"In post","2022","Unknown","Knowledge and Information Management","30-39","50","50","39600","33570"
"In post","2022","Unknown","Knowledge and Information Management","40-49","40","30","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","50-59","40","40","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","20-29","290","280","31970","30750"
"In post","2022","Unknown","Legal","30-39","470","450","42820","37930"
