"Status","Year","Sex","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Department for International Development","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Development","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","20-29","370","350","24970","24180"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","30-39","320","290","25920","27570"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","40-49","300","260","26220","25110"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","50-59","650","550","27050","26890"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","60-64","600","440","26900","26890"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","65+","510","330","25130","25110"
"Leaver CS","2021","Female","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care (excl. agencies)","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Disclosure Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","60-64","30","20","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Education Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","FCDO Services","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","20-29","230","220","20910","19930"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","30-39","90","80","23940","20650"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","40-49","100","80","25690","21300"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","50-59","190","160","25820","21170"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","60-64","150","110","24400","20100"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","65+","150","100","20860","20100"
"Leaver CS","2021","Female","HM Land Registry","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","60-64","30","20","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","20-29","620","610","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","30-39","390","350","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","40-49","260","230","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","50-59","300","270","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","60-64","160","130","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","65+","160","110","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","20-29","250","230","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","30-39","280","230","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","40-49","420","330","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","50-59","1270","1080","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","60-64","680","510","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","65+","420","280","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","20-29","160","150","26040","24110"
"Leaver CS","2021","Female","Home Office (incl. agencies)","30-39","110","90","28370","25310"
"Leaver CS","2021","Female","Home Office (incl. agencies)","40-49","90","70","32290","25640"
"Leaver CS","2021","Female","Home Office (incl. agencies)","50-59","150","130","31780","27240"
"Leaver CS","2021","Female","Home Office (incl. agencies)","60-64","70","50","28930","27240"
"Leaver CS","2021","Female","Home Office (incl. agencies)","65+","90","60","25610","21430"
"Leaver CS","2021","Female","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","50-59","[c]","[c]","[c]","[c]"
