"Status","Year","Organisation","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Export Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data & Technology","Female","30","30","[c]","[c]"
"In post","2021","UK Hydrographic Office","Digital, Data & Technology","Male","150","150","38900","35340"
"In post","2021","UK Hydrographic Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","No function","Female","200","180","31850","29290"
"In post","2021","UK Hydrographic Office","No function","Male","360","350","32880","33290"
"In post","2021","UK Hydrographic Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Digital, Data & Technology","Female","60","60","43470","39420"
"In post","2021","UK Intellectual Property Office","Digital, Data & Technology","Male","140","140","44370","42860"
"In post","2021","UK Intellectual Property Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","No function","Female","490","450","31190","26860"
"In post","2021","UK Intellectual Property Office","No function","Male","560","540","39990","40640"
"In post","2021","UK Intellectual Property Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","Female","110","110","44790","40050"
"In post","2021","UK Space Agency","Project Delivery","Male","110","110","49480","49100"
"In post","2021","UK Supreme Court","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Analysis","Female","910","850","36230","33020"
"In post","2021","United Kingdom Statistics Authority","Analysis","Male","750","740","38310","36030"
"In post","2021","United Kingdom Statistics Authority","Analysis","Unknown","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Communications","Female","50","50","36130","30500"
"In post","2021","United Kingdom Statistics Authority","Communications","Male","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Female","200","200","40370","36310"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Male","390","390","41230","36840"
"In post","2021","United Kingdom Statistics Authority","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Female","40","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Female","160","150","36200","31270"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Male","60","50","39990","36030"
"In post","2021","United Kingdom Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","No function","Female","1560","1270","25780","23050"
"In post","2021","United Kingdom Statistics Authority","No function","Male","1000","810","25900","19520"
"In post","2021","United Kingdom Statistics Authority","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Female","150","150","39170","36030"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Male","80","80","42930","49100"
"In post","2021","United Kingdom Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Human Resources","Female","60","50","39370","33250"
"In post","2021","Valuation Office Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Female","40","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Project Delivery","Male","40","30","[c]","[c]"
"In post","2021","Valuation Office Agency","Property","Female","1670","1480","30660","26500"
"In post","2021","Valuation Office Agency","Property","Male","1590","1530","35290","32100"
"In post","2021","Vehicle Certification Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","No function","Female","50","50","28990","21590"
"In post","2021","Vehicle Certification Agency","No function","Male","120","120","39180","37790"
"In post","2021","Vehicle Certification Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Vehicle Certification Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Veterinary Medicines Directorate","Unknown","Female","90","90","39520","36970"
"In post","2021","Veterinary Medicines Directorate","Unknown","Male","60","60","49250","53200"
"In post","2021","Wales Office","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Female","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","No function","Male","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Analysis","Female","[c]","[c]","[c]","[c]"
