"Status","Year","Region_ITL3","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Communications","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Debt","210","190","20250","20140"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Legal","50","50","21810","21950"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","No function","2150","1910","21180","20140"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Property","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Security","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","AA/AO","Unknown","760","700","22170","21430"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Communications","500","480","25620","25560"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Counter Fraud","130","120","25970","25560"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Debt","100","90","25550","25560"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Digital, Data & Technology","110","110","30520","32640"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Human Resources","50","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Legal","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","No function","820","750","25910","25560"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Project Delivery","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","EO","Unknown","1490","1390","27730","27570"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Human Resources","40","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Legal","120","110","55470","55610"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","No function","330","310","59900","54600"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Project Delivery","50","40","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","G6/G7","Unknown","710","680","61140","60830"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SCS","Unknown","150","140","90360","81980"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Communications","250","240","33540","31810"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Counter Fraud","160","150","33450","31810"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Digital, Data & Technology","230","220","38610","38000"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Finance","40","30","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Human Resources","70","70","35880","35000"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Legal","80","70","35520","34480"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","No function","1040","990","34260","31810"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Project Delivery","90","80","35260","33530"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Property","70","60","36290","34610"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","SEO/HEO","Unknown","1440","1360","39450","37410"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","No function","270","260","30800","30210"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cardiff and Vale of Glamorgan","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","AA/AO","Security","60","60","20380","20310"
"In post","2021","Causeway Coast and Glens","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Security","30","30","[c]","[c]"
"In post","2021","Central Bedfordshire","AA/AO","Unknown","80","80","20620","20920"
"In post","2021","Central Bedfordshire","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","EO","Unknown","70","60","28430","27570"
"In post","2021","Central Bedfordshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Project Delivery","50","50","35540","35050"
"In post","2021","Central Bedfordshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Bedfordshire","SEO/HEO","Unknown","60","60","37820","36300"
"In post","2021","Central Bedfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","No function","290","280","27020","29440"
"In post","2021","Central Hampshire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","AA/AO","Security","60","60","25620","20060"
"In post","2021","Central Hampshire","AA/AO","Unknown","350","330","20670","20920"
"In post","2021","Central Hampshire","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","Commercial","60","50","26440","26670"
"In post","2021","Central Hampshire","EO","Communications","30","30","[c]","[c]"
"In post","2021","Central Hampshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","Finance","50","50","[c]","[c]"
"In post","2021","Central Hampshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","No function","120","120","29500","29020"
"In post","2021","Central Hampshire","EO","Project Delivery","100","100","26070","26670"
"In post","2021","Central Hampshire","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","EO","Unknown","280","260","27070","26670"
"In post","2021","Central Hampshire","G6/G7","Analysis","160","150","49330","46130"
"In post","2021","Central Hampshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Finance","40","30","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","No function","390","370","51480","47140"
"In post","2021","Central Hampshire","G6/G7","Project Delivery","230","220","54730","54540"
"In post","2021","Central Hampshire","G6/G7","Property","40","40","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","G6/G7","Unknown","50","50","63480","59420"
"In post","2021","Central Hampshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","Analysis","180","170","33990","37320"
"In post","2021","Central Hampshire","SEO/HEO","Commercial","100","100","37420","37320"
"In post","2021","Central Hampshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","Finance","110","110","37340","33630"
"In post","2021","Central Hampshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","No function","360","360","34370","36710"
"In post","2021","Central Hampshire","SEO/HEO","Project Delivery","460","440","36330","36460"
"In post","2021","Central Hampshire","SEO/HEO","Property","70","70","37880","37150"
"In post","2021","Central Hampshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","SEO/HEO","Unknown","270","260","36150","33630"
"In post","2021","Central Hampshire","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Hampshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","No function","40","40","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","AA/AO","Unknown","310","280","21900","21010"
"In post","2021","Central Valleys","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","EO","No function","40","40","[c]","[c]"
"In post","2021","Central Valleys","EO","Unknown","500","460","27850","27570"
"In post","2021","Central Valleys","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","G6/G7","Unknown","160","150","62300","60830"
"In post","2021","Central Valleys","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
