"Status","Year","Organisation","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intellectual Property Office","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Intellectual Property Office","LGBO","Male","40","40","[c]","[c]"
"In post","2022","Intellectual Property Office","Undeclared","Female","30","30","[c]","[c]"
"In post","2022","Intellectual Property Office","Undeclared","Male","60","50","45820","42070"
"In post","2022","Intellectual Property Office","Unknown","Female","220","200","32060","27380"
"In post","2022","Intellectual Property Office","Unknown","Male","320","300","41380","40610"
"In post","2022","Legal Aid Agency","Heterosexual / straight","Female","580","520","29280","25120"
"In post","2022","Legal Aid Agency","Heterosexual / straight","Male","350","340","32310","25670"
"In post","2022","Legal Aid Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Undeclared","Female","60","60","27410","24720"
"In post","2022","Legal Aid Agency","Undeclared","Male","60","50","33150","25120"
"In post","2022","Legal Aid Agency","Unknown","Female","50","40","[c]","[c]"
"In post","2022","Legal Aid Agency","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Heterosexual / straight","Female","360","330","33510","30730"
"In post","2022","Maritime and Coastguard Agency","Heterosexual / straight","Male","560","560","40790","36180"
"In post","2022","Maritime and Coastguard Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Undeclared","Female","60","60","33500","31420"
"In post","2022","Maritime and Coastguard Agency","Undeclared","Male","100","100","41160","37360"
"In post","2022","Maritime and Coastguard Agency","Unknown","Female","40","40","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Unknown","Male","70","70","32250","28240"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Female","420","400","47010","41010"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Male","270","270","49030","43410"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Female","70","70","52220","46020"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Undeclared","Male","50","50","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","180","160","51240","53100"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","120","110","49980","41130"
"In post","2022","Met Office","Heterosexual / straight","Female","640","590","38340","38050"
"In post","2022","Met Office","Heterosexual / straight","Male","1010","980","40980","39650"
"In post","2022","Met Office","LGBO","Female","50","50","[c]","[c]"
"In post","2022","Met Office","LGBO","Male","70","60","36320","39050"
"In post","2022","Met Office","Undeclared","Female","130","120","37630","38200"
"In post","2022","Met Office","Undeclared","Male","270","260","40430","39650"
"In post","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Female","12780","12080","31650","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Heterosexual / straight","Male","15720","15440","33450","31470"
"In post","2022","Ministry of Defence (excl. agencies)","LGBO","Female","480","470","31650","27200"
"In post","2022","Ministry of Defence (excl. agencies)","LGBO","Male","490","490","35640","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Undeclared","Female","1680","1590","32630","29200"
"In post","2022","Ministry of Defence (excl. agencies)","Undeclared","Male","2450","2400","35510","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Female","1540","1450","33580","29350"
"In post","2022","Ministry of Defence (excl. agencies)","Unknown","Male","2240","2200","33080","29200"
"In post","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Female","2490","2400","41960","39540"
"In post","2022","Ministry of Justice (excl. agencies)","Heterosexual / straight","Male","1730","1700","45470","41750"
"In post","2022","Ministry of Justice (excl. agencies)","LGBO","Female","170","170","40700","40000"
"In post","2022","Ministry of Justice (excl. agencies)","LGBO","Male","210","200","46870","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Undeclared","Female","260","250","43000","41100"
"In post","2022","Ministry of Justice (excl. agencies)","Undeclared","Male","230","230","45910","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Female","590","570","40260","35940"
"In post","2022","Ministry of Justice (excl. agencies)","Unknown","Male","490","480","42480","38370"
"In post","2022","National Crime Agency","Heterosexual / straight","Female","1940","1860","38190","36410"
"In post","2022","National Crime Agency","Heterosexual / straight","Male","2320","2300","42890","40190"
"In post","2022","National Crime Agency","LGBO","Female","120","120","36960","36200"
"In post","2022","National Crime Agency","LGBO","Male","100","100","38980","36410"
"In post","2022","National Crime Agency","Undeclared","Female","140","130","38520","36410"
"In post","2022","National Crime Agency","Undeclared","Male","220","220","40330","38540"
"In post","2022","National Crime Agency","Unknown","Female","290","270","39120","37560"
"In post","2022","National Crime Agency","Unknown","Male","420","410","43530","40740"
"In post","2022","National Infrastructure Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Infrastructure Commission","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Heterosexual / straight","Female","120","110","40750","36130"
"In post","2022","National Records of Scotland","Heterosexual / straight","Male","90","80","37540","35360"
"In post","2022","National Records of Scotland","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Records of Scotland","Unknown","Female","110","100","32470","27230"
"In post","2022","National Records of Scotland","Unknown","Male","100","100","33930","27230"
"In post","2022","National Savings and Investments","Heterosexual / straight","Female","70","70","46120","42580"
"In post","2022","National Savings and Investments","Heterosexual / straight","Male","70","70","53660","49270"
"In post","2022","National Savings and Investments","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Undeclared","Male","30","30","[c]","[c]"
"In post","2022","National Savings and Investments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Female","60","60","46640","41750"
"In post","2022","Northern Ireland Office","Heterosexual / straight","Male","40","40","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Northern Ireland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Office for Budget Responsibility","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Female","1050","1000","50260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Male","460","450","53260","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Female","50","50","52610","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","LGBO","Male","70","70","47620","32390"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Female","60","60","45380","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Undeclared","Male","40","30","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Female","70","60","41030","39850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Female","350","340","41510","35500"
"In post","2022","Office of Gas and Electricity Markets","Heterosexual / straight","Male","360","350","41940","35000"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Female","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","LGBO","Male","60","60","38600","33400"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Female","30","30","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Female","210","200","45440","42390"
"In post","2022","Office of Gas and Electricity Markets","Unknown","Male","270","270","49470","44520"
"In post","2022","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Female","130","120","41380","38000"
