"Status","Year","Sexual_orientation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Finance","Female","120","110","35450","32790"
"New entrant CS","2021","Unknown","Finance","Male","100","100","34090","31810"
"New entrant CS","2021","Unknown","Human Resources","Female","120","120","34060","28500"
"New entrant CS","2021","Unknown","Human Resources","Male","50","50","34320","31480"
"New entrant CS","2021","Unknown","Intelligence Analysis","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Intelligence Analysis","Male","60","50","40280","32790"
"New entrant CS","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Female","140","130","38880","30990"
"New entrant CS","2021","Unknown","Legal","Male","80","80","37600","30850"
"New entrant CS","2021","Unknown","Medicine","Female","70","60","47210","37890"
"New entrant CS","2021","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Female","3210","3070","23600","22350"
"New entrant CS","2021","Unknown","Operational Delivery","Male","2740","2670","24660","22850"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other","Female","220","210","29790","28650"
"New entrant CS","2021","Unknown","Other","Male","250","250","30590","26250"
"New entrant CS","2021","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Female","660","640","37520","32790"
"New entrant CS","2021","Unknown","Policy","Male","480","480","40420","34710"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Female","140","140","36980","34750"
"New entrant CS","2021","Unknown","Project Delivery","Male","150","150","38600","35900"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Male","80","80","35700","28730"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Science and Engineering","Female","70","60","34740","29270"
"New entrant CS","2021","Unknown","Science and Engineering","Male","160","160","27040","24660"
"New entrant CS","2021","Unknown","Security","Female","50","50","28940","24620"
"New entrant CS","2021","Unknown","Security","Male","200","200","29030","25540"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Female","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Female","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Male","50","50","31920","30100"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tax","Female","1060","1030","22010","20140"
"New entrant CS","2021","Unknown","Tax","Male","1080","1070","22540","20140"
"New entrant CS","2021","Unknown","Unknown","Female","2530","2450","31840","28000"
"New entrant CS","2021","Unknown","Unknown","Male","1870","1850","34170","28000"
"New entrant CS","2021","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Commercial","Female","290","280","32210","30320"
"New entrant CS","2022","Heterosexual / straight","Commercial","Male","200","200","32310","30420"
"New entrant CS","2022","Heterosexual / straight","Communications","Female","200","190","37200","33980"
"New entrant CS","2022","Heterosexual / straight","Communications","Male","100","100","35880","32440"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Female","330","320","25920","27570"
"New entrant CS","2022","Heterosexual / straight","Counter Fraud","Male","240","240","26860","27570"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Female","570","560","36680","33600"
"New entrant CS","2022","Heterosexual / straight","Digital, Data and Technology","Male","1050","1040","39180","36050"
"New entrant CS","2022","Heterosexual / straight","Economics","Female","90","90","32230","30770"
"New entrant CS","2022","Heterosexual / straight","Economics","Male","160","160","35960","31660"
"New entrant CS","2022","Heterosexual / straight","Finance","Female","410","390","34650","31990"
"New entrant CS","2022","Heterosexual / straight","Finance","Male","320","320","35200","33000"
"New entrant CS","2022","Heterosexual / straight","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Geography","Male","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Female","550","520","33280","30200"
"New entrant CS","2022","Heterosexual / straight","Human Resources","Male","170","160","32870","30170"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","Female","120","120","55660","46360"
"New entrant CS","2022","Heterosexual / straight","Inspector of Education and Training","Male","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Female","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Intelligence Analysis","Male","60","60","30220","28700"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","International Trade","Female","60","60","37420","31800"
"New entrant CS","2022","Heterosexual / straight","International Trade","Male","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Female","100","90","30900","28590"
"New entrant CS","2022","Heterosexual / straight","Knowledge and Information Management","Male","60","60","31190","30200"
"New entrant CS","2022","Heterosexual / straight","Legal","Female","460","440","43300","43920"
"New entrant CS","2022","Heterosexual / straight","Legal","Male","230","230","44460","43920"
"New entrant CS","2022","Heterosexual / straight","Medicine","Female","130","110","48290","39030"
"New entrant CS","2022","Heterosexual / straight","Medicine","Male","70","60","61460","64190"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Female","13000","12380","26220","24090"
"New entrant CS","2022","Heterosexual / straight","Operational Delivery","Male","8150","7980","26740","24880"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Female","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Other","Female","890","850","26760","23170"
"New entrant CS","2022","Heterosexual / straight","Other","Male","770","770","28430","24250"
"New entrant CS","2022","Heterosexual / straight","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Policy","Female","1410","1380","36310","33570"
"New entrant CS","2022","Heterosexual / straight","Policy","Male","1060","1050","37010","33570"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Female","380","370","36380","33490"
"New entrant CS","2022","Heterosexual / straight","Project Delivery","Male","380","370","39130","37000"
"New entrant CS","2022","Heterosexual / straight","Property","Female","190","180","34110","29360"
"New entrant CS","2022","Heterosexual / straight","Property","Male","260","260","37320","33000"
"New entrant CS","2022","Heterosexual / straight","Psychology","Female","110","110","27080","27700"
"New entrant CS","2022","Heterosexual / straight","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Female","470","440","32670","30360"
"New entrant CS","2022","Heterosexual / straight","Science and Engineering","Male","550","540","34230","32330"
"New entrant CS","2022","Heterosexual / straight","Security","Female","90","90","28280","25000"
"New entrant CS","2022","Heterosexual / straight","Security","Male","270","270","29190","25000"
"New entrant CS","2022","Heterosexual / straight","Social Research","Female","140","140","35090","31450"
"New entrant CS","2022","Heterosexual / straight","Social Research","Male","50","50","34280","30710"
"New entrant CS","2022","Heterosexual / straight","Statistics","Female","90","90","31270","30710"
"New entrant CS","2022","Heterosexual / straight","Statistics","Male","140","140","34290","31800"
"New entrant CS","2022","Heterosexual / straight","Tax","Female","720","700","27200","26590"
"New entrant CS","2022","Heterosexual / straight","Tax","Male","740","730","28130","26590"
"New entrant CS","2022","Heterosexual / straight","Unknown","Female","1920","1860","31590","27570"
"New entrant CS","2022","Heterosexual / straight","Unknown","Male","1420","1410","33000","27570"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Female","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Female","80","80","34010","32870"
"New entrant CS","2022","LGBO","Digital, Data and Technology","Male","90","90","37720","33080"
"New entrant CS","2022","LGBO","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Finance","Male","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Female","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","Human Resources","Male","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Delivery","Female","1290","1260","25500","23170"
"New entrant CS","2022","LGBO","Operational Delivery","Male","850","840","26210","24030"
"New entrant CS","2022","LGBO","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Other","Female","90","90","25630","21260"
"New entrant CS","2022","LGBO","Other","Male","70","70","28420","25030"
"New entrant CS","2022","LGBO","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Policy","Female","210","210","34620","32790"
"New entrant CS","2022","LGBO","Policy","Male","160","160","36240","33570"
"New entrant CS","2022","LGBO","Project Delivery","Female","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Project Delivery","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Science and Engineering","Female","50","50","28370","26950"
"New entrant CS","2022","LGBO","Science and Engineering","Male","50","50","30280","27540"
"New entrant CS","2022","LGBO","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tax","Female","70","70","27930","26590"
"New entrant CS","2022","LGBO","Tax","Male","110","110","26390","26590"
"New entrant CS","2022","LGBO","Unknown","Female","240","240","30570","27230"
"New entrant CS","2022","LGBO","Unknown","Male","210","200","31660","27570"
"New entrant CS","2022","LGBO","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Female","60","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","Female","70","50","36240","28250"
"New entrant CS","2022","Undeclared","Communications","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Female","80","70","35930","33370"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","Male","150","130","37030","33080"
"New entrant CS","2022","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Female","80","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","Male","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Female","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Delivery","Female","830","770","27590","24800"
"New entrant CS","2022","Undeclared","Operational Delivery","Male","580","550","28790","26880"
"New entrant CS","2022","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Other","Female","60","50","27710","26300"
"New entrant CS","2022","Undeclared","Other","Male","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Policy","Female","200","180","36270","32870"
"New entrant CS","2022","Undeclared","Policy","Male","120","110","35500","33400"
"New entrant CS","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Project Delivery","Male","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Science and Engineering","Female","90","80","34380","30430"
"New entrant CS","2022","Undeclared","Science and Engineering","Male","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Female","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Tax","Male","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Female","160","140","32810","29290"
"New entrant CS","2022","Undeclared","Unknown","Male","150","130","34210","29970"
"New entrant CS","2022","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Commercial","Female","90","90","33600","30670"
"New entrant CS","2022","Unknown","Commercial","Male","70","70","32450","26670"
"New entrant CS","2022","Unknown","Communications","Female","90","90","34390","34260"
"New entrant CS","2022","Unknown","Communications","Male","50","50","37290","32560"
"New entrant CS","2022","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Female","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Female","270","260","37960","35050"
"New entrant CS","2022","Unknown","Digital, Data and Technology","Male","500","500","39470","35050"
"New entrant CS","2022","Unknown","Economics","Female","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Economics","Male","60","60","33070","32390"
"New entrant CS","2022","Unknown","Finance","Female","130","120","35940","33370"
"New entrant CS","2022","Unknown","Finance","Male","150","150","34840","32000"
"New entrant CS","2022","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Human Resources","Female","170","160","34080","28900"
"New entrant CS","2022","Unknown","Human Resources","Male","90","90","39250","33000"
"New entrant CS","2022","Unknown","Intelligence Analysis","Female","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Intelligence Analysis","Male","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Female","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal","Female","100","100","37440","34260"
"New entrant CS","2022","Unknown","Legal","Male","70","60","34980","33370"
"New entrant CS","2022","Unknown","Medicine","Female","90","80","42080","34280"
"New entrant CS","2022","Unknown","Medicine","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Delivery","Female","7100","6670","25590","23170"
"New entrant CS","2022","Unknown","Operational Delivery","Male","5020","4790","26280","24250"
"New entrant CS","2022","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Operational Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other","Female","320","310","25250","21640"
"New entrant CS","2022","Unknown","Other","Male","390","380","26400","21260"
"New entrant CS","2022","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Policy","Female","420","410","36600","33390"
"New entrant CS","2022","Unknown","Policy","Male","340","330","37430","34710"
"New entrant CS","2022","Unknown","Project Delivery","Female","190","180","35840","34840"
"New entrant CS","2022","Unknown","Project Delivery","Male","170","170","37760","35050"
"New entrant CS","2022","Unknown","Property","Female","120","110","30640","26350"
"New entrant CS","2022","Unknown","Property","Male","150","140","33640","29000"
"New entrant CS","2022","Unknown","Psychology","Female","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Science and Engineering","Female","110","110","28480","26030"
"New entrant CS","2022","Unknown","Science and Engineering","Male","330","330","29310","27000"
"New entrant CS","2022","Unknown","Security","Female","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Security","Male","230","220","27230","25000"
"New entrant CS","2022","Unknown","Social Research","Female","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Social Research","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Female","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Male","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Tax","Female","390","380","26490","26590"
"New entrant CS","2022","Unknown","Tax","Male","430","430","27350","26590"
"New entrant CS","2022","Unknown","Unknown","Female","2270","2180","31870","28000"
"New entrant CS","2022","Unknown","Unknown","Male","1710","1690","34670","28000"
"New entrant CS","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
