"Status","Year","Ethnicity","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Black","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Black","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","Declared non-disabled","120","110","35890","31060"
"Leaver CS","2021","Mixed","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Undeclared","80","70","30690","32790"
"Leaver CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Declared non-disabled","90","80","44470","34850"
"Leaver CS","2021","Undeclared","London","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","100","90","28070","18200"
"Leaver CS","2021","Undeclared","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
