"Status","Year","Sexual_orientation","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","No function","180","170","32140","25930"
"Leaver CS","2021","Heterosexual / straight","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Unknown","180","170","29170","26650"
"Leaver CS","2021","Heterosexual / straight","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","No function","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Unknown","120","110","29120","27050"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","No function","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","No function","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","No function","130","120","36820","26380"
"Leaver CS","2021","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Analysis","110","100","38730","32380"
"Leaver CS","2021","Heterosexual / straight","White","Commercial","130","120","41100","36290"
"Leaver CS","2021","Heterosexual / straight","White","Communications","110","110","37090","32680"
"Leaver CS","2021","Heterosexual / straight","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Digital, Data & Technology","170","160","43380","39770"
"Leaver CS","2021","Heterosexual / straight","White","Finance","120","110","40450","36600"
"Leaver CS","2021","Heterosexual / straight","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Human Resources","190","180","38490","33560"
"Leaver CS","2021","Heterosexual / straight","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Legal","270","240","46690","46730"
"Leaver CS","2021","Heterosexual / straight","White","No function","4200","3760","32810","25900"
"Leaver CS","2021","Heterosexual / straight","White","Project Delivery","520","480","39390","35550"
"Leaver CS","2021","Heterosexual / straight","White","Property","240","220","32640","29440"
"Leaver CS","2021","Heterosexual / straight","White","Security","230","220","30220","26670"
"Leaver CS","2021","Heterosexual / straight","White","Unknown","4200","3640","30140","26890"
"Leaver CS","2021","LGBO","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
