"Status","Year","Sexual_orientation","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other","220","210","29790","28650"
"New entrant CS","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Policy","660","640","37520","32790"
"New entrant CS","2021","Unknown","Female","Project Delivery","140","140","36980","34750"
"New entrant CS","2021","Unknown","Female","Property","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Science and Engineering","70","60","34740","29270"
"New entrant CS","2021","Unknown","Female","Security","50","50","28940","24620"
"New entrant CS","2021","Unknown","Female","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Tax","1060","1030","22010","20140"
"New entrant CS","2021","Unknown","Female","Unknown","2530","2450","31840","28000"
"New entrant CS","2021","Unknown","Male","Commercial","70","70","39990","36500"
"New entrant CS","2021","Unknown","Male","Communications","70","70","39690","34850"
"New entrant CS","2021","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data and Technology","500","500","41400","38180"
"New entrant CS","2021","Unknown","Male","Economics","100","100","31510","32390"
"New entrant CS","2021","Unknown","Male","Finance","100","100","34090","31810"
"New entrant CS","2021","Unknown","Male","Human Resources","50","50","34320","31480"
"New entrant CS","2021","Unknown","Male","Intelligence Analysis","60","50","40280","32790"
"New entrant CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","80","80","37600","30850"
"New entrant CS","2021","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Operational Delivery","2740","2670","24660","22850"
"New entrant CS","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Other","250","250","30590","26250"
"New entrant CS","2021","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Policy","480","480","40420","34710"
"New entrant CS","2021","Unknown","Male","Project Delivery","150","150","38600","35900"
"New entrant CS","2021","Unknown","Male","Property","80","80","35700","28730"
"New entrant CS","2021","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Science and Engineering","160","160","27040","24660"
"New entrant CS","2021","Unknown","Male","Security","200","200","29030","25540"
"New entrant CS","2021","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Statistics","50","50","31920","30100"
"New entrant CS","2021","Unknown","Male","Tax","1080","1070","22540","20140"
"New entrant CS","2021","Unknown","Male","Unknown","1870","1850","34170","28000"
"New entrant CS","2021","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Commercial","290","280","32210","30320"
"New entrant CS","2022","Heterosexual / straight","Female","Communications","200","190","37200","33980"
"New entrant CS","2022","Heterosexual / straight","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Counter Fraud","330","320","25920","27570"
"New entrant CS","2022","Heterosexual / straight","Female","Digital, Data and Technology","570","560","36680","33600"
"New entrant CS","2022","Heterosexual / straight","Female","Economics","90","90","32230","30770"
"New entrant CS","2022","Heterosexual / straight","Female","Finance","410","390","34650","31990"
"New entrant CS","2022","Heterosexual / straight","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Human Resources","550","520","33280","30200"
"New entrant CS","2022","Heterosexual / straight","Female","Inspector of Education and Training","120","120","55660","46360"
"New entrant CS","2022","Heterosexual / straight","Female","Intelligence Analysis","50","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","International Trade","60","60","37420","31800"
"New entrant CS","2022","Heterosexual / straight","Female","Knowledge and Information Management","100","90","30900","28590"
"New entrant CS","2022","Heterosexual / straight","Female","Legal","460","440","43300","43920"
"New entrant CS","2022","Heterosexual / straight","Female","Medicine","130","110","48290","39030"
"New entrant CS","2022","Heterosexual / straight","Female","Operational Delivery","13000","12380","26220","24090"
"New entrant CS","2022","Heterosexual / straight","Female","Operational Research","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Other","890","850","26760","23170"
"New entrant CS","2022","Heterosexual / straight","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Female","Policy","1410","1380","36310","33570"
"New entrant CS","2022","Heterosexual / straight","Female","Project Delivery","380","370","36380","33490"
"New entrant CS","2022","Heterosexual / straight","Female","Property","190","180","34110","29360"
"New entrant CS","2022","Heterosexual / straight","Female","Psychology","110","110","27080","27700"
"New entrant CS","2022","Heterosexual / straight","Female","Science and Engineering","470","440","32670","30360"
"New entrant CS","2022","Heterosexual / straight","Female","Security","90","90","28280","25000"
"New entrant CS","2022","Heterosexual / straight","Female","Social Research","140","140","35090","31450"
"New entrant CS","2022","Heterosexual / straight","Female","Statistics","90","90","31270","30710"
"New entrant CS","2022","Heterosexual / straight","Female","Tax","720","700","27200","26590"
"New entrant CS","2022","Heterosexual / straight","Female","Unknown","1920","1860","31590","27570"
"New entrant CS","2022","Heterosexual / straight","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Commercial","200","200","32310","30420"
"New entrant CS","2022","Heterosexual / straight","Male","Communications","100","100","35880","32440"
"New entrant CS","2022","Heterosexual / straight","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Counter Fraud","240","240","26860","27570"
"New entrant CS","2022","Heterosexual / straight","Male","Digital, Data and Technology","1050","1040","39180","36050"
"New entrant CS","2022","Heterosexual / straight","Male","Economics","160","160","35960","31660"
"New entrant CS","2022","Heterosexual / straight","Male","Finance","320","320","35200","33000"
"New entrant CS","2022","Heterosexual / straight","Male","Geography","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Human Resources","170","160","32870","30170"
"New entrant CS","2022","Heterosexual / straight","Male","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Intelligence Analysis","60","60","30220","28700"
"New entrant CS","2022","Heterosexual / straight","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Knowledge and Information Management","60","60","31190","30200"
"New entrant CS","2022","Heterosexual / straight","Male","Legal","230","230","44460","43920"
"New entrant CS","2022","Heterosexual / straight","Male","Medicine","70","60","61460","64190"
"New entrant CS","2022","Heterosexual / straight","Male","Operational Delivery","8150","7980","26740","24880"
"New entrant CS","2022","Heterosexual / straight","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Other","770","770","28430","24250"
"New entrant CS","2022","Heterosexual / straight","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Policy","1060","1050","37010","33570"
"New entrant CS","2022","Heterosexual / straight","Male","Project Delivery","380","370","39130","37000"
"New entrant CS","2022","Heterosexual / straight","Male","Property","260","260","37320","33000"
"New entrant CS","2022","Heterosexual / straight","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Male","Science and Engineering","550","540","34230","32330"
"New entrant CS","2022","Heterosexual / straight","Male","Security","270","270","29190","25000"
"New entrant CS","2022","Heterosexual / straight","Male","Social Research","50","50","34280","30710"
"New entrant CS","2022","Heterosexual / straight","Male","Statistics","140","140","34290","31800"
"New entrant CS","2022","Heterosexual / straight","Male","Tax","740","730","28130","26590"
"New entrant CS","2022","Heterosexual / straight","Male","Unknown","1420","1410","33000","27570"
"New entrant CS","2022","Heterosexual / straight","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Digital, Data and Technology","80","80","34010","32870"
"New entrant CS","2022","LGBO","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Operational Delivery","1290","1260","25500","23170"
"New entrant CS","2022","LGBO","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Other","90","90","25630","21260"
"New entrant CS","2022","LGBO","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Policy","210","210","34620","32790"
"New entrant CS","2022","LGBO","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Science and Engineering","50","50","28370","26950"
"New entrant CS","2022","LGBO","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Female","Tax","70","70","27930","26590"
"New entrant CS","2022","LGBO","Female","Unknown","240","240","30570","27230"
"New entrant CS","2022","LGBO","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Digital, Data and Technology","90","90","37720","33080"
"New entrant CS","2022","LGBO","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Operational Delivery","850","840","26210","24030"
"New entrant CS","2022","LGBO","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Other","70","70","28420","25030"
"New entrant CS","2022","LGBO","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Policy","160","160","36240","33570"
"New entrant CS","2022","LGBO","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Science and Engineering","50","50","30280","27540"
"New entrant CS","2022","LGBO","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Male","Tax","110","110","26390","26590"
"New entrant CS","2022","LGBO","Male","Unknown","210","200","31660","27570"
"New entrant CS","2022","LGBO","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Commercial","60","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Communications","70","50","36240","28250"
"New entrant CS","2022","Undeclared","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Digital, Data and Technology","80","70","35930","33370"
"New entrant CS","2022","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Finance","80","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Human Resources","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Operational Delivery","830","770","27590","24800"
"New entrant CS","2022","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Other","60","50","27710","26300"
"New entrant CS","2022","Undeclared","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Policy","200","180","36270","32870"
"New entrant CS","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Science and Engineering","90","80","34380","30430"
"New entrant CS","2022","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Tax","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Female","Unknown","160","140","32810","29290"
"New entrant CS","2022","Undeclared","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Commercial","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Communications","40","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Digital, Data and Technology","150","130","37030","33080"
"New entrant CS","2022","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Finance","60","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Human Resources","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Operational Delivery","580","550","28790","26880"
"New entrant CS","2022","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Other","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Policy","120","110","35500","33400"
"New entrant CS","2022","Undeclared","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Tax","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Male","Unknown","150","130","34210","29970"
"New entrant CS","2022","Undeclared","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Commercial","90","90","33600","30670"
"New entrant CS","2022","Unknown","Female","Communications","90","90","34390","34260"
"New entrant CS","2022","Unknown","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Digital, Data and Technology","270","260","37960","35050"
"New entrant CS","2022","Unknown","Female","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Finance","130","120","35940","33370"
"New entrant CS","2022","Unknown","Female","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Human Resources","170","160","34080","28900"
"New entrant CS","2022","Unknown","Female","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Legal","100","100","37440","34260"
"New entrant CS","2022","Unknown","Female","Medicine","90","80","42080","34280"
"New entrant CS","2022","Unknown","Female","Operational Delivery","7100","6670","25590","23170"
"New entrant CS","2022","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Other","320","310","25250","21640"
"New entrant CS","2022","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Policy","420","410","36600","33390"
"New entrant CS","2022","Unknown","Female","Project Delivery","190","180","35840","34840"
"New entrant CS","2022","Unknown","Female","Property","120","110","30640","26350"
"New entrant CS","2022","Unknown","Female","Psychology","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Science and Engineering","110","110","28480","26030"
"New entrant CS","2022","Unknown","Female","Security","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Statistics","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Female","Tax","390","380","26490","26590"
"New entrant CS","2022","Unknown","Female","Unknown","2270","2180","31870","28000"
"New entrant CS","2022","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Commercial","70","70","32450","26670"
"New entrant CS","2022","Unknown","Male","Communications","50","50","37290","32560"
"New entrant CS","2022","Unknown","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Digital, Data and Technology","500","500","39470","35050"
"New entrant CS","2022","Unknown","Male","Economics","60","60","33070","32390"
"New entrant CS","2022","Unknown","Male","Finance","150","150","34840","32000"
"New entrant CS","2022","Unknown","Male","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Human Resources","90","90","39250","33000"
"New entrant CS","2022","Unknown","Male","Intelligence Analysis","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Legal","70","60","34980","33370"
"New entrant CS","2022","Unknown","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Operational Delivery","5020","4790","26280","24250"
"New entrant CS","2022","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Other","390","380","26400","21260"
"New entrant CS","2022","Unknown","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Policy","340","330","37430","34710"
"New entrant CS","2022","Unknown","Male","Project Delivery","170","170","37760","35050"
"New entrant CS","2022","Unknown","Male","Property","150","140","33640","29000"
"New entrant CS","2022","Unknown","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Science and Engineering","330","330","29310","27000"
"New entrant CS","2022","Unknown","Male","Security","230","220","27230","25000"
"New entrant CS","2022","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Male","Tax","430","430","27350","26590"
"New entrant CS","2022","Unknown","Male","Unknown","1710","1690","34670","28000"
"New entrant CS","2022","Unknown","Male","Veterinarian","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
