"Status","Year","Responsibility_level","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Department for Work and Pensions (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Work and Pensions (excl. agencies)","Declared non-disabled","180","180","89000","80060"
"In post","2021","SCS","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Department of Health and Social Care (excl. agencies)","Declared non-disabled","90","90","80750","76520"
"In post","2021","SCS","Department of Health and Social Care (excl. agencies)","Unknown","170","170","90740","80000"
"In post","2021","SCS","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Driver and Vehicle Licensing Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Driver and Vehicle Licensing Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education and Skills Funding Agency","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","SCS","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","FCDO Services","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","FCDO Services","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","Declared non-disabled","400","390","86520","78010"
"In post","2021","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","100","100","84830","77420"
"In post","2021","SCS","Forestry and Land Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Forestry and Land Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Actuary's Department","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Actuary's Department","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Internal Audit Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Legal Department","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Legal Department","Declared non-disabled","140","130","84340","80570"
"In post","2021","SCS","Government Legal Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Legal Department","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Health and Safety Executive","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","SCS","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Courts and Tribunals Service","Declared non-disabled","60","60","85100","77440"
"In post","2021","SCS","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Prison and Probation Service","Declared non-disabled","70","70","97770","98700"
"In post","2021","SCS","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Revenue and Customs (excl. agencies)","Declared non-disabled","380","370","84890","78760"
"In post","2021","SCS","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Revenue and Customs (excl. agencies)","Unknown","70","70","91180","79930"
"In post","2021","SCS","HM Treasury (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Treasury (excl. agencies)","Declared non-disabled","130","120","84320","77000"
"In post","2021","SCS","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Home Office (incl. agencies)","Declared non-disabled","250","240","91690","83650"
"In post","2021","SCS","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Medicines and Healthcare Products Regulatory Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Medicines and Healthcare Products Regulatory Agency","Declared non-disabled","70","60","84560","83660"
"In post","2021","SCS","Medicines and Healthcare Products Regulatory Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Medicines and Healthcare Products Regulatory Agency","Unknown","60","60","90780","86830"
"In post","2021","SCS","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Declared non-disabled","220","220","88350","79730"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Defence (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","110","100","84720","77040"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Declared non-disabled","110","110","88780","83260"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Infrastructure Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Savings and Investments","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","National Savings and Investments","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","SCS","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Public Guardian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Public Guardian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Public Health England","Declared non-disabled","280","230","103720","99680"
"In post","2021","SCS","Public Health England","Undeclared","50","40","[c]","[c]"
"In post","2021","SCS","Public Health England","Unknown","140","120","119690","117260"
"In post","2021","SCS","Queen Elizabeth II Centre","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Queen Elizabeth II Centre","Declared non-disabled","[c]","[c]","[c]","[c]"
