"Status","Year","Region_ITL2","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northumberland, and Tyne and Wear","Department for Education","North East (England)","130","130","39050","36500"
"In post","2022","Northumberland, and Tyne and Wear","Department for Environment, Food and Rural Affairs","North East (England)","780","730","30920","26520"
"In post","2022","Northumberland, and Tyne and Wear","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Department for Levelling Up, Housing and Communities","North East (England)","90","90","44040","41020"
"In post","2022","Northumberland, and Tyne and Wear","Department for Transport","North East (England)","320","290","27200","26130"
"In post","2022","Northumberland, and Tyne and Wear","Department for Work and Pensions","North East (England)","7970","7170","29230","27570"
"In post","2022","Northumberland, and Tyne and Wear","Department of Health and Social Care","North East (England)","110","100","45320","39170"
"In post","2022","Northumberland, and Tyne and Wear","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","HM Revenue and Customs","North East (England)","10850","9740","30160","26820"
"In post","2022","Northumberland, and Tyne and Wear","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Home Office","North East (England)","390","380","28480","25220"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Defence","North East (England)","200","190","25790","21380"
"In post","2022","Northumberland, and Tyne and Wear","Ministry of Justice","North East (England)","1290","1190","28310","25120"
"In post","2022","Northumberland, and Tyne and Wear","National Crime Agency","North East (England)","100","100","37610","36410"
"In post","2022","Northumberland, and Tyne and Wear","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Department for Transport","London","150","140","31950","30780"
"In post","2022","Outer London - East and North East","Department for Work and Pensions","London","1980","1810","30280","31060"
"In post","2022","Outer London - East and North East","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Ministry of Defence","London","120","110","33120","32540"
"In post","2022","Outer London - East and North East","Ministry of Justice","London","1680","1600","31760","30460"
"In post","2022","Outer London - East and North East","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Attorney General's Departments","London","70","60","36770","31180"
"In post","2022","Outer London - South","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Business, Energy and Industrial Strategy","London","70","60","34240","28670"
"In post","2022","Outer London - South","Department for Education","London","60","60","48410","40650"
"In post","2022","Outer London - South","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Department for Transport","London","70","60","32200","30780"
"In post","2022","Outer London - South","Department for Work and Pensions","London","830","780","30990","31060"
"In post","2022","Outer London - South","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","HM Land Registry","London","410","390","41440","37290"
"In post","2022","Outer London - South","HM Revenue and Customs","London","3000","2850","42260","37930"
"In post","2022","Outer London - South","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Home Office","London","5600","5340","39050","35070"
"In post","2022","Outer London - South","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Ministry of Justice","London","1500","1420","34740","30110"
"In post","2022","Outer London - South","National Crime Agency","London","90","90","42030","39860"
"In post","2022","Outer London - South","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Cabinet Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","London","120","110","41430","39700"
"In post","2022","Outer London - West and North West","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Environment, Food and Rural Affairs","London","90","90","34340","31800"
"In post","2022","Outer London - West and North West","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Department for Transport","London","130","120","32640","30780"
"In post","2022","Outer London - West and North West","Department for Work and Pensions","London","1610","1490","30940","31060"
"In post","2022","Outer London - West and North West","Department of Health and Social Care","London","1180","1090","42960","38930"
"In post","2022","Outer London - West and North West","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","HM Revenue and Customs","London","190","180","36210","30780"
"In post","2022","Outer London - West and North West","Home Office","London","2940","2700","32140","29080"
"In post","2022","Outer London - West and North West","Ministry of Defence","London","660","630","30440","28700"
"In post","2022","Outer London - West and North West","Ministry of Justice","London","1560","1480","31940","31020"
"In post","2022","Outer London - West and North West","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - West and North West","The National Archives","London","570","550","35690","33260"
"In post","2022","Overseas","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for International Trade","Overseas","180","180","55360","53470"
"In post","2022","Overseas","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","Overseas","2210","2200","51740","53000"
"In post","2022","Overseas","Home Office","Overseas","300","300","30510","27370"
"In post","2022","Overseas","Ministry of Defence","Overseas","790","780","42260","40580"
"In post","2022","Overseas","National Crime Agency","Overseas","130","130","62920","61710"
"In post","2022","Overseas","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Attorney General's Departments","West Midlands (England)","70","70","43190","48080"
"In post","2022","Shropshire and Staffordshire","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs","West Midlands (England)","170","160","31730","29180"
"In post","2022","Shropshire and Staffordshire","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
