"Status","Year","Organisation","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Office and Procurator Fiscal Service","No function","Scottish Government","60","50","24990","22220"
"Leaver CS","2021","Crown Prosecution Service","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Crown Prosecution Service","Legal","Attorney General's Departments","250","220","43790","51120"
"Leaver CS","2021","Crown Prosecution Service Inspectorate","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","Ministry of Defence","390","370","34010","31530"
"Leaver CS","2021","Defence Equipment and Support","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","No function","Ministry of Defence","140","140","28020","25520"
"Leaver CS","2021","Defence Science and Technology Laboratory","Project Delivery","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","Department for Business, Energy and Industrial Strategy","150","150","52470","52080"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","No function","Department for Digital, Culture, Media and Sport","60","60","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","Department for Education","290","280","43470","40300"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","Department for Environment, Food and Rural Affairs","160","150","37490","32400"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","No function","Department for International Trade","90","80","37970","31260"
"Leaver CS","2021","Department for International Trade","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","Department for Transport","100","100","42980","35060"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Department for Work and Pensions","4390","3730","26450","26120"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","Department of Health and Social Care","180","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","No function","Department for Transport","230","180","21160","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
