"Status","Year","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Defence","60","50","33290","32430"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Ministry of Justice","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","United Kingdom Statistics Authority","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Defence","100","90","37160","33700"
"Leaver CS","2021","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Department for Environment, Food and Rural Affairs","90","80","24950","21050"
"Leaver CS","2021","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","100","90","35150","26670"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","360","320","47860","52560"
"Leaver CS","2021","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","120","100","38930","42000"
"Leaver CS","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","120","110","31810","22820"
"Leaver CS","2021","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","120","120","41840","32000"
"Leaver CS","2021","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","300","280","40490","32920"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","60","60","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","300","290","33530","26520"
"Leaver CS","2021","No function","Department for International Trade","90","80","37970","31260"
"Leaver CS","2021","No function","Department for Transport","540","440","26650","21590"
"Leaver CS","2021","No function","Department for Work and Pensions","110","100","44600","44740"
"Leaver CS","2021","No function","Department of Health and Social Care","700","620","40420","33880"
"Leaver CS","2021","No function","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","200","160","27570","27130"
"Leaver CS","2021","No function","HM Treasury","60","50","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","180","170","29310","26740"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","100","90","44550","42440"
"Leaver CS","2021","No function","Ministry of Justice","5520","5000","22700","20100"
"Leaver CS","2021","No function","National Crime Agency","150","150","43260","40170"
"Leaver CS","2021","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","110","100","53400","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","60","60","42410","34850"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","280","240","30230","28410"
"Leaver CS","2021","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","180","130","24600","19520"
"Leaver CS","2021","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
