"Status","Year","Parent_department","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Defence","LGBO","Project Delivery","400","400","34200","32850"
"In post","2021","Ministry of Defence","LGBO","Property","50","50","31290","33000"
"In post","2021","Ministry of Defence","LGBO","Security","170","170","29300","26610"
"In post","2021","Ministry of Defence","LGBO","Unknown","400","390","30690","26670"
"In post","2021","Ministry of Defence","Undeclared","Analysis","70","60","40420","39160"
"In post","2021","Ministry of Defence","Undeclared","Commercial","290","280","37790","35220"
"In post","2021","Ministry of Defence","Undeclared","Communications","100","90","30870","28580"
"In post","2021","Ministry of Defence","Undeclared","Digital, Data & Technology","150","140","34240","33300"
"In post","2021","Ministry of Defence","Undeclared","Finance","260","250","38670","33950"
"In post","2021","Ministry of Defence","Undeclared","Human Resources","220","200","32060","26830"
"In post","2021","Ministry of Defence","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Undeclared","No function","250","240","40870","41240"
"In post","2021","Ministry of Defence","Undeclared","Project Delivery","2130","2050","38720","36460"
"In post","2021","Ministry of Defence","Undeclared","Property","320","310","34640","33300"
"In post","2021","Ministry of Defence","Undeclared","Security","680","670","32880","39070"
"In post","2021","Ministry of Defence","Undeclared","Unknown","2100","2020","31340","26670"
"In post","2021","Ministry of Defence","Unknown","Analysis","70","70","42180","41250"
"In post","2021","Ministry of Defence","Unknown","Commercial","140","140","35840","33280"
"In post","2021","Ministry of Defence","Unknown","Communications","100","100","37440","33300"
"In post","2021","Ministry of Defence","Unknown","Digital, Data & Technology","90","90","35210","33300"
"In post","2021","Ministry of Defence","Unknown","Finance","140","130","37030","33290"
"In post","2021","Ministry of Defence","Unknown","Human Resources","150","140","30290","26670"
"In post","2021","Ministry of Defence","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","No function","730","700","39210","37320"
"In post","2021","Ministry of Defence","Unknown","Project Delivery","1170","1140","36180","33530"
"In post","2021","Ministry of Defence","Unknown","Property","230","220","25460","18760"
"In post","2021","Ministry of Defence","Unknown","Security","880","870","29070","26610"
"In post","2021","Ministry of Defence","Unknown","Unknown","3750","3650","35630","32700"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Analysis","170","170","46760","43190"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Communications","70","70","40120","34200"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Digital, Data & Technology","110","110","44500","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Finance","110","100","52430","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Human Resources","80","70","41330","36340"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","No function","1900","1820","45970","44020"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Project Delivery","100","90","45960","40720"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","No function","180","170","45130","42440"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","No function","190","180","45300","42580"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","No function","270","240","40400","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Heterosexual / straight","Analysis","280","270","45780","40480"
"In post","2021","Ministry of Justice","Heterosexual / straight","Commercial","830","810","44940","42630"
"In post","2021","Ministry of Justice","Heterosexual / straight","Communications","100","100","44260","39500"
"In post","2021","Ministry of Justice","Heterosexual / straight","Digital, Data & Technology","690","680","44770","42000"
"In post","2021","Ministry of Justice","Heterosexual / straight","Finance","610","590","41510","37070"
"In post","2021","Ministry of Justice","Heterosexual / straight","Human Resources","770","750","41810","38000"
"In post","2021","Ministry of Justice","Heterosexual / straight","Internal Audit","50","40","[c]","[c]"
"In post","2021","Ministry of Justice","Heterosexual / straight","Legal","910","820","42930","43090"
"In post","2021","Ministry of Justice","Heterosexual / straight","No function","49690","46460","28390","26300"
"In post","2021","Ministry of Justice","Heterosexual / straight","Project Delivery","520","510","40840","36800"
"In post","2021","Ministry of Justice","Heterosexual / straight","Property","260","250","40840","35760"
"In post","2021","Ministry of Justice","Heterosexual / straight","Security","450","440","38390","35630"
"In post","2021","Ministry of Justice","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Commercial","50","50","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Digital, Data & Technology","60","60","49710","48500"
"In post","2021","Ministry of Justice","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Human Resources","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Legal","50","50","43270","39490"
"In post","2021","Ministry of Justice","LGBO","No function","3200","3120","28560","26410"
"In post","2021","Ministry of Justice","LGBO","Project Delivery","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","LGBO","Security","40","40","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Analysis","50","40","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Commercial","80","80","43790","40710"
"In post","2021","Ministry of Justice","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Digital, Data & Technology","100","100","45670","42800"
"In post","2021","Ministry of Justice","Undeclared","Finance","70","70","45420","40850"
"In post","2021","Ministry of Justice","Undeclared","Human Resources","80","80","41510","35380"
"In post","2021","Ministry of Justice","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Legal","230","210","45070","43710"
"In post","2021","Ministry of Justice","Undeclared","No function","6000","5550","28660","26630"
"In post","2021","Ministry of Justice","Undeclared","Project Delivery","50","50","45610","37870"
"In post","2021","Ministry of Justice","Undeclared","Property","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","Security","70","70","42690","40120"
"In post","2021","Ministry of Justice","Unknown","Analysis","60","60","41800","40480"
"In post","2021","Ministry of Justice","Unknown","Commercial","90","90","40740","37920"
"In post","2021","Ministry of Justice","Unknown","Communications","40","30","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Digital, Data & Technology","220","220","50910","52850"
"In post","2021","Ministry of Justice","Unknown","Finance","80","80","43290","40530"
"In post","2021","Ministry of Justice","Unknown","Human Resources","80","80","39450","33520"
"In post","2021","Ministry of Justice","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Legal","250","230","37880","35490"
"In post","2021","Ministry of Justice","Unknown","No function","12300","11400","27430","25790"
"In post","2021","Ministry of Justice","Unknown","Project Delivery","110","110","37790","36040"
"In post","2021","Ministry of Justice","Unknown","Property","70","60","37300","31600"
"In post","2021","Ministry of Justice","Unknown","Security","120","120","40790","38160"
"In post","2021","National Crime Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Digital, Data & Technology","200","190","41180","38490"
"In post","2021","National Crime Agency","Heterosexual / straight","Finance","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Human Resources","150","140","40410","38440"
"In post","2021","National Crime Agency","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","No function","3530","3460","39690","37330"
"In post","2021","National Crime Agency","Heterosexual / straight","Project Delivery","80","70","46170","45480"
"In post","2021","National Crime Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","No function","150","150","36550","36410"
"In post","2021","National Crime Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
