"Status","Year","Region_ITL2","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Kent","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Counter Fraud","180","160","27960","25110"
"In post","2022","Kent","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Human Resources","60","60","35080","31800"
"In post","2022","Kent","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Intelligence Analysis","150","130","27940","27370"
"In post","2022","Kent","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Legal","110","90","40580","36050"
"In post","2022","Kent","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Operational Delivery","3450","3140","28300","27370"
"In post","2022","Kent","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Other","190","180","27250","29290"
"In post","2022","Kent","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Property","40","40","[c]","[c]"
"In post","2022","Kent","Female","Psychology","40","40","[c]","[c]"
"In post","2022","Kent","Female","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Kent","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Counter Fraud","100","90","27920","25110"
"In post","2022","Kent","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Intelligence Analysis","150","140","28610","27370"
"In post","2022","Kent","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Legal","90","90","41060","35980"
"In post","2022","Kent","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Operational Delivery","3500","3360","29840","28610"
"In post","2022","Kent","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Other","110","110","27890","26670"
"In post","2022","Kent","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Property","60","60","38070","34610"
"In post","2022","Kent","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Science and Engineering","110","100","40270","39150"
"In post","2022","Kent","Male","Security","70","70","30630","25000"
"In post","2022","Kent","Male","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Commercial","50","40","[c]","[c]"
"In post","2022","Lancashire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Counter Fraud","90","80","28250","27570"
"In post","2022","Lancashire","Female","Digital, Data and Technology","390","360","38990","35310"
"In post","2022","Lancashire","Female","Finance","270","250","34420","33000"
"In post","2022","Lancashire","Female","Human Resources","240","220","31080","26930"
"In post","2022","Lancashire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Legal","100","90","48320","48080"
"In post","2022","Lancashire","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Operational Delivery","6280","5480","25930","25120"
"In post","2022","Lancashire","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Other","350","310","26460","27130"
"In post","2022","Lancashire","Female","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Policy","80","70","37260","33680"
"In post","2022","Lancashire","Female","Project Delivery","330","300","37510","34290"
"In post","2022","Lancashire","Female","Property","60","50","36560","32890"
"In post","2022","Lancashire","Female","Psychology","90","80","35690","31180"
"In post","2022","Lancashire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Female","Security","50","50","35930","33180"
"In post","2022","Lancashire","Female","Tax","70","50","29710","26590"
"In post","2022","Lancashire","Female","Unknown","100","90","35980","27570"
"In post","2022","Lancashire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Counter Fraud","70","70","29560","27570"
"In post","2022","Lancashire","Male","Digital, Data and Technology","540","530","44160","40180"
"In post","2022","Lancashire","Male","Finance","170","160","36930","35310"
"In post","2022","Lancashire","Male","Human Resources","80","80","30950","26930"
"In post","2022","Lancashire","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Legal","50","50","50180","50950"
"In post","2022","Lancashire","Male","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Operational Delivery","4310","4090","27060","27120"
"In post","2022","Lancashire","Male","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Other","200","190","27370","27570"
"In post","2022","Lancashire","Male","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Policy","40","40","[c]","[c]"
"In post","2022","Lancashire","Male","Project Delivery","240","230","37300","33680"
"In post","2022","Lancashire","Male","Property","80","70","37500","34000"
"In post","2022","Lancashire","Male","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Male","Security","60","50","30960","27570"
"In post","2022","Lancashire","Male","Tax","60","60","30390","21250"
"In post","2022","Lancashire","Male","Unknown","110","100","32540","21250"
"In post","2022","Lancashire","Male","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Counter Fraud","60","50","27740","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Human Resources","40","30","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Legal","90","80","48440","48830"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Operational Delivery","2890","2550","26280","24920"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Other","290","240","23600","21260"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Property","60","50","23650","19050"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Psychology","60","50","33810","30450"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Security","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Female","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Digital, Data and Technology","60","50","36990","33300"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Male","Human Resources","[c]","[c]","[c]","[c]"
