"Status","Year","Age","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","SEO/HEO","Bedfordshire and Hertfordshire","70","70","38700","37910"
"In post","2021","60-64","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","210","190","39250","37890"
"In post","2021","60-64","SEO/HEO","Cheshire","60","50","38810","36710"
"In post","2021","60-64","SEO/HEO","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Derbyshire and Nottinghamshire","170","140","37170","35000"
"In post","2021","60-64","SEO/HEO","Devon","160","140","38340","36460"
"In post","2021","60-64","SEO/HEO","Dorset and Somerset","150","130","37240","35960"
"In post","2021","60-64","SEO/HEO","East Anglia","250","220","37290","34610"
"In post","2021","60-64","SEO/HEO","East Wales","310","250","37750","37240"
"In post","2021","60-64","SEO/HEO","East Yorkshire and Northern Lincolnshire","60","50","38010","35000"
"In post","2021","60-64","SEO/HEO","Eastern Scotland","350","280","39550","39330"
"In post","2021","60-64","SEO/HEO","Essex","110","90","37720","36370"
"In post","2021","60-64","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","790","690","38160","37830"
"In post","2021","60-64","SEO/HEO","Greater Manchester","280","230","36070","34500"
"In post","2021","60-64","SEO/HEO","Hampshire and Isle of Wight","420","390","36670","35480"
"In post","2021","60-64","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Inner London - East","270","240","41900","40790"
"In post","2021","60-64","SEO/HEO","Inner London - West","770","710","41180","40390"
"In post","2021","60-64","SEO/HEO","Kent","100","80","37810","36480"
"In post","2021","60-64","SEO/HEO","Lancashire","160","120","36640","35000"
"In post","2021","60-64","SEO/HEO","Leicestershire, Rutland and Northamptonshire","70","50","36380","35000"
"In post","2021","60-64","SEO/HEO","Lincolnshire","60","50","36850","35000"
"In post","2021","60-64","SEO/HEO","Merseyside","260","200","36550","35000"
"In post","2021","60-64","SEO/HEO","North Eastern Scotland","40","30","[c]","[c]"
"In post","2021","60-64","SEO/HEO","North Yorkshire","100","90","38070","36460"
"In post","2021","60-64","SEO/HEO","Northern Ireland","40","40","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Northumberland and Tyne and Wear","270","200","35680","34600"
"In post","2021","60-64","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","60-64","SEO/HEO","Outer London - South","230","200","40180","39750"
"In post","2021","60-64","SEO/HEO","Outer London - West and North West","160","130","38730","38150"
"In post","2021","60-64","SEO/HEO","Overseas","70","70","42150","40580"
"In post","2021","60-64","SEO/HEO","Shropshire and Staffordshire","130","110","36990","35320"
"In post","2021","60-64","SEO/HEO","South Yorkshire","100","80","35540","34290"
"In post","2021","60-64","SEO/HEO","Southern Scotland","90","70","36250","34640"
"In post","2021","60-64","SEO/HEO","Surrey, East and West Sussex","120","100","38940","38630"
"In post","2021","60-64","SEO/HEO","Tees Valley and Durham","80","60","37620","36550"
"In post","2021","60-64","SEO/HEO","Unknown","40","30","[c]","[c]"
"In post","2021","60-64","SEO/HEO","West Central Scotland","290","230","38620","36780"
"In post","2021","60-64","SEO/HEO","West Midlands","240","200","36560","35000"
"In post","2021","60-64","SEO/HEO","West Wales and The Valleys","250","200","39280","37410"
"In post","2021","60-64","SEO/HEO","West Yorkshire","250","190","36000","35000"
"In post","2021","60-64","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","Devon","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","East Anglia","40","40","[c]","[c]"
"In post","2021","60-64","Unknown","East Wales","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","42480","39660"
"In post","2021","60-64","Unknown","Greater Manchester","60","50","29510","28770"
"In post","2021","60-64","Unknown","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Inner London - East","50","50","[c]","[c]"
"In post","2021","60-64","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Kent","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Merseyside","40","40","[c]","[c]"
"In post","2021","60-64","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","South Yorkshire","30","30","[c]","[c]"
"In post","2021","60-64","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Tees Valley and Durham","40","30","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","130","130","39070","35380"
"In post","2021","60-64","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","West Midlands","60","50","29050","28200"
"In post","2021","60-64","Unknown","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2021","60-64","Unknown","West Yorkshire","40","30","[c]","[c]"
"In post","2021","65+","AA/AO","Bedfordshire and Hertfordshire","50","40","[c]","[c]"
"In post","2021","65+","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","150","130","22040","21560"
"In post","2021","65+","AA/AO","Cheshire","30","20","[c]","[c]"
"In post","2021","65+","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Derbyshire and Nottinghamshire","100","70","20600","20720"
"In post","2021","65+","AA/AO","Devon","100","70","21410","21010"
"In post","2021","65+","AA/AO","Dorset and Somerset","70","60","21200","20830"
"In post","2021","65+","AA/AO","East Anglia","180","140","21060","20720"
"In post","2021","65+","AA/AO","East Wales","190","140","21260","21010"
"In post","2021","65+","AA/AO","East Yorkshire and Northern Lincolnshire","50","30","[c]","[c]"
"In post","2021","65+","AA/AO","Eastern Scotland","190","160","22170","21490"
"In post","2021","65+","AA/AO","Essex","70","50","21040","21130"
"In post","2021","65+","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","150","120","20750","20920"
"In post","2021","65+","AA/AO","Greater Manchester","160","110","20760","20890"
"In post","2021","65+","AA/AO","Hampshire and Isle of Wight","350","250","20390","19560"
"In post","2021","65+","AA/AO","Herefordshire, Worcestershire and Warwickshire","60","40","20950","20180"
"In post","2021","65+","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Inner London - East","170","140","25370","25110"
"In post","2021","65+","AA/AO","Inner London - West","250","220","24470","24210"
"In post","2021","65+","AA/AO","Kent","90","70","21860","21440"
"In post","2021","65+","AA/AO","Lancashire","190","140","21460","21010"
"In post","2021","65+","AA/AO","Leicestershire, Rutland and Northamptonshire","70","50","20800","20140"
"In post","2021","65+","AA/AO","Lincolnshire","50","40","20890","21010"
"In post","2021","65+","AA/AO","Merseyside","290","220","20780","21010"
"In post","2021","65+","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","North Yorkshire","60","50","20540","20350"
"In post","2021","65+","AA/AO","Northern Ireland","60","50","20360","20220"
"In post","2021","65+","AA/AO","Northumberland and Tyne and Wear","310","220","20680","21010"
"In post","2021","65+","AA/AO","Outer London - East and North East","70","50","23580","23790"
"In post","2021","65+","AA/AO","Outer London - South","180","140","23870","25630"
"In post","2021","65+","AA/AO","Outer London - West and North West","150","110","23880","24590"
"In post","2021","65+","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","Shropshire and Staffordshire","90","70","20740","20600"
"In post","2021","65+","AA/AO","South Yorkshire","90","60","20980","21010"
"In post","2021","65+","AA/AO","Southern Scotland","80","60","21470","21010"
"In post","2021","65+","AA/AO","Surrey, East and West Sussex","140","110","22440","21440"
"In post","2021","65+","AA/AO","Tees Valley and Durham","130","100","21730","21010"
"In post","2021","65+","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","AA/AO","West Central Scotland","210","160","21150","21010"
"In post","2021","65+","AA/AO","West Midlands","140","110","20730","21010"
"In post","2021","65+","AA/AO","West Wales and The Valleys","230","160","20600","21010"
"In post","2021","65+","AA/AO","West Yorkshire","130","100","21100","20620"
"In post","2021","65+","EO","Bedfordshire and Hertfordshire","50","40","29540","29530"
"In post","2021","65+","EO","Berkshire, Buckinghamshire and Oxfordshire","70","60","28160","27670"
"In post","2021","65+","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Derbyshire and Nottinghamshire","70","50","26900","27570"
"In post","2021","65+","EO","Devon","70","50","25740","26780"
"In post","2021","65+","EO","Dorset and Somerset","70","50","26980","27470"
"In post","2021","65+","EO","East Anglia","90","60","27520","27570"
"In post","2021","65+","EO","East Wales","120","90","27740","27570"
"In post","2021","65+","EO","East Yorkshire and Northern Lincolnshire","30","30","[c]","[c]"
"In post","2021","65+","EO","Eastern Scotland","100","80","28960","28130"
"In post","2021","65+","EO","Essex","70","50","29370","29050"
"In post","2021","65+","EO","Gloucestershire, Wiltshire and Bath/Bristol area","140","110","27070","27570"
"In post","2021","65+","EO","Greater Manchester","110","80","27250","27570"
"In post","2021","65+","EO","Hampshire and Isle of Wight","160","130","27660","27160"
"In post","2021","65+","EO","Herefordshire, Worcestershire and Warwickshire","40","30","[c]","[c]"
"In post","2021","65+","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Inner London - East","110","90","31150","31060"
"In post","2021","65+","EO","Inner London - West","160","140","30270","30330"
"In post","2021","65+","EO","Kent","60","40","29440","28550"
"In post","2021","65+","EO","Lancashire","100","70","27340","27570"
"In post","2021","65+","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Merseyside","150","100","27060","27570"
"In post","2021","65+","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Northumberland and Tyne and Wear","110","70","27260","27570"
"In post","2021","65+","EO","Outer London - East and North East","50","40","[c]","[c]"
"In post","2021","65+","EO","Outer London - South","120","90","30420","30330"
"In post","2021","65+","EO","Outer London - West and North West","140","100","29820","31060"
"In post","2021","65+","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","Shropshire and Staffordshire","60","50","28040","27570"
"In post","2021","65+","EO","South Yorkshire","50","30","[c]","[c]"
"In post","2021","65+","EO","Southern Scotland","60","40","27760","27570"
"In post","2021","65+","EO","Surrey, East and West Sussex","110","80","28670","28100"
"In post","2021","65+","EO","Tees Valley and Durham","50","30","[c]","[c]"
"In post","2021","65+","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","EO","West Central Scotland","110","70","27640","27570"
"In post","2021","65+","EO","West Midlands","110","80","27050","27570"
"In post","2021","65+","EO","West Wales and The Valleys","80","50","27380","27570"
"In post","2021","65+","EO","West Yorkshire","90","60","27420","27570"
"In post","2021","65+","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","40","20","[c]","[c]"
"In post","2021","65+","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","East Wales","40","30","[c]","[c]"
"In post","2021","65+","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Eastern Scotland","40","30","[c]","[c]"
"In post","2021","65+","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","130","100","62480","62040"
"In post","2021","65+","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Hampshire and Isle of Wight","50","40","59600","56530"
"In post","2021","65+","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","G6/G7","Inner London - East","50","40","66590","66680"
"In post","2021","65+","G6/G7","Inner London - West","220","180","64670","63090"
"In post","2021","65+","G6/G7","Kent","[c]","[c]","[c]","[c]"
