"Status","Year","Organisation","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Prison and Probation Service","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","No function","Bedfordshire and Hertfordshire","990","940","29560","29920"
"In post","2021","HM Prison and Probation Service","No function","Berkshire, Buckinghamshire and Oxfordshire","2210","2110","30420","30400"
"In post","2021","HM Prison and Probation Service","No function","Cheshire","1080","1020","28990","26850"
"In post","2021","HM Prison and Probation Service","No function","Cornwall and Isles of Scilly","50","40","29620","28200"
"In post","2021","HM Prison and Probation Service","No function","Cumbria","300","280","28440","26810"
"In post","2021","HM Prison and Probation Service","No function","Derbyshire and Nottinghamshire","2340","2190","28650","26810"
"In post","2021","HM Prison and Probation Service","No function","Devon","1130","1050","28810","26630"
"In post","2021","HM Prison and Probation Service","No function","Dorset and Somerset","1090","1010","28300","26970"
"In post","2021","HM Prison and Probation Service","No function","East Anglia","3620","3420","29240","28400"
"In post","2021","HM Prison and Probation Service","No function","East Wales","1890","1810","28830","25830"
"In post","2021","HM Prison and Probation Service","No function","East Yorkshire and Northern Lincolnshire","1870","1750","28560","26810"
"In post","2021","HM Prison and Probation Service","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","No function","Essex","620","590","29540","29310"
"In post","2021","HM Prison and Probation Service","No function","Gloucestershire, Wiltshire and Bath/Bristol area","1580","1470","28980","27380"
"In post","2021","HM Prison and Probation Service","No function","Greater Manchester","2000","1880","29000","27380"
"In post","2021","HM Prison and Probation Service","No function","Hampshire and Isle of Wight","1250","1180","28750","27850"
"In post","2021","HM Prison and Probation Service","No function","Herefordshire, Worcestershire and Warwickshire","1420","1370","28780","26300"
"In post","2021","HM Prison and Probation Service","No function","Inner London - East","1540","1500","33740","33260"
"In post","2021","HM Prison and Probation Service","No function","Inner London - West","1610","1560","37320","33260"
"In post","2021","HM Prison and Probation Service","No function","Kent","2470","2360","30210","30400"
"In post","2021","HM Prison and Probation Service","No function","Lancashire","2390","2210","29250","27380"
"In post","2021","HM Prison and Probation Service","No function","Leicestershire, Rutland and Northamptonshire","1760","1660","28860","26810"
"In post","2021","HM Prison and Probation Service","No function","Lincolnshire","820","780","28630","26810"
"In post","2021","HM Prison and Probation Service","No function","Merseyside","960","890","29370","28200"
"In post","2021","HM Prison and Probation Service","No function","North Yorkshire","270","250","29770","30210"
"In post","2021","HM Prison and Probation Service","No function","Northumberland and Tyne and Wear","340","320","29210","28200"
"In post","2021","HM Prison and Probation Service","No function","Outer London - East and North East","1240","1200","32170","32600"
"In post","2021","HM Prison and Probation Service","No function","Outer London - South","670","650","36240","31180"
"In post","2021","HM Prison and Probation Service","No function","Outer London - West and North West","910","870","33200","33590"
"In post","2021","HM Prison and Probation Service","No function","Shropshire and Staffordshire","2520","2380","28950","26810"
"In post","2021","HM Prison and Probation Service","No function","South Yorkshire","1440","1340","28330","26810"
"In post","2021","HM Prison and Probation Service","No function","Surrey, East and West Sussex","2030","1920","31000","30720"
"In post","2021","HM Prison and Probation Service","No function","Tees Valley and Durham","2970","2770","29030","27380"
"In post","2021","HM Prison and Probation Service","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","No function","West Midlands","1310","1230","28980","27380"
"In post","2021","HM Prison and Probation Service","No function","West Wales and The Valleys","920","840","29270","28200"
"In post","2021","HM Prison and Probation Service","No function","West Yorkshire","2850","2670","29060","26810"
"In post","2021","HM Prison and Probation Service","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Berkshire, Buckinghamshire and Oxfordshire","50","50","40700","40450"
"In post","2021","HM Prison and Probation Service","Security","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","East Anglia","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","East Wales","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Inner London - West","160","160","49300","48390"
"In post","2021","HM Prison and Probation Service","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","South Yorkshire","80","80","39350","40190"
"In post","2021","HM Prison and Probation Service","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Prison and Probation Service","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Greater Manchester","160","160","38420","32540"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Inner London - East","130","120","47660","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Inner London - West","200","200","47580","41760"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Merseyside","80","70","40000","38630"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Outer London - South","30","30","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","Greater Manchester","100","90","35340","31810"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs (excl. agencies)","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
