"Status","Year","Parent_department","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","AA/AO","70","50","21690","21260"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","EO","120","90","27900","27570"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","G6/G7","90","90","59780","59590"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Digital, Data and Technology","SEO/HEO","90","90","38770","38860"
"Leaver CS","2022","Department for Work and Pensions","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","AA/AO","2400","2070","21390","21260"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","EO","3550","3120","28290","27570"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Operational Delivery","SEO/HEO","320","280","37430","34290"
"Leaver CS","2022","Department for Work and Pensions","Other","AA/AO","270","230","21400","21260"
"Leaver CS","2022","Department for Work and Pensions","Other","EO","220","190","28640","27570"
"Leaver CS","2022","Department for Work and Pensions","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","AA/AO","620","580","21470","21260"
"Leaver CS","2022","Department for Work and Pensions","Unknown","EO","560","520","27820","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Unknown","SEO/HEO","70","70","36180","35380"
"Leaver CS","2022","Department of Health and Social Care","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Commercial","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Digital, Data and Technology","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Finance","SEO/HEO","50","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Human Resources","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","EO","110","90","25520","25080"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","G6/G7","60","50","55170","52860"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Knowledge and Information Management","SEO/HEO","140","130","35060","36330"
"Leaver CS","2022","Department of Health and Social Care","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicine","SCS","120","100","100960","101430"
"Leaver CS","2022","Department of Health and Social Care","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","AA/AO","190","170","20980","19880"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","EO","230","200","25650","25610"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","G6/G7","380","350","57010","53620"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","SCS","50","40","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","SEO/HEO","490","430","35830","36330"
"Leaver CS","2022","Department of Health and Social Care","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Policy","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Policy","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Policy","SEO/HEO","80","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","AA/AO","50","50","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","EO","50","50","25190","24110"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","G6/G7","140","130","59040","53530"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Science and Engineering","SEO/HEO","310","280","36960","38050"
"Leaver CS","2022","Department of Health and Social Care","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Operational Delivery","EO","[c]","[c]","[c]","[c]"
