"Status","Year","Organisation","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Health and Safety Executive","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Digital, Data and Technology","50","40","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Legal","50","40","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Operational Delivery","820","790","22910","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Operational Delivery","90","80","22510","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Undeclared","Operational Delivery","60","50","25230","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Legal","60","60","33420","34260"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Operational Delivery","720","690","22500","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Operational Delivery","190","180","24430","22600"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Operational Delivery","140","130","24820","22600"
"New entrant CS","2022","HM Land Registry","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Operational Delivery","8280","7940","27060","24620"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Psychology","110","110","26640","27700"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Operational Delivery","780","770","26680","23170"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Undeclared","Operational Delivery","460","430","28870","27060"
"New entrant CS","2022","HM Prison and Probation Service","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Operational Delivery","5220","4860","26620","24800"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Unknown","Unknown","110","100","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Digital, Data and Technology","170","170","35580","33080"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Finance","60","60","30360","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Intelligence Analysis","30","30","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Legal","70","70","35770","30750"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Operational Delivery","1610","1560","23770","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Project Delivery","70","70","43160","40180"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Tax","1460","1440","27670","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Unknown","360","360","29380","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
