"Status","Year","Parent_department","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Work and Pensions","Black","Female","70","70","26550","25110"
"Leaver CS","2021","Department for Work and Pensions","Black","Male","50","40","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Mixed","Female","40","30","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Mixed","Male","30","30","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Female","100","70","25840","26120"
"Leaver CS","2021","Department for Work and Pensions","Undeclared","Male","90","80","29220","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Female","500","460","27110","27570"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Male","350","340","28830","27570"
"Leaver CS","2021","Department for Work and Pensions","White","Female","1960","1530","26310","26120"
"Leaver CS","2021","Department for Work and Pensions","White","Male","1050","940","27640","26120"
"Leaver CS","2021","Department of Health and Social Care","Asian","Female","80","80","33550","27150"
"Leaver CS","2021","Department of Health and Social Care","Asian","Male","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Female","50","40","31980","33710"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","White","Female","370","310","39480","33190"
"Leaver CS","2021","Department of Health and Social Care","White","Male","160","130","50090","37890"
"Leaver CS","2021","Department of Health and Social Care","White","Unknown","60","50","48830","40950"
"Leaver CS","2021","ESTYN","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","White","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","White","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Male","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Female","80","40","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","White","Male","120","70","47030","43700"
"Leaver CS","2021","HM Land Registry","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","HM Land Registry","White","Female","120","90","30500","27130"
"Leaver CS","2021","HM Land Registry","White","Male","80","60","32860","27130"
"Leaver CS","2021","HM Revenue and Customs","Asian","Female","160","130","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Asian","Male","100","90","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Black","Female","40","40","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Female","160","130","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Undeclared","Male","170","160","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Female","810","690","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Male","640","580","28240","25500"
"Leaver CS","2021","HM Revenue and Customs","White","Female","2240","1770","28260","26000"
"Leaver CS","2021","HM Revenue and Customs","White","Male","1290","1140","33600","26500"
"Leaver CS","2021","HM Treasury","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","Female","40","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","White","Male","50","50","[c]","[c]"
"Leaver CS","2021","Home Office","Asian","Female","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Asian","Male","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Black","Female","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Undeclared","Male","60","50","33430","30260"
"Leaver CS","2021","Home Office","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Male","60","60","[c]","[c]"
"Leaver CS","2021","Home Office","White","Female","440","350","28740","24890"
"Leaver CS","2021","Home Office","White","Male","440","400","32920","27240"
"Leaver CS","2021","Ministry of Defence","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Female","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Undeclared","Male","130","120","37560","36100"
"Leaver CS","2021","Ministry of Defence","Unknown","Female","150","140","30450","27510"
"Leaver CS","2021","Ministry of Defence","Unknown","Male","380","380","31740","29930"
"Leaver CS","2021","Ministry of Defence","White","Female","900","810","29530","26340"
"Leaver CS","2021","Ministry of Defence","White","Male","1520","1460","33450","30880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","Female","[c]","[c]","[c]","[c]"
