"Status","Year","Parent_department","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Declared non-disabled","160","140","37590","32140"
"Leaver CS","2021","Scottish Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Female","Unknown","240","210","32510","26850"
"Leaver CS","2021","Scottish Government","Male","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Declared non-disabled","170","160","38970","34150"
"Leaver CS","2021","Scottish Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Male","Unknown","290","270","35240","33650"
"Leaver CS","2021","The National Archives","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Female","Unknown","80","60","24930","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Male","Unknown","100","90","27110","19520"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","Declared non-disabled","60","50","39610","36500"
"Leaver CS","2021","Welsh Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","Male","Declared non-disabled","60","50","47690","37410"
"Leaver CS","2021","Welsh Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","Declared non-disabled","260","220","44300","50500"
"Leaver CS","2022","Attorney General's Departments","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Female","Unknown","110","100","38870","38000"
"Leaver CS","2022","Attorney General's Departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","Declared non-disabled","170","150","49070","50880"
"Leaver CS","2022","Attorney General's Departments","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Departments","Male","Unknown","60","60","41600","43920"
"Leaver CS","2022","Cabinet Office","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","Declared non-disabled","170","160","45940","40600"
"Leaver CS","2022","Cabinet Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Female","Unknown","170","160","49860","40600"
"Leaver CS","2022","Cabinet Office","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Male","Declared non-disabled","180","170","53610","54700"
"Leaver CS","2022","Cabinet Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Male","Unknown","220","220","50900","40600"
"Leaver CS","2022","Chancellor's other departments","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Declared non-disabled","210","190","36840","33640"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Female","Unknown","120","100","30840","26380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Declared non-disabled","270","260","43450","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Male","Unknown","160","140","33070","30770"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Female","Declared non-disabled","60","50","40110","34310"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Female","Declared non-disabled","100","90","46450","40680"
"Leaver CS","2022","Department for Education","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Female","Unknown","110","100","33950","28500"
"Leaver CS","2022","Department for Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Male","Declared non-disabled","110","100","46090","40510"
"Leaver CS","2022","Department for Education","Male","Undeclared","[c]","[c]","[c]","[c]"
