"Status","Year","Age","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Human Resources","White","700","570","35370","31990"
"In post","2022","60-64","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Internal Audit","White","60","50","43380","43150"
"In post","2022","60-64","Legal","Asian","40","40","[c]","[c]"
"In post","2022","60-64","Legal","Black","40","40","[c]","[c]"
"In post","2022","60-64","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Legal","Undeclared","30","30","[c]","[c]"
"In post","2022","60-64","Legal","Unknown","80","70","50340","55610"
"In post","2022","60-64","Legal","White","510","430","48320","53350"
"In post","2022","60-64","No function","Asian","800","670","30800","27570"
"In post","2022","60-64","No function","Black","880","800","30850","29120"
"In post","2022","60-64","No function","Mixed","250","220","33170","27570"
"In post","2022","60-64","No function","Other ethnicity","100","90","33800","30250"
"In post","2022","60-64","No function","Undeclared","1060","850","31150","27570"
"In post","2022","60-64","No function","Unknown","2140","1750","29130","26310"
"In post","2022","60-64","No function","White","17720","14030","29720","27570"
"In post","2022","60-64","Project Delivery","Asian","60","50","41070","37930"
"In post","2022","60-64","Project Delivery","Black","40","40","[c]","[c]"
"In post","2022","60-64","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Project Delivery","Undeclared","140","120","42200","40520"
"In post","2022","60-64","Project Delivery","Unknown","100","90","42750","40740"
"In post","2022","60-64","Project Delivery","White","1590","1380","42390","40130"
"In post","2022","60-64","Property","Asian","40","40","[c]","[c]"
"In post","2022","60-64","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Property","Undeclared","100","80","36280","33810"
"In post","2022","60-64","Property","Unknown","100","90","32320","27690"
"In post","2022","60-64","Property","White","810","730","36560","33300"
"In post","2022","60-64","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Security","Undeclared","60","60","34420","33300"
"In post","2022","60-64","Security","Unknown","60","60","31200","26460"
"In post","2022","60-64","Security","White","780","700","29030","23100"
"In post","2022","60-64","Unknown","Asian","340","290","30830","28650"
"In post","2022","60-64","Unknown","Black","220","190","31210","28990"
"In post","2022","60-64","Unknown","Mixed","60","50","32190","27380"
"In post","2022","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Undeclared","390","340","33310","29080"
"In post","2022","60-64","Unknown","Unknown","490","440","36360","32700"
"In post","2022","60-64","Unknown","White","4960","4380","32610","27370"
"In post","2022","65+","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","White","60","50","46310","40520"
"In post","2022","65+","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","White","60","50","38570","36840"
"In post","2022","65+","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","White","50","40","34550","29200"
"In post","2022","65+","Counter Fraud","Asian","50","30","[c]","[c]"
"In post","2022","65+","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","Counter Fraud","Unknown","50","30","[c]","[c]"
"In post","2022","65+","Counter Fraud","White","370","260","30320","27570"
"In post","2022","65+","Debt","Asian","50","40","[c]","[c]"
"In post","2022","65+","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","White","140","100","24550","21260"
"In post","2022","65+","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","30","30","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","White","280","230","38320","34510"
"In post","2022","65+","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","White","150","120","34900","30380"
"In post","2022","65+","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","White","50","40","[c]","[c]"
"In post","2022","65+","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","White","150","120","33350","28920"
"In post","2022","65+","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","White","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Unknown","30","30","[c]","[c]"
"In post","2022","65+","Legal","White","140","100","49120","55610"
"In post","2022","65+","No function","Asian","340","250","31170","27570"
"In post","2022","65+","No function","Black","260","230","30060","27570"
"In post","2022","65+","No function","Mixed","70","60","31000","27570"
"In post","2022","65+","No function","Other ethnicity","40","30","[c]","[c]"
"In post","2022","65+","No function","Undeclared","360","260","31390","27570"
"In post","2022","65+","No function","Unknown","710","510","29860","26400"
"In post","2022","65+","No function","White","5250","3850","28990","26540"
"In post","2022","65+","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","40","30","[c]","[c]"
"In post","2022","65+","Project Delivery","White","440","350","41400","39940"
"In post","2022","65+","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Undeclared","40","30","[c]","[c]"
"In post","2022","65+","Property","Unknown","40","30","[c]","[c]"
"In post","2022","65+","Property","White","280","240","32820","29690"
"In post","2022","65+","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","White","260","220","28220","24360"
"In post","2022","65+","Unknown","Asian","200","170","28490","25630"
"In post","2022","65+","Unknown","Black","60","50","28530","25630"
"In post","2022","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","130","100","32710","31110"
"In post","2022","65+","Unknown","Unknown","130","120","34910","31160"
"In post","2022","65+","Unknown","White","1700","1420","31100","26340"
"In post","2022","Unknown","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","No function","White","[c]","[c]","[c]","[c]"
