"Status","Year","Parent_department","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of the Secretary of State for Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Scotland","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Declared disabled","Heterosexual / straight","1260","1200","37600","34600"
"In post","2022","Scottish Government","Declared disabled","LGBO","270","260","34860","31540"
"In post","2022","Scottish Government","Declared disabled","Undeclared","110","100","38210","34600"
"In post","2022","Scottish Government","Declared disabled","Unknown","340","310","34060","35000"
"In post","2022","Scottish Government","Declared non-disabled","Heterosexual / straight","9220","8850","39740","34600"
"In post","2022","Scottish Government","Declared non-disabled","LGBO","630","620","36860","31540"
"In post","2022","Scottish Government","Declared non-disabled","Undeclared","480","460","40810","36390"
"In post","2022","Scottish Government","Declared non-disabled","Unknown","1650","1550","37680","32040"
"In post","2022","Scottish Government","Undeclared","Heterosexual / straight","220","210","39760","36130"
"In post","2022","Scottish Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Undeclared","Undeclared","120","110","42010","37710"
"In post","2022","Scottish Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Heterosexual / straight","3070","2890","39830","35000"
"In post","2022","Scottish Government","Unknown","LGBO","200","190","36850","35000"
"In post","2022","Scottish Government","Unknown","Undeclared","170","160","41390","36130"
"In post","2022","Scottish Government","Unknown","Unknown","7560","7120","33120","30450"
"In post","2022","The National Archives","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","Heterosexual / straight","200","190","38460","34770"
"In post","2022","The National Archives","Declared non-disabled","LGBO","30","30","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","Undeclared","50","50","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","Unknown","90","80","35080","34770"
"In post","2022","The National Archives","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","Unknown","120","120","35780","31310"
"In post","2022","UK Export Finance","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Heterosexual / straight","370","370","52210","47300"
"In post","2022","UK Export Finance","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","Heterosexual / straight","430","380","33130","30710"
"In post","2022","UK Statistics Authority","Declared disabled","LGBO","70","60","34460","31320"
"In post","2022","UK Statistics Authority","Declared disabled","Undeclared","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","Unknown","60","50","32680","30710"
"In post","2022","UK Statistics Authority","Declared non-disabled","Heterosexual / straight","2310","2060","35050","30810"
"In post","2022","UK Statistics Authority","Declared non-disabled","LGBO","120","110","35480","31320"
"In post","2022","UK Statistics Authority","Declared non-disabled","Undeclared","120","110","34980","33710"
"In post","2022","UK Statistics Authority","Declared non-disabled","Unknown","390","340","35500","31860"
"In post","2022","UK Statistics Authority","Undeclared","Heterosexual / straight","90","70","28020","23880"
"In post","2022","UK Statistics Authority","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","Heterosexual / straight","1140","1020","32740","30710"
"In post","2022","UK Statistics Authority","Unknown","LGBO","90","90","33140","30210"
"In post","2022","UK Statistics Authority","Unknown","Undeclared","70","60","32930","30710"
"In post","2022","UK Statistics Authority","Unknown","Unknown","930","830","32000","30210"
"In post","2022","UK Supreme Court","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Heterosexual / straight","150","150","54780","49810"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Unknown","30","30","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Heterosexual / straight","270","250","38930","38160"
"In post","2022","Welsh Government","Declared disabled","LGBO","30","30","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","Heterosexual / straight","4320","4080","42190","38160"
"In post","2022","Welsh Government","Declared non-disabled","LGBO","190","190","42410","38160"
"In post","2022","Welsh Government","Declared non-disabled","Undeclared","480","450","42550","38160"
"In post","2022","Welsh Government","Declared non-disabled","Unknown","50","50","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","Heterosexual / straight","60","50","37060","38160"
"In post","2022","Welsh Government","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","Undeclared","120","120","44780","47470"
"In post","2022","Welsh Government","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Unknown","Heterosexual / straight","150","150","36640","31210"
"In post","2022","Welsh Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Unknown","Undeclared","50","50","[c]","[c]"
"In post","2022","Welsh Government","Unknown","Unknown","180","170","40820","33190"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Heterosexual / straight","200","180","47480","51120"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
