"Status","Year","Organisation","Sexual_orientation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Transport Scotland","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","40-49","40","40","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","50-59","30","30","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","50-59","30","30","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Heterosexual / straight","20-29","90","90","36600","33000"
"In post","2022","UK Export Finance","Heterosexual / straight","30-39","80","80","52640","51430"
"In post","2022","UK Export Finance","Heterosexual / straight","40-49","110","110","57170","52680"
"In post","2022","UK Export Finance","Heterosexual / straight","50-59","100","100","60880","52500"
"In post","2022","UK Export Finance","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Heterosexual / straight","20-29","910","860","29260","26970"
"In post","2022","UK Health Security Agency","Heterosexual / straight","30-39","1040","960","38800","36330"
"In post","2022","UK Health Security Agency","Heterosexual / straight","40-49","910","840","46000","40070"
"In post","2022","UK Health Security Agency","Heterosexual / straight","50-59","730","670","48270","41050"
"In post","2022","UK Health Security Agency","Heterosexual / straight","60-64","210","180","49240","39030"
"In post","2022","UK Health Security Agency","Heterosexual / straight","65+","90","60","43560","33480"
"In post","2022","UK Health Security Agency","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","LGBO","20-29","120","120","28970","28390"
"In post","2022","UK Health Security Agency","LGBO","30-39","80","70","38080","36330"
"In post","2022","UK Health Security Agency","LGBO","40-49","60","50","50000","42030"
"In post","2022","UK Health Security Agency","LGBO","50-59","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Undeclared","20-29","150","140","27890","26880"
"In post","2022","UK Health Security Agency","Undeclared","30-39","140","130","42140","40070"
"In post","2022","UK Health Security Agency","Undeclared","40-49","150","130","48480","41860"
"In post","2022","UK Health Security Agency","Undeclared","50-59","110","100","52160","43550"
"In post","2022","UK Health Security Agency","Undeclared","60-64","30","30","[c]","[c]"
"In post","2022","UK Health Security Agency","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Health Security Agency","Unknown","20-29","290","290","37060","32790"
"In post","2022","UK Health Security Agency","Unknown","30-39","330","310","45540","41030"
"In post","2022","UK Health Security Agency","Unknown","40-49","550","530","50250","48860"
"In post","2022","UK Health Security Agency","Unknown","50-59","490","470","53650","48860"
"In post","2022","UK Health Security Agency","Unknown","60-64","120","110","60590","49530"
"In post","2022","UK Health Security Agency","Unknown","65+","40","30","[c]","[c]"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","20-29","80","80","27690","26740"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","30-39","160","160","34740","33290"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","40-49","140","140","40320","35310"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","50-59","150","140","37820","33290"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","60-64","40","30","[c]","[c]"
"In post","2022","UK Hydrographic Office","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Unknown","20-29","50","50","25510","21630"
"In post","2022","UK Hydrographic Office","Unknown","30-39","50","40","[c]","[c]"
"In post","2022","UK Hydrographic Office","Unknown","40-49","50","50","35530","33290"
"In post","2022","UK Hydrographic Office","Unknown","50-59","60","50","39820","33290"
"In post","2022","UK Hydrographic Office","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Heterosexual / straight","30-39","60","60","44330","40140"
"In post","2022","UK Space Agency","Heterosexual / straight","40-49","30","30","[c]","[c]"
"In post","2022","UK Space Agency","Heterosexual / straight","50-59","30","30","[c]","[c]"
"In post","2022","UK Space Agency","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Undeclared","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Undeclared","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","30-39","30","30","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Heterosexual / straight","20-29","790","770","31110","30710"
"In post","2022","UK Statistics Authority","Heterosexual / straight","30-39","950","880","36970","36840"
"In post","2022","UK Statistics Authority","Heterosexual / straight","40-49","810","740","39240","36840"
"In post","2022","UK Statistics Authority","Heterosexual / straight","50-59","860","740","33820","30210"
"In post","2022","UK Statistics Authority","Heterosexual / straight","60-64","340","250","27210","20350"
"In post","2022","UK Statistics Authority","Heterosexual / straight","65+","200","130","23920","20350"
"In post","2022","UK Statistics Authority","LGBO","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","LGBO","20-29","120","120","31440","30710"
"In post","2022","UK Statistics Authority","LGBO","30-39","80","80","37280","36840"
"In post","2022","UK Statistics Authority","LGBO","40-49","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","LGBO","50-59","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","20-29","70","70","30480","30710"
"In post","2022","UK Statistics Authority","Undeclared","30-39","50","50","35620","36840"
"In post","2022","UK Statistics Authority","Undeclared","40-49","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","50-59","60","50","34120","30760"
"In post","2022","UK Statistics Authority","Undeclared","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Undeclared","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Unknown","20-29","310","300","30250","30210"
"In post","2022","UK Statistics Authority","Unknown","30-39","340","320","35750","36840"
"In post","2022","UK Statistics Authority","Unknown","40-49","260","240","36890","36840"
"In post","2022","UK Statistics Authority","Unknown","50-59","320","270","32800","26220"
"In post","2022","UK Statistics Authority","Unknown","60-64","100","80","26020","20350"
"In post","2022","UK Statistics Authority","Unknown","65+","50","30","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Heterosexual / straight","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","50-59","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","60-64","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","LGBO","65+","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Undeclared","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Undeclared","40-49","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Heterosexual / straight","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Valuation Office Agency","Heterosexual / straight","20-29","290","280","29070","26880"
"In post","2022","Valuation Office Agency","Heterosexual / straight","30-39","430","410","35910","32890"
"In post","2022","Valuation Office Agency","Heterosexual / straight","40-49","530","500","37290","33380"
"In post","2022","Valuation Office Agency","Heterosexual / straight","50-59","820","780","38950","34000"
"In post","2022","Valuation Office Agency","Heterosexual / straight","60-64","230","180","35550","33090"
"In post","2022","Valuation Office Agency","Heterosexual / straight","65+","50","40","[c]","[c]"
