"Status","Year","Function_of_post","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Communications","Declared disabled","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Heterosexual / straight","620","620","30830","26590"
"New entrant CS","2022","Communications","Declared non-disabled","LGBO","70","70","31170","26820"
"New entrant CS","2022","Communications","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Heterosexual / straight","80","70","34760","32830"
"New entrant CS","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Undeclared","80","50","34300","27270"
"New entrant CS","2022","Communications","Unknown","Unknown","490","490","29470","26590"
"New entrant CS","2022","Counter Fraud","Declared disabled","Heterosexual / straight","110","110","27150","26590"
"New entrant CS","2022","Counter Fraud","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Heterosexual / straight","930","910","26940","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","LGBO","70","70","26760","26590"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Unknown","350","340","27960","26590"
"New entrant CS","2022","Debt","Declared disabled","Heterosexual / straight","60","60","21560","21260"
"New entrant CS","2022","Debt","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Heterosexual / straight","540","520","21650","21250"
"New entrant CS","2022","Debt","Declared non-disabled","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Unknown","310","290","21680","21250"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Heterosexual / straight","130","130","36010","33080"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Heterosexual / straight","1390","1380","38230","35580"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","LGBO","120","120","36290","33000"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Undeclared","120","120","35800","33040"
"New entrant CS","2022","Digital, Data & Technology","Declared non-disabled","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","230","220","36940","32970"
"New entrant CS","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Undeclared","80","40","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","610","610","37540","33840"
"New entrant CS","2022","Finance","Declared disabled","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Heterosexual / straight","490","470","33650","31750"
"New entrant CS","2022","Finance","Declared non-disabled","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Heterosexual / straight","160","150","33570","29360"
"New entrant CS","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Undeclared","110","60","33830","29160"
"New entrant CS","2022","Finance","Unknown","Unknown","230","230","34920","31990"
"New entrant CS","2022","Grants Management","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Heterosexual / straight","140","130","21940","21300"
"New entrant CS","2022","Grants Management","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Declared non-disabled","Unknown","340","320","21550","21300"
"New entrant CS","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Heterosexual / straight","80","70","32500","28230"
"New entrant CS","2022","Human Resources","Declared disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Heterosexual / straight","680","650","32680","28230"
"New entrant CS","2022","Human Resources","Declared non-disabled","LGBO","60","60","34990","27000"
"New entrant CS","2022","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Heterosexual / straight","110","100","31110","27270"
"New entrant CS","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Undeclared","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","250","250","33690","28740"
"New entrant CS","2022","Internal Audit","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Heterosexual / straight","90","90","35700","30440"
"New entrant CS","2022","Legal","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Heterosexual / straight","780","760","37700","38000"
"New entrant CS","2022","Legal","Declared non-disabled","LGBO","60","60","33860","27230"
"New entrant CS","2022","Legal","Declared non-disabled","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Heterosexual / straight","110","110","32700","25480"
"New entrant CS","2022","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Unknown","80","80","38870","35750"
"New entrant CS","2022","No function","Declared disabled","Heterosexual / straight","2640","2510","28300","27040"
"New entrant CS","2022","No function","Declared disabled","LGBO","580","570","27290","26310"
"New entrant CS","2022","No function","Declared disabled","Undeclared","250","230","29070","27570"
"New entrant CS","2022","No function","Declared disabled","Unknown","80","70","30180","26280"
"New entrant CS","2022","No function","Declared non-disabled","Heterosexual / straight","19950","19300","28110","26140"
"New entrant CS","2022","No function","Declared non-disabled","LGBO","1840","1810","27940","25710"
"New entrant CS","2022","No function","Declared non-disabled","Undeclared","1030","990","29210","27060"
"New entrant CS","2022","No function","Declared non-disabled","Unknown","520","500","27540","25030"
"New entrant CS","2022","No function","Undeclared","Heterosexual / straight","790","750","28120","27570"
"New entrant CS","2022","No function","Undeclared","LGBO","130","130","26080","26180"
"New entrant CS","2022","No function","Undeclared","Undeclared","310","290","31680","28620"
"New entrant CS","2022","No function","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Unknown","Heterosexual / straight","1490","1420","31510","28840"
"New entrant CS","2022","No function","Unknown","LGBO","160","150","30130","28500"
"New entrant CS","2022","No function","Unknown","Undeclared","310","240","36040","32790"
"New entrant CS","2022","No function","Unknown","Unknown","11830","11270","27190","24800"
"New entrant CS","2022","Project Delivery","Declared disabled","Heterosexual / straight","100","100","32580","29600"
"New entrant CS","2022","Project Delivery","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Heterosexual / straight","1040","1030","36210","33000"
"New entrant CS","2022","Project Delivery","Declared non-disabled","LGBO","60","60","32280","29610"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Undeclared","50","50","38460","33850"
"New entrant CS","2022","Project Delivery","Declared non-disabled","Unknown","80","80","28830","26270"
"New entrant CS","2022","Project Delivery","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Heterosexual / straight","130","130","38160","36500"
"New entrant CS","2022","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Unknown","420","410","33480","33000"
"New entrant CS","2022","Property","Declared disabled","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Heterosexual / straight","440","440","33650","31130"
"New entrant CS","2022","Property","Declared non-disabled","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Heterosexual / straight","90","80","37340","33000"
"New entrant CS","2022","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Unknown","420","410","29760","25000"
"New entrant CS","2022","Security","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Heterosexual / straight","340","340","29880","25640"
"New entrant CS","2022","Security","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Heterosexual / straight","80","80","29620","25000"
"New entrant CS","2022","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Unknown","340","340","27490","25000"
"New entrant CS","2022","Unknown","Declared disabled","Heterosexual / straight","300","290","29770","27230"
"New entrant CS","2022","Unknown","Declared disabled","LGBO","100","100","28310","27230"
"New entrant CS","2022","Unknown","Declared disabled","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Declared disabled","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Heterosexual / straight","2600","2530","31120","27230"
"New entrant CS","2022","Unknown","Declared non-disabled","LGBO","220","220","31130","27400"
"New entrant CS","2022","Unknown","Declared non-disabled","Undeclared","140","130","32000","27570"
"New entrant CS","2022","Unknown","Declared non-disabled","Unknown","300","290","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Heterosexual / straight","80","80","28940","27230"
"New entrant CS","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Undeclared","50","50","31220","27570"
"New entrant CS","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Heterosexual / straight","870","840","30820","26350"
"New entrant CS","2022","Unknown","Unknown","LGBO","100","100","28780","27230"
"New entrant CS","2022","Unknown","Unknown","Undeclared","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","4690","4490","29750","27230"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
