"Status","Year","Sex","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Declared non-disabled","210","210","30870","29180"
"New entrant CS","2022","Female","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","Unknown","220","190","34670","32790"
"New entrant CS","2022","Female","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Declared non-disabled","170","160","37300","33150"
"New entrant CS","2022","Female","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Communications","Unknown","190","170","35290","33500"
"New entrant CS","2022","Female","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Declared disabled","50","50","26910","27570"
"New entrant CS","2022","Female","Counter Fraud","Declared non-disabled","310","290","25840","27570"
"New entrant CS","2022","Female","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Declared disabled","70","70","36170","33520"
"New entrant CS","2022","Female","Digital, Data and Technology","Declared non-disabled","500","490","36080","33370"
"New entrant CS","2022","Female","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Digital, Data and Technology","Unknown","410","390","37960","35050"
"New entrant CS","2022","Female","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Declared non-disabled","90","90","32720","30990"
"New entrant CS","2022","Female","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Economics","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Female","Finance","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Female","Finance","Declared non-disabled","310","300","34470","31080"
"New entrant CS","2022","Female","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Finance","Unknown","290","250","35130","32790"
"New entrant CS","2022","Female","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Declared disabled","60","60","32210","29600"
"New entrant CS","2022","Female","Human Resources","Declared non-disabled","460","440","32990","29480"
"New entrant CS","2022","Female","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","Unknown","270","260","33400","28650"
"New entrant CS","2022","Female","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inspector of Education and Training","Declared non-disabled","120","120","56290","46360"
"New entrant CS","2022","Female","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Intelligence Analysis","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","Unknown","60","60","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Declared non-disabled","100","90","30850","28590"
"New entrant CS","2022","Female","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Declared disabled","50","50","42720","41750"
"New entrant CS","2022","Female","Legal","Declared non-disabled","420","400","42860","43920"
"New entrant CS","2022","Female","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Legal","Unknown","130","120","39090","34260"
"New entrant CS","2022","Female","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medicine","Declared non-disabled","110","90","48890","39030"
"New entrant CS","2022","Female","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Medicine","Unknown","120","100","45160","39030"
"New entrant CS","2022","Female","Operational Delivery","Declared disabled","1980","1870","26980","24920"
"New entrant CS","2022","Female","Operational Delivery","Declared non-disabled","12000","11470","25840","23170"
"New entrant CS","2022","Female","Operational Delivery","Undeclared","580","550","26680","24900"
"New entrant CS","2022","Female","Operational Delivery","Unknown","7670","7190","26050","24090"
"New entrant CS","2022","Female","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Other","Declared disabled","120","110","25580","21260"
"New entrant CS","2022","Female","Other","Declared non-disabled","800","780","26780","23570"
"New entrant CS","2022","Female","Other","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Other","Unknown","400","380","25760","21640"
"New entrant CS","2022","Female","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Policy","Declared disabled","210","200","35580","32790"
"New entrant CS","2022","Female","Policy","Declared non-disabled","1190","1180","36920","34020"
"New entrant CS","2022","Female","Policy","Undeclared","90","90","34690","33790"
"New entrant CS","2022","Female","Policy","Unknown","740","700","35360","32790"
"New entrant CS","2022","Female","Project Delivery","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Declared non-disabled","360","350","35130","33000"
"New entrant CS","2022","Female","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Project Delivery","Unknown","200","200","37220","35050"
"New entrant CS","2022","Female","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Declared non-disabled","160","150","33150","28500"
"New entrant CS","2022","Female","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Property","Unknown","150","150","32240","26350"
"New entrant CS","2022","Female","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","Declared non-disabled","120","120","26940","27700"
"New entrant CS","2022","Female","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Science and Engineering","Declared disabled","70","60","30170","28590"
"New entrant CS","2022","Female","Science and Engineering","Declared non-disabled","540","510","31500","29180"
"New entrant CS","2022","Female","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Science and Engineering","Unknown","80","70","35190","30380"
"New entrant CS","2022","Female","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Declared non-disabled","70","70","28610","25000"
"New entrant CS","2022","Female","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Security","Unknown","60","60","27400","24470"
"New entrant CS","2022","Female","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","Declared non-disabled","130","130","34680","30710"
"New entrant CS","2022","Female","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Social Research","Unknown","60","60","33780","33650"
"New entrant CS","2022","Female","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","Declared non-disabled","80","80","31460","30710"
"New entrant CS","2022","Female","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Statistics","Unknown","60","60","29090","28080"
"New entrant CS","2022","Female","Tax","Declared disabled","70","60","28260","26590"
"New entrant CS","2022","Female","Tax","Declared non-disabled","740","720","27250","26590"
"New entrant CS","2022","Female","Tax","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Female","Tax","Unknown","390","370","26340","26590"
"New entrant CS","2022","Female","Unknown","Declared disabled","280","270","29680","27500"
"New entrant CS","2022","Female","Unknown","Declared non-disabled","1980","1920","31640","27570"
"New entrant CS","2022","Female","Unknown","Undeclared","80","80","30850","29970"
"New entrant CS","2022","Female","Unknown","Unknown","2250","2150","32050","28000"
"New entrant CS","2022","Female","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Declared non-disabled","160","160","32170","29960"
"New entrant CS","2022","Male","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","Unknown","160","130","33990","30420"
"New entrant CS","2022","Male","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Declared non-disabled","100","100","36720","33080"
"New entrant CS","2022","Male","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Communications","Unknown","110","90","34490","31680"
"New entrant CS","2022","Male","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Declared non-disabled","230","220","26760","27570"
"New entrant CS","2022","Male","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Digital, Data and Technology","Declared disabled","100","100","37380","33080"
"New entrant CS","2022","Male","Digital, Data and Technology","Declared non-disabled","930","930","38720","35900"
"New entrant CS","2022","Male","Digital, Data and Technology","Undeclared","60","60","37400","34530"
"New entrant CS","2022","Male","Digital, Data and Technology","Unknown","700","670","39830","36050"
"New entrant CS","2022","Male","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","Declared non-disabled","140","140","36210","31800"
"New entrant CS","2022","Male","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Economics","Unknown","80","80","33130","31800"
"New entrant CS","2022","Male","Finance","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Finance","Declared non-disabled","260","260","35670","33000"
"New entrant CS","2022","Male","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Finance","Unknown","260","240","35050","30820"
"New entrant CS","2022","Male","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Geography","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Male","Geography","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Declared non-disabled","140","140","34200","30450"
"New entrant CS","2022","Male","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Human Resources","Unknown","140","130","35890","29520"
"New entrant CS","2022","Male","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inspector of Education and Training","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Declared non-disabled","60","60","30810","28700"
"New entrant CS","2022","Male","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","Unknown","60","60","29190","28700"
"New entrant CS","2022","Male","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","Male","International Trade","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Declared non-disabled","60","60","32020","29200"
"New entrant CS","2022","Male","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Declared non-disabled","220","210","45550","43920"
"New entrant CS","2022","Male","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Unknown","80","80","35710","34260"
"New entrant CS","2022","Male","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","Declared non-disabled","50","50","57860","45840"
"New entrant CS","2022","Male","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medicine","Unknown","50","30","[c]","[c]"
"New entrant CS","2022","Male","Operational Delivery","Declared disabled","1070","1040","26630","24800"
"New entrant CS","2022","Male","Operational Delivery","Declared non-disabled","7610","7450","26390","24430"
"New entrant CS","2022","Male","Operational Delivery","Undeclared","390","370","27510","26130"
"New entrant CS","2022","Male","Operational Delivery","Unknown","5530","5280","26920","24880"
"New entrant CS","2022","Male","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other","Declared disabled","90","90","28050","22230"
"New entrant CS","2022","Male","Other","Declared non-disabled","710","710","29240","25050"
"New entrant CS","2022","Male","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Other","Unknown","450","450","26100","21260"
"New entrant CS","2022","Male","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Policy","Declared disabled","130","120","34970","32560"
"New entrant CS","2022","Male","Policy","Declared non-disabled","940","930","37290","34020"
"New entrant CS","2022","Male","Policy","Undeclared","90","90","35150","33210"
"New entrant CS","2022","Male","Policy","Unknown","520","500","37030","34020"
"New entrant CS","2022","Male","Project Delivery","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Declared non-disabled","350","350","38490","36900"
"New entrant CS","2022","Male","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Unknown","190","190","40170","37920"
"New entrant CS","2022","Male","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Declared non-disabled","220","220","37010","33000"
"New entrant CS","2022","Male","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Property","Unknown","190","190","35330","30450"
"New entrant CS","2022","Male","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Psychology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","Declared disabled","50","50","31560","31500"
"New entrant CS","2022","Male","Science and Engineering","Declared non-disabled","700","690","32500","29230"
"New entrant CS","2022","Male","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","Unknown","210","210","31530","30180"
"New entrant CS","2022","Male","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Declared non-disabled","200","200","29610","25470"
"New entrant CS","2022","Male","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Security","Unknown","280","280","27520","25000"
"New entrant CS","2022","Male","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Social Research","Declared non-disabled","50","50","34910","31210"
"New entrant CS","2022","Male","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Declared non-disabled","120","110","34310","31990"
"New entrant CS","2022","Male","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Statistics","Unknown","70","60","30400","28310"
"New entrant CS","2022","Male","Tax","Declared disabled","80","80","27310","26590"
"New entrant CS","2022","Male","Tax","Declared non-disabled","770","770","27950","26590"
"New entrant CS","2022","Male","Tax","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Male","Tax","Unknown","430","430","27360","26590"
"New entrant CS","2022","Male","Unknown","Declared disabled","210","210","31280","27230"
"New entrant CS","2022","Male","Unknown","Declared non-disabled","1470","1460","33330","27570"
"New entrant CS","2022","Male","Unknown","Undeclared","90","90","31470","27830"
"New entrant CS","2022","Male","Unknown","Unknown","1700","1660","34490","28000"
"New entrant CS","2022","Male","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
