"Status","Year","Sex","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Digital, Data & Technology","West Wales and The Valleys","710","700","40790","39040"
"In post","2022","Male","Digital, Data & Technology","West Yorkshire","520","510","43060","40000"
"In post","2022","Male","Finance","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2022","Male","Finance","Berkshire, Buckinghamshire and Oxfordshire","130","130","40180","35300"
"In post","2022","Male","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Derbyshire and Nottinghamshire","100","100","39090","33370"
"In post","2022","Male","Finance","Devon","70","60","41660","35900"
"In post","2022","Male","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","East Anglia","70","70","38720","36750"
"In post","2022","Male","Finance","East Wales","100","90","40060","36240"
"In post","2022","Male","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Eastern Scotland","60","60","38580","37710"
"In post","2022","Male","Finance","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","450","450","41000","38330"
"In post","2022","Male","Finance","Greater Manchester","260","260","40910","36700"
"In post","2022","Male","Finance","Hampshire and Isle of Wight","150","140","40150","36260"
"In post","2022","Male","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Inner London - East","260","250","48900","43810"
"In post","2022","Male","Finance","Inner London - West","1170","1160","51220","47160"
"In post","2022","Male","Finance","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Lancashire","190","180","37130","35310"
"In post","2022","Male","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Merseyside","150","140","35930","33300"
"In post","2022","Male","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","North Yorkshire","60","60","41100","37350"
"In post","2022","Male","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Northumberland, and Tyne and Wear","340","330","40150","35310"
"In post","2022","Male","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Outer London - South","60","60","49810","43810"
"In post","2022","Male","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","Shropshire and Staffordshire","50","50","41880","39360"
"In post","2022","Male","Finance","South Yorkshire","270","260","39420","36500"
"In post","2022","Male","Finance","Southern Scotland","100","100","32110","26700"
"In post","2022","Male","Finance","Surrey, East and West Sussex","130","120","34770","33370"
"In post","2022","Male","Finance","Tees Valley and Durham","80","80","40710","36780"
"In post","2022","Male","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Finance","West Central Scotland","190","180","27430","22080"
"In post","2022","Male","Finance","West Midlands","310","300","38270","36500"
"In post","2022","Male","Finance","West Wales and The Valleys","100","100","37840","37500"
"In post","2022","Male","Finance","West Yorkshire","470","450","36780","33080"
"In post","2022","Male","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","80","80","31220","29180"
"In post","2022","Male","Grants Management","Cheshire","40","40","[c]","[c]"
"In post","2022","Male","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Cumbria","260","250","24510","21300"
"In post","2022","Male","Grants Management","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2022","Male","Grants Management","Devon","80","80","27920","25190"
"In post","2022","Male","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","East Anglia","30","30","[c]","[c]"
"In post","2022","Male","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Herefordshire, Worcestershire and Warwickshire","60","60","25450","24920"
"In post","2022","Male","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","North Yorkshire","90","90","25920","24920"
"In post","2022","Male","Grants Management","Northumberland, and Tyne and Wear","180","180","23720","21300"
"In post","2022","Male","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Male","Grants Management","West Yorkshire","30","30","[c]","[c]"
"In post","2022","Male","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"In post","2022","Male","Human Resources","Cheshire","80","80","31520","29950"
"In post","2022","Male","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Derbyshire and Nottinghamshire","160","150","37600","33370"
"In post","2022","Male","Human Resources","Devon","40","40","[c]","[c]"
"In post","2022","Male","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","East Anglia","60","60","38380","36330"
"In post","2022","Male","Human Resources","East Wales","130","130","35390","31560"
"In post","2022","Male","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Eastern Scotland","110","110","37080","35310"
"In post","2022","Male","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","230","230","38190","35160"
"In post","2022","Male","Human Resources","Greater Manchester","240","230","35500","33080"
"In post","2022","Male","Human Resources","Hampshire and Isle of Wight","70","70","38750","36460"
"In post","2022","Male","Human Resources","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2022","Male","Human Resources","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Inner London - East","150","140","46680","41750"
"In post","2022","Male","Human Resources","Inner London - West","700","690","47270","42200"
"In post","2022","Male","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Lancashire","120","120","31520","27570"
"In post","2022","Male","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Merseyside","130","120","35610","31710"
"In post","2022","Male","Human Resources","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","North Yorkshire","40","40","[c]","[c]"
"In post","2022","Male","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Northumberland, and Tyne and Wear","290","280","31410","27570"
"In post","2022","Male","Human Resources","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Outer London - South","50","50","53190","50560"
"In post","2022","Male","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Shropshire and Staffordshire","50","50","35930","33300"
"In post","2022","Male","Human Resources","South Yorkshire","70","70","38430","33650"
"In post","2022","Male","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Surrey, East and West Sussex","50","50","32540","27570"
"In post","2022","Male","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Human Resources","West Central Scotland","240","230","27940","26590"
"In post","2022","Male","Human Resources","West Midlands","100","90","41670","36500"
"In post","2022","Male","Human Resources","West Wales and The Valleys","80","80","32740","30730"
"In post","2022","Male","Human Resources","West Yorkshire","140","140","40560","35900"
"In post","2022","Male","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","Male","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Inner London - West","110","100","54790","53070"
"In post","2022","Male","Internal Audit","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
