"Status","Year","Sexual_orientation","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","190","170","30830","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","White","430","360","30850","27370"
"Leaver CS","2021","Unknown","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","White","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","80","80","64710","60650"
"Leaver CS","2021","Unknown","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","70","60","38080","36560"
"Leaver CS","2021","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","120","120","41220","37870"
"Leaver CS","2021","Unknown","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Unknown","90","80","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Unknown","90","80","46110","46530"
"Leaver CS","2021","Unknown","Legal","White","50","40","50760","55610"
"Leaver CS","2021","Unknown","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Undeclared","190","160","28580","21720"
"Leaver CS","2021","Unknown","No function","Unknown","2120","2010","29760","24250"
"Leaver CS","2021","Unknown","No function","White","670","560","37700","28830"
"Leaver CS","2021","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","130","120","33870","29700"
"Leaver CS","2021","Unknown","Project Delivery","White","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Unknown","150","130","27020","24500"
"Leaver CS","2021","Unknown","Property","White","60","50","29680","26530"
"Leaver CS","2021","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Unknown","100","100","27140","24970"
"Leaver CS","2021","Unknown","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Asian","310","250","28110","25110"
"Leaver CS","2021","Unknown","Unknown","Black","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Mixed","60","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","440","370","28890","26890"
"Leaver CS","2021","Unknown","Unknown","Unknown","3100","2690","31130","27570"
"Leaver CS","2021","Unknown","Unknown","White","4310","3430","28910","26890"
"Leaver CS","2022","Heterosexual / straight","Analysis","Asian","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Analysis","White","190","170","37210","34870"
"Leaver CS","2022","Heterosexual / straight","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Commercial","White","200","180","42910","37850"
"Leaver CS","2022","Heterosexual / straight","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Communications","White","160","140","39960","36840"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Counter Fraud","White","170","130","29580","27570"
"Leaver CS","2022","Heterosexual / straight","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Debt","White","120","100","22750","21260"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Asian","100","100","42010","38170"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Black","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Digital, Data & Technology","White","620","580","42830","39700"
"Leaver CS","2022","Heterosexual / straight","Finance","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Finance","White","250","220","40530","35640"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Grants Management","White","60","50","25470","24920"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Black","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Human Resources","White","370","330","37210","33210"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Internal Audit","White","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Asian","50","50","38240","37230"
"Leaver CS","2022","Heterosexual / straight","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Legal","White","380","340","45970","50500"
"Leaver CS","2022","Heterosexual / straight","No function","Asian","1090","1020","31690","27570"
"Leaver CS","2022","Heterosexual / straight","No function","Black","830","790","30960","29290"
"Leaver CS","2022","Heterosexual / straight","No function","Mixed","440","420","30210","27570"
"Leaver CS","2022","Heterosexual / straight","No function","Other ethnicity","120","110","33130","31060"
"Leaver CS","2022","Heterosexual / straight","No function","Undeclared","150","140","31610","27570"
"Leaver CS","2022","Heterosexual / straight","No function","Unknown","160","150","35980","28310"
"Leaver CS","2022","Heterosexual / straight","No function","White","12370","11070","31640","27570"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Asian","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Black","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Project Delivery","White","780","730","39140","35310"
"Leaver CS","2022","Heterosexual / straight","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Property","White","330","300","33610","30120"
"Leaver CS","2022","Heterosexual / straight","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","White","500","470","32720","32000"
"Leaver CS","2022","Heterosexual / straight","Unknown","Asian","250","220","30680","27570"
"Leaver CS","2022","Heterosexual / straight","Unknown","Black","140","130","31310","28670"
"Leaver CS","2022","Heterosexual / straight","Unknown","Mixed","70","60","32050","27570"
"Leaver CS","2022","Heterosexual / straight","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","White","3350","2990","32070","26670"
"Leaver CS","2022","LGBO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Analysis","White","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Black","[c]","[c]","[c]","[c]"
