"Status","Year","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Declared non-disabled","100","80","33270","29540"
"Leaver CS","2021","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","180","150","26250","19520"
"Leaver CS","2021","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Declared non-disabled","130","110","31010","26350"
"Leaver CS","2021","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","Unknown","90","70","25840","24500"
"Leaver CS","2021","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Declared non-disabled","110","100","43650","37410"
"Leaver CS","2021","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Declared non-disabled","190","180","30090","25100"
"Leaver CS","2022","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Declared non-disabled","320","310","50130","42760"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","330","320","52590","43890"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Declared non-disabled","80","80","52770","54190"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","60","50","37970","35480"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Declared non-disabled","90","80","33770","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Declared non-disabled","230","190","43190","38090"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","140","130","36480","38000"
"Leaver CS","2022","Defence Electronics and Components Agency","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Declared disabled","90","80","37150","33520"
"Leaver CS","2022","Defence Equipment and Support","Declared non-disabled","590","560","33980","30570"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","60","50","35480","34190"
"Leaver CS","2022","Defence Equipment and Support","Unknown","150","150","28340","25350"
"Leaver CS","2022","Defence Science and Technology Laboratory","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Declared non-disabled","270","260","36330","36160"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Declared non-disabled","220","210","46770","40220"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","60","50","41850","39080"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Declared non-disabled","100","100","41200","35510"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Declared non-disabled","150","140","46160","40640"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","170","160","35350","32870"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","260","250","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","110","110","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","110","110","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Declared non-disabled","110","110","46460","39910"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Declared non-disabled","130","120","49720","44030"
"Leaver CS","2022","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Unknown","80","70","38040","34710"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Declared disabled","1340","1120","26460","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Declared non-disabled","6010","5250","27170","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Undeclared","300","270","26740","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Unknown","1010","980","26670","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Declared non-disabled","70","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Unknown","540","30","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Declared non-disabled","260","210","25000","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Undeclared","30","20","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Unknown","90","80","22640","21590"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Declared non-disabled","250","220","29310","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Unknown","140","140","27060","26130"
"Leaver CS","2022","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
