"Status","Year","Function_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Commercial","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Declared non-disabled","White","120","110","44580","39920"
"Leaver CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","80","80","62490","60500"
"Leaver CS","2021","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Declared non-disabled","White","110","110","38990","32700"
"Leaver CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","70","60","37980","36970"
"Leaver CS","2021","Communications","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared disabled","White","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Declared non-disabled","White","160","150","43340","38700"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","120","120","41720","38550"
"Leaver CS","2021","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Declared non-disabled","White","120","110","42740","39520"
"Leaver CS","2021","Finance","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Declared non-disabled","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Unknown","90","80","24950","21050"
"Leaver CS","2021","Human Resources","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared disabled","White","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Declared non-disabled","White","160","150","38630","33630"
"Leaver CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Declared disabled","Chinese","[c]","[c]","[c]","[c]"
