"Status","Year","Ethnicity","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Unknown","Undeclared","80","80","37850","33610"
"Leaver CS","2021","Unknown","Unknown","Unknown","2710","2360","31010","27570"
"Leaver CS","2021","White","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Declared non-disabled","100","90","41540","34870"
"Leaver CS","2021","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Analysis","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","White","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Declared non-disabled","120","110","44580","39920"
"Leaver CS","2021","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Declared non-disabled","110","110","38990","32700"
"Leaver CS","2021","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Declared non-disabled","160","150","43340","38700"
"Leaver CS","2021","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Declared non-disabled","120","110","42740","39520"
"Leaver CS","2021","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Declared non-disabled","160","150","38630","33630"
"Leaver CS","2021","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","White","Legal","Declared non-disabled","280","240","49340","50150"
"Leaver CS","2021","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Legal","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","White","No function","Declared disabled","770","670","27260","22340"
"Leaver CS","2021","White","No function","Declared non-disabled","4030","3590","33010","26030"
"Leaver CS","2021","White","No function","Undeclared","520","430","31690","23130"
"Leaver CS","2021","White","No function","Unknown","370","330","40250","33650"
"Leaver CS","2021","White","Project Delivery","Declared disabled","80","70","36540","33040"
"Leaver CS","2021","White","Project Delivery","Declared non-disabled","460","430","39750","36280"
"Leaver CS","2021","White","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","White","Project Delivery","Unknown","50","50","38890","37010"
"Leaver CS","2021","White","Property","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","White","Property","Declared non-disabled","260","230","32710","29020"
"Leaver CS","2021","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","White","Security","Declared non-disabled","180","170","30360","26670"
"Leaver CS","2021","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Security","Unknown","50","50","28650","24300"
"Leaver CS","2021","White","Unknown","Declared disabled","1420","1160","28480","26890"
"Leaver CS","2021","White","Unknown","Declared non-disabled","6660","5580","29990","26890"
"Leaver CS","2021","White","Unknown","Undeclared","310","260","27670","26670"
"Leaver CS","2021","White","Unknown","Unknown","770","630","36750","33240"
"Leaver CS","2022","Asian","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Declared non-disabled","90","80","44410","39930"
"Leaver CS","2022","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","No function","Declared disabled","130","110","28150","27570"
"Leaver CS","2022","Asian","No function","Declared non-disabled","1000","940","32290","27570"
"Leaver CS","2022","Asian","No function","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Asian","No function","Unknown","130","120","38010","28540"
"Leaver CS","2022","Asian","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Declared non-disabled","460","390","30130","27570"
"Leaver CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","No function","Declared disabled","100","90","30570","27570"
"Leaver CS","2022","Black","No function","Declared non-disabled","750","720","30990","29850"
"Leaver CS","2022","Black","No function","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Black","No function","Unknown","70","60","34170","29450"
"Leaver CS","2022","Black","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared disabled","30","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared non-disabled","190","170","31200","28670"
"Leaver CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","No function","Declared disabled","90","90","26810","26870"
"Leaver CS","2022","Mixed","No function","Declared non-disabled","410","390","30660","27570"
"Leaver CS","2022","Mixed","No function","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","No function","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
