"Status","Year","Organisation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Crown Prosecution Service","London","Communications","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Human Resources","50","50","46720","40590"
"In post","2022","Crown Prosecution Service","London","Legal","1550","1460","44130","39750"
"In post","2022","Crown Prosecution Service","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","London","Unknown","70","70","51920","54760"
"In post","2022","Crown Prosecution Service","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Legal","330","300","39110","33460"
"In post","2022","Crown Prosecution Service","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Human Resources","50","50","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Legal","910","840","39770","34480"
"In post","2022","Crown Prosecution Service","North West (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","North West (England)","Unknown","30","30","[c]","[c]"
"In post","2022","Crown Prosecution Service","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Legal","710","660","42580","36240"
"In post","2022","Crown Prosecution Service","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Legal","300","280","41120","45080"
"In post","2022","Crown Prosecution Service","South West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Legal","360","330","40770","42090"
"In post","2022","Crown Prosecution Service","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Legal","560","530","40910","38180"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Digital, Data & Technology","60","60","35950","32050"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Finance","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Human Resources","40","40","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Legal","650","600","40260","38000"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Property","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","No function","310","300","28910","29470"
"In post","2022","Defence Electronics and Components Agency","Wales","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","No function","50","50","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Project Delivery","210","200","36160","35210"
"In post","2022","Defence Equipment and Support","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","East of England","Project Delivery","180","180","35320","33740"
"In post","2022","Defence Equipment and Support","East of England","Property","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Property","170","160","23790","20870"
"In post","2022","Defence Equipment and Support","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Project Delivery","140","140","30150","27220"
"In post","2022","Defence Equipment and Support","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Project Delivery","60","50","42720","41350"
"In post","2022","Defence Equipment and Support","Scotland","Commercial","40","40","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Scotland","Project Delivery","450","440","29090","25670"
"In post","2022","Defence Equipment and Support","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","No function","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South East (England)","Project Delivery","410","400","29710","26870"
"In post","2022","Defence Equipment and Support","South East (England)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","South West (England)","Commercial","390","380","43470","39890"
"In post","2022","Defence Equipment and Support","South West (England)","Communications","30","30","[c]","[c]"
"In post","2022","Defence Equipment and Support","South West (England)","Digital, Data & Technology","380","360","36480","33310"
"In post","2022","Defence Equipment and Support","South West (England)","Finance","320","300","33880","28900"
"In post","2022","Defence Equipment and Support","South West (England)","Human Resources","230","210","37450","32710"
"In post","2022","Defence Equipment and Support","South West (England)","No function","100","90","38070","34150"
"In post","2022","Defence Equipment and Support","South West (England)","Project Delivery","7170","6910","38220","36300"
"In post","2022","Defence Equipment and Support","South West (England)","Property","90","80","33680","33080"
