"Status","Year","Sex","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Scottish Government (excl. agencies)","LGBO","250","250","44220","39660"
"In post","2022","Male","Scottish Government (excl. agencies)","Undeclared","190","190","45590","43000"
"In post","2022","Male","Scottish Government (excl. agencies)","Unknown","1070","1040","42630","37410"
"In post","2022","Male","Scottish Housing Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","Heterosexual / straight","1070","990","35770","35000"
"In post","2022","Male","Scottish Prison Service","LGBO","30","30","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","Scottish Prison Service","Unknown","1800","1690","32380","35000"
"In post","2022","Male","Scottish Public Pensions Agency","Heterosexual / straight","60","60","32370","25930"
"In post","2022","Male","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Public Pensions Agency","Unknown","70","70","31610","25930"
"In post","2022","Male","Serious Fraud Office","Heterosexual / straight","180","180","48910","42270"
"In post","2022","Male","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Serious Fraud Office","Unknown","50","40","[c]","[c]"
"In post","2022","Male","Social Security Scotland","Heterosexual / straight","570","560","32930","27940"
"In post","2022","Male","Social Security Scotland","LGBO","80","80","28550","27230"
"In post","2022","Male","Social Security Scotland","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Social Security Scotland","Unknown","290","290","28610","27230"
"In post","2022","Male","Standards and Testing Agency","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Student Awards Agency for Scotland","Unknown","60","60","31190","27940"
"In post","2022","Male","Submarine Delivery Agency","Heterosexual / straight","1080","1070","42760","40790"
"In post","2022","Male","Submarine Delivery Agency","LGBO","30","30","[c]","[c]"
"In post","2022","Male","Submarine Delivery Agency","Undeclared","140","140","45510","44320"
"In post","2022","Male","Submarine Delivery Agency","Unknown","100","100","39020","36450"
"In post","2022","Male","Teaching Regulation Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","Heterosexual / straight","380","370","36790","34940"
"In post","2022","Male","The Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","The Insolvency Service","Unknown","310","300","32580","29570"
"In post","2022","Male","The National Archives","Heterosexual / straight","120","120","38450","34990"
"In post","2022","Male","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Unknown","110","110","34010","30620"
"In post","2022","Male","Transport Scotland","Heterosexual / straight","180","180","50420","47490"
"In post","2022","Male","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Transport Scotland","Unknown","90","80","43790","44160"
"In post","2022","Male","UK Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Debt Management Office","Unknown","80","80","61180","56000"
"In post","2022","Male","UK Export Finance","Heterosexual / straight","230","230","56090","51250"
"In post","2022","Male","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Health Security Agency","Heterosexual / straight","1200","1140","44190","37190"
"In post","2022","Male","UK Health Security Agency","LGBO","140","130","41260","35680"
"In post","2022","Male","UK Health Security Agency","Undeclared","210","190","48490","40070"
"In post","2022","Male","UK Health Security Agency","Unknown","720","710","52840","49530"
"In post","2022","Male","UK Hydrographic Office","Heterosexual / straight","400","380","36300","33290"
"In post","2022","Male","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","UK Hydrographic Office","Unknown","160","150","34950","33290"
"In post","2022","Male","UK Space Agency","Heterosexual / straight","80","80","49550","49080"
"In post","2022","Male","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Space Agency","Unknown","30","30","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","Heterosexual / straight","1620","1480","35150","30810"
"In post","2022","Male","UK Statistics Authority","LGBO","130","130","35620","30810"
"In post","2022","Male","UK Statistics Authority","Undeclared","110","100","33800","31860"
"In post","2022","Male","UK Statistics Authority","Unknown","650","600","35470","31320"
"In post","2022","Male","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Valuation Office Agency","Heterosexual / straight","1110","1070","38330","34000"
"In post","2022","Male","Valuation Office Agency","LGBO","80","80","35410","31900"
"In post","2022","Male","Valuation Office Agency","Undeclared","180","170","39520","34000"
"In post","2022","Male","Valuation Office Agency","Unknown","500","490","32650","28280"
"In post","2022","Male","Vehicle Certification Agency","Heterosexual / straight","110","110","39820","37790"
"In post","2022","Male","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Heterosexual / straight","70","70","57020","52800"
"In post","2022","Male","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Unknown","40","40","[c]","[c]"
"In post","2022","Male","Welsh Government (excl. agencies)","Heterosexual / straight","1870","1820","43340","38160"
"In post","2022","Male","Welsh Government (excl. agencies)","LGBO","130","120","44670","40100"
"In post","2022","Male","Welsh Government (excl. agencies)","Undeclared","310","300","45060","40480"
"In post","2022","Male","Welsh Government (excl. agencies)","Unknown","80","70","42910","35680"
"In post","2022","Male","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Welsh Revenue Authority","Unknown","30","30","[c]","[c]"
"In post","2022","Male","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Animal and Plant Health Agency","Unknown","70","70","28500","24370"
"Leaver CS","2021","Female","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Heterosexual / straight","70","70","42420","34640"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office (excl. agencies)","Unknown","100","90","44070","32000"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
