"Status","Year","Region_ITL3","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Camden and City of London","60-64","EO","40","30","[c]","[c]"
"In post","2022","Camden and City of London","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","60-64","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Camden and City of London","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","65+","AA/AO","50","50","23320","24270"
"In post","2022","Camden and City of London","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Camden and City of London","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","AA/AO","760","740","21840","21250"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","EO","620","620","26630","26820"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","G6/G7","50","50","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","SEO/HEO","430","420","34070","33190"
"In post","2022","Cardiff and Vale of Glamorgan","20-29","Unknown","60","60","23680","23170"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","AA/AO","590","550","22040","21250"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","EO","780","750","26880","26820"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","G6/G7","360","350","56740","55210"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","SEO/HEO","1170","1140","36650","33510"
"In post","2022","Cardiff and Vale of Glamorgan","30-39","Unknown","110","100","28740","26310"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","AA/AO","470","420","22080","21260"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","EO","600","570","27350","26820"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","G6/G7","530","510","59300","61440"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","SCS","90","90","84420","78460"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","SEO/HEO","1010","970","38620","38160"
"In post","2022","Cardiff and Vale of Glamorgan","40-49","Unknown","70","60","35060","34340"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","AA/AO","740","660","22300","22080"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","EO","710","670","27710","27460"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","G6/G7","470","460","61450","61440"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","SCS","90","80","88920","81760"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","SEO/HEO","990","960","38700","38160"
"In post","2022","Cardiff and Vale of Glamorgan","50-59","Unknown","60","60","31040","28200"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","AA/AO","330","260","22230","22080"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","EO","190","160","28060","27570"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","G6/G7","80","70","63660","61440"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","SEO/HEO","220","180","38400","38160"
"In post","2022","Cardiff and Vale of Glamorgan","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","65+","AA/AO","130","100","22460","22080"
"In post","2022","Cardiff and Vale of Glamorgan","65+","EO","70","40","29150","28920"
"In post","2022","Cardiff and Vale of Glamorgan","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cardiff and Vale of Glamorgan","65+","SEO/HEO","60","40","39560","38160"
"In post","2022","Cardiff and Vale of Glamorgan","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","20-29","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","30-39","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","40-49","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","40-49","EO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","50-59","AA/AO","30","30","[c]","[c]"
"In post","2022","Causeway Coast and Glens","50-59","EO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","60-64","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","60-64","EO","[c]","[c]","[c]","[c]"
"In post","2022","Causeway Coast and Glens","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","20-29","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","20-29","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","30-39","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","30-39","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","40-49","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","40-49","EO","30","30","[c]","[c]"
"In post","2022","Central Bedfordshire","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","40-49","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Central Bedfordshire","50-59","AA/AO","50","50","[c]","[c]"
"In post","2022","Central Bedfordshire","50-59","EO","50","40","[c]","[c]"
"In post","2022","Central Bedfordshire","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","50-59","SEO/HEO","70","70","37210","36300"
"In post","2022","Central Bedfordshire","60-64","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","60-64","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Bedfordshire","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","20-29","AA/AO","150","150","24240","21170"
"In post","2022","Central Hampshire","20-29","EO","130","120","26230","26350"
"In post","2022","Central Hampshire","20-29","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","20-29","SEO/HEO","420","420","32400","29230"
"In post","2022","Central Hampshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","30-39","AA/AO","120","110","25430","21830"
"In post","2022","Central Hampshire","30-39","EO","130","120","27760","26670"
"In post","2022","Central Hampshire","30-39","G6/G7","200","190","50870","47010"
"In post","2022","Central Hampshire","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","30-39","SEO/HEO","380","370","37040","38070"
"In post","2022","Central Hampshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","40-49","AA/AO","120","120","22760","21170"
"In post","2022","Central Hampshire","40-49","EO","160","150","27170","26670"
"In post","2022","Central Hampshire","40-49","G6/G7","310","300","55400","54540"
"In post","2022","Central Hampshire","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","40-49","SEO/HEO","360","350","37400","38070"
"In post","2022","Central Hampshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","50-59","AA/AO","210","200","23070","21380"
"In post","2022","Central Hampshire","50-59","EO","220","200","27640","26670"
"In post","2022","Central Hampshire","50-59","G6/G7","340","340","56320","54540"
"In post","2022","Central Hampshire","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","50-59","SEO/HEO","450","440","37550","38070"
"In post","2022","Central Hampshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","60-64","AA/AO","110","100","22510","21380"
"In post","2022","Central Hampshire","60-64","EO","70","60","28160","26930"
"In post","2022","Central Hampshire","60-64","G6/G7","100","80","55130","54540"
"In post","2022","Central Hampshire","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","60-64","SEO/HEO","140","130","38210","38070"
"In post","2022","Central Hampshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Hampshire","65+","AA/AO","40","40","[c]","[c]"
"In post","2022","Central Hampshire","65+","EO","30","30","[c]","[c]"
"In post","2022","Central Hampshire","65+","G6/G7","40","30","[c]","[c]"
"In post","2022","Central Hampshire","65+","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Central Hampshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","20-29","AA/AO","100","90","22130","21260"
"In post","2022","Central Valleys","20-29","EO","170","170","27600","27570"
"In post","2022","Central Valleys","20-29","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Central Valleys","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","30-39","AA/AO","110","100","22030","21260"
"In post","2022","Central Valleys","30-39","EO","300","280","27820","27570"
"In post","2022","Central Valleys","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","30-39","SEO/HEO","130","120","38010","38160"
"In post","2022","Central Valleys","30-39","Unknown","30","30","[c]","[c]"
"In post","2022","Central Valleys","40-49","AA/AO","140","120","21440","21260"
"In post","2022","Central Valleys","40-49","EO","260","250","27740","27570"
"In post","2022","Central Valleys","40-49","G6/G7","50","50","61850","61440"
"In post","2022","Central Valleys","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","40-49","SEO/HEO","200","190","40390","38160"
"In post","2022","Central Valleys","40-49","Unknown","40","40","[c]","[c]"
"In post","2022","Central Valleys","50-59","AA/AO","160","150","21400","21260"
"In post","2022","Central Valleys","50-59","EO","300","280","27530","27570"
"In post","2022","Central Valleys","50-59","G6/G7","90","90","63230","61440"
"In post","2022","Central Valleys","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","50-59","SEO/HEO","210","200","39760","38160"
"In post","2022","Central Valleys","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","60-64","AA/AO","60","40","21270","21260"
"In post","2022","Central Valleys","60-64","EO","90","60","27630","27570"
"In post","2022","Central Valleys","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","60-64","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Central Valleys","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Central Valleys","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","20-29","AA/AO","130","130","22380","21300"
"In post","2022","Cheshire East","20-29","EO","40","40","[c]","[c]"
"In post","2022","Cheshire East","20-29","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","30-39","AA/AO","110","100","22860","21300"
"In post","2022","Cheshire East","30-39","EO","40","40","[c]","[c]"
"In post","2022","Cheshire East","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","30-39","SEO/HEO","70","70","34750","33300"
"In post","2022","Cheshire East","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","40-49","AA/AO","70","70","23840","21380"
"In post","2022","Cheshire East","40-49","EO","70","60","27830","27570"
"In post","2022","Cheshire East","40-49","G6/G7","40","40","[c]","[c]"
"In post","2022","Cheshire East","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","40-49","SEO/HEO","60","50","39140","37450"
"In post","2022","Cheshire East","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","50-59","AA/AO","120","110","23030","21300"
"In post","2022","Cheshire East","50-59","EO","90","90","27580","27570"
"In post","2022","Cheshire East","50-59","G6/G7","30","30","[c]","[c]"
"In post","2022","Cheshire East","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","50-59","SEO/HEO","90","90","38030","36160"
"In post","2022","Cheshire East","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","60-64","AA/AO","50","40","[c]","[c]"
"In post","2022","Cheshire East","60-64","EO","30","30","[c]","[c]"
"In post","2022","Cheshire East","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","20-29","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","20-29","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","30-39","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","30-39","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","30-39","Unknown","30","30","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","EO","40","40","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","50-59","AA/AO","40","30","[c]","[c]"
"In post","2022","Cheshire West and Chester","50-59","EO","80","70","27240","27570"
"In post","2022","Cheshire West and Chester","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","50-59","Unknown","30","30","[c]","[c]"
"In post","2022","Cheshire West and Chester","60-64","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","60-64","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","65+","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","20-29","AA/AO","190","190","23930","24260"
