"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Other","150","150","28940","22990"
"Leaver CS","2021","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Project Delivery","90","80","39800","37930"
"Leaver CS","2021","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Science and Engineering","130","120","35670","33610"
"Leaver CS","2021","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Science and Engineering","120","120","28270","26480"
"Leaver CS","2021","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","130","120","52950","52300"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Policy","60","60","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Policy","130","120","47590","42420"
"Leaver CS","2021","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","140","140","37480","32400"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","International Trade","50","50","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Unknown","100","100","43090","35140"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","4390","3730","26450","26120"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Operational Delivery","230","170","20350","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Operational Delivery","200","160","27280","26580"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Legal","[c]","[c]","[c]","[c]"
