"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","130","130","46190","41580"
"In post","2021","Unknown","Unknown","Ministry of Justice (excl. agencies)","700","690","42360","37570"
"In post","2021","Unknown","Unknown","National Crime Agency","750","730","41460","39820"
"In post","2021","Unknown","Unknown","National Records of Scotland","110","110","31930","26160"
"In post","2021","Unknown","Unknown","Northern Ireland Office","60","60","41070","37190"
"In post","2021","Unknown","Unknown","Office for Budget Responsibility","40","30","[c]","[c]"
"In post","2021","Unknown","Unknown","Office for Standards in Education, Children's Services and Skills","70","70","39330","35010"
"In post","2021","Unknown","Unknown","Office of Gas and Electricity Markets","70","70","49430","43000"
"In post","2021","Unknown","Unknown","Office of Qualifications and Examinations Regulation","60","60","50240","46660"
"In post","2021","Unknown","Unknown","Office of the Public Guardian","140","130","20610","19930"
"In post","2021","Unknown","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Planning Inspectorate","100","90","39130","34860"
"In post","2021","Unknown","Unknown","Public Health England","1000","930","50390","44500"
"In post","2021","Unknown","Unknown","Registers of Scotland","380","350","31640","30080"
"In post","2021","Unknown","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Royal Fleet Auxiliary","1830","1830","37620","34460"
"In post","2021","Unknown","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","50","50","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Government (excl. agencies)","1380","1330","40060","35110"
"In post","2021","Unknown","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Scottish Prison Service","2600","2440","30270","30930"
"In post","2021","Unknown","Unknown","Scottish Public Pensions Agency","70","60","29040","24110"
"In post","2021","Unknown","Unknown","Serious Fraud Office","110","110","47360","41140"
"In post","2021","Unknown","Unknown","Social Security Scotland","210","200","30110","26160"
"In post","2021","Unknown","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Student Awards Agency for Scotland","120","120","26130","22230"
"In post","2021","Unknown","Unknown","Submarine Delivery Agency","90","90","37690","32710"
"In post","2021","Unknown","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","The National Archives","130","120","35690","31410"
"In post","2021","Unknown","Unknown","Transport Scotland","100","100","41960","42620"
"In post","2021","Unknown","Unknown","UK Hydrographic Office","180","170","34270","33290"
"In post","2021","Unknown","Unknown","UK Intellectual Property Office","330","320","31190","23320"
"In post","2021","Unknown","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","United Kingdom Statistics Authority","1080","990","30540","29540"
"In post","2021","Unknown","Unknown","Valuation Office Agency","650","610","28460","25860"
"In post","2021","Unknown","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Water Services Regulation Authority","70","70","53690","46000"
"In post","2021","Unknown","Unknown","Welsh Government (excl. agencies)","100","90","37560","28850"
"In post","2021","Unknown","Unknown","Welsh Revenue Authority","70","70","45660","43760"
"In post","2021","Unknown","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","150","130","33070","30950"
"In post","2022","Declared disabled","Heterosexual / straight","Animal and Plant Health Agency","300","280","28560","25100"
"In post","2022","Declared disabled","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Cabinet Office (excl. agencies)","590","570","44190","38420"
"In post","2022","Declared disabled","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Companies House","70","60","32460","25870"
"In post","2022","Declared disabled","Heterosexual / straight","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Crown Commercial Service","50","50","41230","38980"
"In post","2022","Declared disabled","Heterosexual / straight","Crown Office and Procurator Fiscal Service","100","90","36250","31540"
"In post","2022","Declared disabled","Heterosexual / straight","Crown Prosecution Service","640","590","41450","35020"
"In post","2022","Declared disabled","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Defence Equipment and Support","830","790","35210","33000"
"In post","2022","Declared disabled","Heterosexual / straight","Defence Science and Technology Laboratory","100","90","41150","40910"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","420","410","47650","44080"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","130","120","47920","41660"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Education (excl. agencies)","420","400","41460","36960"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","580","560","41110","36970"
"In post","2022","Declared disabled","Heterosexual / straight","Department for International Trade","150","150","47000","41180"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Levelling Up, Housing and Communities (excl. agencies)","280","270","42430","36630"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Transport (excl. agencies)","150","150","46740","43360"
"In post","2022","Declared disabled","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","11630","10210","27470","27570"
"In post","2022","Declared disabled","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","150","140","45630","40650"
"In post","2022","Declared disabled","Heterosexual / straight","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Driver and Vehicle Licensing Agency","390","320","24820","21840"
"In post","2022","Declared disabled","Heterosexual / straight","Driver and Vehicle Standards Agency","300","280","29760","26780"
"In post","2022","Declared disabled","Heterosexual / straight","Education and Skills Funding Agency","130","120","40360","36960"
"In post","2022","Declared disabled","Heterosexual / straight","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","FCDO Services","70","70","37360","32080"
"In post","2022","Declared disabled","Heterosexual / straight","Food Standards Agency","80","80","38870","37350"
"In post","2022","Declared disabled","Heterosexual / straight","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","550","530","45050","39220"
"In post","2022","Declared disabled","Heterosexual / straight","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Government Internal Audit Agency","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Government Legal Department","150","140","52410","51250"
"In post","2022","Declared disabled","Heterosexual / straight","Government Property Agency","30","30","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Health and Safety Executive","250","230","39650","36510"
"In post","2022","Declared disabled","Heterosexual / straight","HM Courts and Tribunals Service","1660","1490","25730","21490"
"In post","2022","Declared disabled","Heterosexual / straight","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","HM Land Registry","480","420","30240","27130"
"In post","2022","Declared disabled","Heterosexual / straight","HM Prison and Probation Service","5710","5340","30790","28290"
"In post","2022","Declared disabled","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","4440","4020","33350","30750"
"In post","2022","Declared disabled","Heterosexual / straight","HM Treasury (excl. agencies)","160","150","46390","49500"
"In post","2022","Declared disabled","Heterosexual / straight","Home Office","2360","2180","31930","27370"
"In post","2022","Declared disabled","Heterosexual / straight","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Intellectual Property Office","70","70","35100","30530"
"In post","2022","Declared disabled","Heterosexual / straight","Legal Aid Agency","130","120","27620","25120"
"In post","2022","Declared disabled","Heterosexual / straight","Maritime and Coastguard Agency","40","40","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Met Office","90","80","35740","35270"
"In post","2022","Declared disabled","Heterosexual / straight","Ministry of Defence (excl. agencies)","2630","2530","31980","28670"
"In post","2022","Declared disabled","Heterosexual / straight","Ministry of Justice (excl. agencies)","480","470","41200","36560"
"In post","2022","Declared disabled","Heterosexual / straight","National Crime Agency","190","190","38620","36740"
"In post","2022","Declared disabled","Heterosexual / straight","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","120","120","46820","46360"
"In post","2022","Declared disabled","Heterosexual / straight","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office of the Public Guardian","150","140","24400","21410"
"In post","2022","Declared disabled","Heterosexual / straight","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Planning Inspectorate","30","30","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Registers of Scotland","100","100","33540","30840"
"In post","2022","Declared disabled","Heterosexual / straight","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Rural Payments Agency","120","110","27140","25190"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Government (excl. agencies)","520","500","42910","39660"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Prison Service","170","160","35670","35000"
"In post","2022","Declared disabled","Heterosexual / straight","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
