"Status","Year","Profession_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Heterosexual / straight","190","180","39170","34430"
"Leaver CS","2021","Human Resources","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","White","Heterosexual / straight","50","50","67600","75500"
"Leaver CS","2021","Inspector of Education and Training","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","White","Heterosexual / straight","60","50","31930","28340"
"Leaver CS","2021","Knowledge and Information Management","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Unknown","70","60","53520","55310"
"Leaver CS","2021","Legal","White","Heterosexual / straight","200","170","53910","54850"
"Leaver CS","2021","Legal","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","White","Unknown","50","30","[c]","[c]"
"Leaver CS","2021","Medicine","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","White","Heterosexual / straight","160","130","52980","38570"
"Leaver CS","2021","Medicine","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Asian","Heterosexual / straight","240","220","26450","23500"
"Leaver CS","2021","Operational Delivery","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Black","Heterosexual / straight","160","150","26490","23730"
"Leaver CS","2021","Operational Delivery","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","Heterosexual / straight","90","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Undeclared","180","150","30310","26740"
"Leaver CS","2021","Operational Delivery","Undeclared","Unknown","100","80","27040","19520"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","100","90","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Undeclared","140","130","28190","22820"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","1860","1760","25970","22090"
"Leaver CS","2021","Operational Delivery","White","Heterosexual / straight","3910","3450","28310","22860"
"Leaver CS","2021","Operational Delivery","White","LGBO","240","220","28410","22350"
