"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","Corporate Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","White","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","White","730","630","26620","21950"
"Leaver CS","2021","Declared disabled","Operational Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","White","130","120","27760","25970"
"Leaver CS","2021","Declared disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","White","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","White","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","White","60","50","27320","25440"
"Leaver CS","2021","Declared disabled","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","White","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
