"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Male","Foreign, Commonwealth and Development Office","100","30","[c]","[c]"
"Leaver CS","2021","Unknown","Male","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Male","HM Revenue and Customs","2170","1940","27570","25500"
"Leaver CS","2021","Unknown","Male","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Home Office","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Ministry of Defence","440","430","31930","29930"
"Leaver CS","2021","Unknown","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Ministry of Justice","990","910","25480","21170"
"Leaver CS","2021","Unknown","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Scottish Government","270","250","35250","32140"
"Leaver CS","2021","Unknown","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","United Kingdom Statistics Authority","80","70","29220","23050"
"Leaver CS","2021","Unknown","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Attorney General's Departments","300","270","41260","38000"
"Leaver CS","2022","Heterosexual / straight","Female","Cabinet Office","190","180","45670","40600"
"Leaver CS","2022","Heterosexual / straight","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Competition and Markets Authority","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Business, Energy and Industrial Strategy","210","190","36730","33640"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Digital, Culture, Media and Sport","60","50","40150","34170"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Education","150","140","43650","36780"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Environment, Food and Rural Affairs","290","270","28380","24920"
"Leaver CS","2022","Heterosexual / straight","Female","Department for International Trade","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Levelling Up, Housing and Communities","70","70","43700","39720"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Transport","280","240","30980","26350"
"Leaver CS","2022","Heterosexual / straight","Female","Department for Work and Pensions","3560","3050","27090","27570"
"Leaver CS","2022","Heterosexual / straight","Female","Department of Health and Social Care","1360","1130","40800","37190"
"Leaver CS","2022","Heterosexual / straight","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Foreign, Commonwealth and Development Office","60","50","44830","35930"
"Leaver CS","2022","Heterosexual / straight","Female","HM Land Registry","130","100","33000","27130"
"Leaver CS","2022","Heterosexual / straight","Female","HM Revenue and Customs","140","110","29280","25750"
"Leaver CS","2022","Heterosexual / straight","Female","HM Treasury","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Home Office","730","600","30900","25630"
"Leaver CS","2022","Heterosexual / straight","Female","Ministry of Defence","1260","1150","30300","26670"
"Leaver CS","2022","Heterosexual / straight","Female","Ministry of Justice","3060","2730","26790","21210"
"Leaver CS","2022","Heterosexual / straight","Female","National Crime Agency","90","80","37390","34140"
"Leaver CS","2022","Heterosexual / straight","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Office for Standards in Education, Children's Services and Skills","110","100","50070","51360"
"Leaver CS","2022","Heterosexual / straight","Female","Office of Gas and Electricity Markets","60","60","39090","34480"
"Leaver CS","2022","Heterosexual / straight","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Scottish Government","240","210","37980","32170"
"Leaver CS","2022","Heterosexual / straight","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","UK Statistics Authority","160","130","27280","23050"
"Leaver CS","2022","Heterosexual / straight","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Female","Welsh Government","110","90","39360","36080"
"Leaver CS","2022","Heterosexual / straight","Male","Attorney General's Departments","160","150","46050","50250"
"Leaver CS","2022","Heterosexual / straight","Male","Cabinet Office","190","190","49570","42750"
"Leaver CS","2022","Heterosexual / straight","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Competition and Markets Authority","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","240","230","43840","40050"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Education","140","130","42960","37100"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","240","230","32040","26320"
"Leaver CS","2022","Heterosexual / straight","Male","Department for International Trade","60","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Levelling Up, Housing and Communities","90","90","45880","41020"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Transport","380","350","35750","29730"
"Leaver CS","2022","Heterosexual / straight","Male","Department for Work and Pensions","2220","2090","27830","27570"
"Leaver CS","2022","Heterosexual / straight","Male","Department of Health and Social Care","510","420","43090","36330"
"Leaver CS","2022","Heterosexual / straight","Male","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Food Standards Agency","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","80","80","48020","41480"
"Leaver CS","2022","Heterosexual / straight","Male","HM Land Registry","100","90","34850","33840"
"Leaver CS","2022","Heterosexual / straight","Male","HM Revenue and Customs","100","80","34580","28920"
"Leaver CS","2022","Heterosexual / straight","Male","HM Treasury","90","90","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Home Office","710","610","33060","27370"
"Leaver CS","2022","Heterosexual / straight","Male","Ministry of Defence","2100","2020","33710","31530"
"Leaver CS","2022","Heterosexual / straight","Male","Ministry of Justice","2770","2620","30130","22740"
"Leaver CS","2022","Heterosexual / straight","Male","National Crime Agency","160","150","44480","40680"
"Leaver CS","2022","Heterosexual / straight","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Office of Gas and Electricity Markets","70","70","44320","37320"
"Leaver CS","2022","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Scottish Government","290","260","40020","35000"
"Leaver CS","2022","Heterosexual / straight","Male","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","UK Statistics Authority","180","140","27850","23130"
"Leaver CS","2022","Heterosexual / straight","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Welsh Government","90","80","45370","37410"
"Leaver CS","2022","Heterosexual / straight","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Department for Work and Pensions","230","210","26620","27570"
"Leaver CS","2022","LGBO","Female","Department of Health and Social Care","80","60","35240","28590"
"Leaver CS","2022","LGBO","Female","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Home Office","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Ministry of Defence","50","50","28740","26350"
"Leaver CS","2022","LGBO","Female","Ministry of Justice","350","330","26770","21170"
"Leaver CS","2022","LGBO","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Department for Work and Pensions","260","250","27080","27570"
