"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Declared non-disabled","160","150","27670","22440"
"Leaver CS","2021","Security","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","AA/AO","Unknown","110","110","25390","22650"
"Leaver CS","2021","Security","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Declared disabled","710","560","21130","21010"
"Leaver CS","2021","Unknown","AA/AO","Declared non-disabled","3400","2820","21240","21010"
"Leaver CS","2021","Unknown","AA/AO","Undeclared","270","230","21120","21010"
"Leaver CS","2021","Unknown","AA/AO","Unknown","1330","1120","21260","21010"
"Leaver CS","2021","Unknown","EO","Declared disabled","600","490","27860","27570"
"Leaver CS","2021","Unknown","EO","Declared non-disabled","2450","2050","27870","27570"
"Leaver CS","2021","Unknown","EO","Undeclared","210","180","27880","27570"
"Leaver CS","2021","Unknown","EO","Unknown","910","790","28320","27570"
"Leaver CS","2021","Unknown","G6/G7","Declared disabled","100","90","61730","57460"
"Leaver CS","2021","Unknown","G6/G7","Declared non-disabled","630","550","61840","60830"
"Leaver CS","2021","Unknown","G6/G7","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","230","170","62560","61010"
"Leaver CS","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Declared non-disabled","110","90","90550","84390"
"Leaver CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Declared disabled","280","250","36310","35110"
"Leaver CS","2021","Unknown","SEO/HEO","Declared non-disabled","1550","1360","36920","36130"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","170","160","34890","35060"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","620","540","37100","36960"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","510","490","35200","32400"
"Leaver CS","2022","Analysis","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Declared non-disabled","70","60","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Declared non-disabled","70","60","60080","57230"
"Leaver CS","2022","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Declared non-disabled","130","120","35990","36070"
"Leaver CS","2022","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","Unknown","120","110","67970","67100"
"Leaver CS","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Declared non-disabled","110","100","37540","37000"
"Leaver CS","2022","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","Unknown","80","30","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Declared non-disabled","120","120","37670","37540"
"Leaver CS","2022","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","Unknown","70","60","39040","38230"
"Leaver CS","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Declared non-disabled","70","50","21910","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Declared non-disabled","120","80","27830","27570"
"Leaver CS","2022","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Declared non-disabled","60","50","37110","36230"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Declared non-disabled","140","110","21270","21260"
"Leaver CS","2022","Debt","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Declared non-disabled","60","60","20470","20920"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Declared non-disabled","120","110","27400","26900"
"Leaver CS","2022","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","EO","Unknown","70","70","27320","27130"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Declared non-disabled","240","230","59780","58850"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","G6/G7","Unknown","100","90","56520","54400"
"Leaver CS","2022","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Declared non-disabled","360","340","38500","38240"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","SEO/HEO","Unknown","190","160","36940","36500"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Declared non-disabled","50","50","21820","21490"
"Leaver CS","2022","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Declared non-disabled","70","60","58930","57080"
"Leaver CS","2022","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Declared non-disabled","120","110","39120","38670"
"Leaver CS","2022","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Unknown","60","30","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","AA/AO","Declared non-disabled","90","80","21180","21300"
"Leaver CS","2022","Grants Management","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","EO","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Declared non-disabled","80","70","21370","21170"
"Leaver CS","2022","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Declared non-disabled","90","80","27120","27570"
"Leaver CS","2022","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","EO","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Declared non-disabled","70","70","57200","54700"
"Leaver CS","2022","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Declared non-disabled","150","140","37650","37300"
"Leaver CS","2022","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
