"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","600","490","62160","59280"
"Leaver CS","2021","G6/G7","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Heterosexual / straight","30","20","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Policy","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","SCS","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","110","80","100030","89480"
"Leaver CS","2021","SEO/HEO","Commercial","Heterosexual / straight","70","60","37070","36940"
"Leaver CS","2021","SEO/HEO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Heterosexual / straight","70","70","35860","33840"
"Leaver CS","2021","SEO/HEO","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Communications","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Heterosexual / straight","100","90","38080","38450"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Digital, Data and Technology","Unknown","60","60","37740","37780"
"Leaver CS","2021","SEO/HEO","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Heterosexual / straight","70","70","39650","39250"
"Leaver CS","2021","SEO/HEO","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Heterosexual / straight","90","80","38640","38130"
"Leaver CS","2021","SEO/HEO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Heterosexual / straight","60","50","42570","43460"
"Leaver CS","2021","SEO/HEO","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Legal","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Heterosexual / straight","50","50","38490","37890"
"Leaver CS","2021","SEO/HEO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Heterosexual / straight","510","460","37510","35990"
"Leaver CS","2021","SEO/HEO","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Undeclared","120","100","38690","37370"
"Leaver CS","2021","SEO/HEO","Operational Delivery","Unknown","200","190","36920","34880"
"Leaver CS","2021","SEO/HEO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Heterosexual / straight","200","190","35920","35740"
"Leaver CS","2021","SEO/HEO","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Other","Unknown","80","80","34600","35210"
"Leaver CS","2021","SEO/HEO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Heterosexual / straight","160","150","37300","37350"
"Leaver CS","2021","SEO/HEO","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Policy","Unknown","90","90","36010","35040"
"Leaver CS","2021","SEO/HEO","Project Delivery","Heterosexual / straight","160","150","36430","36210"
"Leaver CS","2021","SEO/HEO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Project Delivery","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Heterosexual / straight","90","80","37730","36460"
"Leaver CS","2021","SEO/HEO","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Heterosexual / straight","220","200","36060","36180"
"Leaver CS","2021","SEO/HEO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Science and Engineering","Unknown","90","80","35380","34530"
"Leaver CS","2021","SEO/HEO","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Heterosexual / straight","530","470","36380","35110"
"Leaver CS","2021","SEO/HEO","Unknown","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Unknown","Undeclared","80","70","36140","34290"
"Leaver CS","2021","SEO/HEO","Unknown","Unknown","1540","1310","35450","34700"
"Leaver CS","2021","SEO/HEO","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Heterosexual / straight","420","360","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Unknown","150","150","35110","32400"
"Leaver CS","2021","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","370","350","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","AA/AO","Commercial","LGBO","[c]","[c]","[c]","[c]"
