"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Analysis","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Economics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Declared non-disabled","130","120","43290","40580"
"Leaver CS","2021","Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Declared non-disabled","160","150","38970","34560"
"Leaver CS","2021","Human Resources","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","70","60","38960","30750"
"Leaver CS","2021","Human Resources","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","No function","Declared non-disabled","60","60","68170","75500"
"Leaver CS","2021","Inspector of Education and Training","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","No function","Declared non-disabled","50","50","37250","33400"
"Leaver CS","2021","Knowledge and Information Management","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Legal","Declared non-disabled","270","230","54220","54770"
"Leaver CS","2021","Legal","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Legal","Unknown","90","80","51980","55000"
"Leaver CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","No function","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Declared non-disabled","110","90","42120","34910"
"Leaver CS","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","70","60","41660","37890"
"Leaver CS","2021","Operational Delivery","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Grants Management","Unknown","90","80","24610","21050"
"Leaver CS","2021","Operational Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
