"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Medicine","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","16-19","40","30","[c]","[c]"
"In post","2021","Department for Transport","Operational Delivery","20-29","960","920","22880","21590"
"In post","2021","Department for Transport","Operational Delivery","30-39","1980","1770","24800","21590"
"In post","2021","Department for Transport","Operational Delivery","40-49","2200","2040","26600","26470"
"In post","2021","Department for Transport","Operational Delivery","50-59","2690","2500","27390","26700"
"In post","2021","Department for Transport","Operational Delivery","60-64","1070","860","26280","26700"
"In post","2021","Department for Transport","Operational Delivery","65+","380","270","27190","26780"
"In post","2021","Department for Transport","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Operational Research","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other","20-29","80","80","28720","30270"
"In post","2021","Department for Transport","Other","30-39","80","70","37520","31040"
"In post","2021","Department for Transport","Other","40-49","110","100","48120","34710"
"In post","2021","Department for Transport","Other","50-59","180","170","47740","33390"
"In post","2021","Department for Transport","Other","60-64","60","50","41910","32740"
"In post","2021","Department for Transport","Other","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Policy","20-29","350","350","38460","35060"
"In post","2021","Department for Transport","Policy","30-39","350","340","46480","43920"
"In post","2021","Department for Transport","Policy","40-49","320","310","49530","49240"
"In post","2021","Department for Transport","Policy","50-59","270","260","45720","42710"
"In post","2021","Department for Transport","Policy","60-64","70","60","39440","36770"
"In post","2021","Department for Transport","Policy","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","20-29","120","120","38020","35060"
"In post","2021","Department for Transport","Project Delivery","30-39","170","160","47640","43360"
"In post","2021","Department for Transport","Project Delivery","40-49","190","180","53370","53300"
"In post","2021","Department for Transport","Project Delivery","50-59","150","150","55510","49010"
"In post","2021","Department for Transport","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","40-49","40","40","[c]","[c]"
"In post","2021","Department for Transport","Property","50-59","60","50","35810","31990"
"In post","2021","Department for Transport","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","20-29","30","30","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","30-39","60","50","45080","43360"
"In post","2021","Department for Transport","Science and Engineering","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","20-29","40","40","[c]","[c]"
"In post","2021","Department for Transport","Security","30-39","80","70","40260","42680"
"In post","2021","Department for Transport","Security","40-49","80","80","40130","38870"
"In post","2021","Department for Transport","Security","50-59","70","70","40450","37660"
"In post","2021","Department for Transport","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","20-29","50","40","[c]","[c]"
"In post","2021","Department for Transport","Statistics","30-39","30","30","[c]","[c]"
"In post","2021","Department for Transport","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","20-29","70","70","38450","35060"
"In post","2021","Department for Transport","Unknown","30-39","50","50","[c]","[c]"
"In post","2021","Department for Transport","Unknown","40-49","50","50","[c]","[c]"
"In post","2021","Department for Transport","Unknown","50-59","40","40","[c]","[c]"
"In post","2021","Department for Transport","Unknown","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Economics","50-59","[c]","[c]","[c]","[c]"
