"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Unknown","Unknown","130","130","45940","41970"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Heterosexual / straight","1140","1120","48860","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","White","LGBO","190","190","46180","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Undeclared","80","80","42620","34570"
"In post","2022","Department for Digital, Culture, Media and Sport","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Asian","Heterosexual / straight","750","730","39660","36500"
"In post","2022","Department for Education","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Education","Asian","Unknown","50","50","43900","40300"
"In post","2022","Department for Education","Black","Heterosexual / straight","290","280","39900","36760"
"In post","2022","Department for Education","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Mixed","Heterosexual / straight","180","170","41640","37420"
"In post","2022","Department for Education","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Heterosexual / straight","50","50","44090","40230"
"In post","2022","Department for Education","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Undeclared","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Department for Education","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Undeclared","Undeclared","200","190","44480","40940"
"In post","2022","Department for Education","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Department for Education","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Unknown","Unknown","810","790","41820","36660"
"In post","2022","Department for Education","White","Heterosexual / straight","4970","4770","44440","40300"
"In post","2022","Department for Education","White","LGBO","460","450","42900","36960"
"In post","2022","Department for Education","White","Undeclared","330","310","44380","40300"
"In post","2022","Department for Education","White","Unknown","310","290","47810","49860"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Heterosexual / straight","420","410","36810","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Heterosexual / straight","230","230","35240","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Heterosexual / straight","180","170","37020","34290"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","LGBO","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Heterosexual / straight","50","50","36790","34830"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Heterosexual / straight","80","70","36090","32680"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Undeclared","340","320","36720","33880"
"In post","2022","Department for Environment, Food and Rural Affairs","Undeclared","Unknown","70","70","32780","29390"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","60","60","36770","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","1990","1890","32300","26670"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Heterosexual / straight","7260","6900","36940","33120"
"In post","2022","Department for Environment, Food and Rural Affairs","White","LGBO","620","600","36310","32560"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Undeclared","570","540","36340","33560"
"In post","2022","Department for Environment, Food and Rural Affairs","White","Unknown","730","670","32080","29270"
"In post","2022","Department for International Trade","Asian","Heterosexual / straight","250","240","43640","38540"
"In post","2022","Department for International Trade","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Black","Heterosexual / straight","120","120","40450","38160"
"In post","2022","Department for International Trade","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Heterosexual / straight","80","80","47170","47130"
"In post","2022","Department for International Trade","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Undeclared","Unknown","60","60","52370","52190"
"In post","2022","Department for International Trade","Unknown","Heterosexual / straight","50","50","45650","38750"
"In post","2022","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Unknown","Undeclared","60","60","46830","51710"
"In post","2022","Department for International Trade","Unknown","Unknown","670","660","44430","38540"
"In post","2022","Department for International Trade","White","Heterosexual / straight","1210","1200","48910","51710"
"In post","2022","Department for International Trade","White","LGBO","170","170","45960","41750"
"In post","2022","Department for International Trade","White","Undeclared","80","70","47760","51710"
"In post","2022","Department for International Trade","White","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Heterosexual / straight","280","270","40840","36340"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Heterosexual / straight","180","180","40230","36590"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Heterosexual / straight","80","80","42820","36700"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Undeclared","80","70","45200","44050"
"In post","2022","Department for Levelling Up, Housing and Communities","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","60","50","43290","39600"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","50","50","46540","45060"
"In post","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","420","410","44740","40600"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Heterosexual / straight","2310","2220","47020","47660"
"In post","2022","Department for Levelling Up, Housing and Communities","White","LGBO","270","270","44480","40550"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Undeclared","120","110","45620","43360"
"In post","2022","Department for Levelling Up, Housing and Communities","White","Unknown","130","110","36880","32780"
"In post","2022","Department for Transport","Asian","Heterosexual / straight","560","550","39430","34710"
"In post","2022","Department for Transport","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Asian","Undeclared","40","40","[c]","[c]"
"In post","2022","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Heterosexual / straight","230","230","38300","35060"
"In post","2022","Department for Transport","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Heterosexual / straight","190","180","37270","34710"
"In post","2022","Department for Transport","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Heterosexual / straight","60","50","36220","33390"
"In post","2022","Department for Transport","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport","Undeclared","Heterosexual / straight","280","270","31520","27930"
"In post","2022","Department for Transport","Undeclared","LGBO","[c]","[c]","[c]","[c]"
