"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Statistics","200","190","27720","27850"
"In post","2022","EO","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Commercial","610","590","26640","26350"
"In post","2022","EO","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Operational Delivery","70","60","27600","26820"
"In post","2022","EO","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Commercial","Unknown","40","40","[c]","[c]"
"In post","2022","EO","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Communications","510","490","27740","27270"
"In post","2022","EO","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Operational Delivery","800","770","26590","26590"
"In post","2022","EO","Communications","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Communications","Tax","1760","1710","26800","26820"
"In post","2022","EO","Communications","Unknown","110","110","26840","26590"
"In post","2022","EO","Counter Fraud","Counter Fraud","3500","3140","28230","27570"
"In post","2022","EO","Counter Fraud","Intelligence Analysis","60","50","28430","26820"
"In post","2022","EO","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Counter Fraud","Legal","1350","1290","28330","26820"
"In post","2022","EO","Counter Fraud","Operational Delivery","1360","1250","27790","26820"
"In post","2022","EO","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Counter Fraud","Other","80","70","28870","28920"
"In post","2022","EO","Counter Fraud","Tax","410","370","28260","26820"
"In post","2022","EO","Counter Fraud","Unknown","420","420","27740","26590"
"In post","2022","EO","Debt","Operational Delivery","760","690","28030","26820"
"In post","2022","EO","Debt","Other","350","300","27700","27570"
"In post","2022","EO","Debt","Tax","90","80","26720","26820"
"In post","2022","EO","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Digital, Data and Technology","3240","3100","27740","27570"
"In post","2022","EO","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Knowledge and Information Management","220","210","27190","26670"
"In post","2022","EO","Digital, Data & Technology","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Operational Delivery","110","100","27080","26820"
"In post","2022","EO","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Science and Engineering","50","50","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Digital, Data & Technology","Unknown","120","120","27060","27500"
"In post","2022","EO","Finance","Commercial","80","80","27580","27570"
"In post","2022","EO","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Finance","1600","1520","26780","26670"
"In post","2022","EO","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Operational Delivery","260","240","27380","26820"
"In post","2022","EO","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Finance","Unknown","40","40","[c]","[c]"
"In post","2022","EO","Grants Management","Operational Delivery","600","550","25440","25190"
"In post","2022","EO","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Human Resources","1520","1420","27280","26880"
"In post","2022","EO","Human Resources","Operational Delivery","750","700","27620","27570"
"In post","2022","EO","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Human Resources","Tax","70","60","27270","26820"
"In post","2022","EO","Human Resources","Unknown","210","200","26060","25550"
"In post","2022","EO","Internal Audit","Internal Audit","30","30","[c]","[c]"
"In post","2022","EO","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2022","EO","Legal","Legal","470","450","28550","27230"
"In post","2022","EO","Legal","Operational Delivery","1290","1190","27930","28430"
"In post","2022","EO","Legal","Other","250","230","27390","26950"
"In post","2022","EO","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2022","EO","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Commercial","60","60","28480","28640"
"In post","2022","EO","No function","Communications","40","40","[c]","[c]"
"In post","2022","EO","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Geography","140","130","27530","26740"
"In post","2022","EO","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Intelligence Analysis","340","320","28600","27380"
"In post","2022","EO","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","International Trade","110","100","27400","26510"
"In post","2022","EO","No function","Knowledge and Information Management","220","210","27740","27570"
"In post","2022","EO","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Operational Delivery","65340","59870","28490","27570"
"In post","2022","EO","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Other","3900","3650","28150","27570"
"In post","2022","EO","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Policy","1830","1790","27790","27680"
"In post","2022","EO","No function","Project Delivery","40","40","[c]","[c]"
"In post","2022","EO","No function","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Psychology","420","400","27100","26850"
"In post","2022","EO","No function","Science and Engineering","860","830","27350","27510"
"In post","2022","EO","No function","Security","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","EO","No function","Tax","2250","2120","27610","26820"
"In post","2022","EO","No function","Unknown","1100","1080","27390","26820"
"In post","2022","EO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Commercial","100","90","23050","23000"
"In post","2022","EO","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Finance","30","30","[c]","[c]"
"In post","2022","EO","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Operational Delivery","310","290","26470","26820"
"In post","2022","EO","Project Delivery","Other","1010","950","21790","21030"
"In post","2022","EO","Project Delivery","Policy","80","70","29170","28920"
"In post","2022","EO","Project Delivery","Project Delivery","1120","1060","26810","26700"
"In post","2022","EO","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Project Delivery","Science and Engineering","550","540","23840","25750"
"In post","2022","EO","Project Delivery","Tax","180","150","28910","28920"
"In post","2022","EO","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2022","EO","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Operational Delivery","170","160","26510","26030"
"In post","2022","EO","Property","Other","200","200","22960","20500"
"In post","2022","EO","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Property","Property","1500","1410","27290","26880"
"In post","2022","EO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Intelligence Analysis","270","260","29110","29250"
"In post","2022","EO","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Other","[c]","[c]","[c]","[c]"
"In post","2022","EO","Security","Security","960","930","34260","30220"
"In post","2022","EO","Security","Unknown","240","230","25730","26350"
"In post","2022","EO","Unknown","Commercial","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Communications","30","30","[c]","[c]"
"In post","2022","EO","Unknown","Counter Fraud","120","110","25830","25310"
"In post","2022","EO","Unknown","Digital, Data and Technology","160","150","28390","28710"
"In post","2022","EO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Finance","680","650","27370","26670"
"In post","2022","EO","Unknown","Human Resources","170","160","28550","29060"
"In post","2022","EO","Unknown","Intelligence Analysis","910","850","26920","26910"
"In post","2022","EO","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Medicine","290","250","32040","31530"
"In post","2022","EO","Unknown","Operational Delivery","13180","12160","26870","25600"
"In post","2022","EO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Other","2820","2750","28080","26670"
"In post","2022","EO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Policy","740","710","28810","29430"
"In post","2022","EO","Unknown","Project Delivery","210","190","27670","27570"
"In post","2022","EO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Science and Engineering","410","400","26990","26350"
"In post","2022","EO","Unknown","Security","70","60","28140","28670"
"In post","2022","EO","Unknown","Social Research","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Statistics","50","50","[c]","[c]"
"In post","2022","EO","Unknown","Unknown","3050","2930","28880","27940"
"In post","2022","G6/G7","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Digital, Data and Technology","60","60","56440","53760"
"In post","2022","G6/G7","Analysis","Economics","570","550","59660","55980"
"In post","2022","G6/G7","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Operational Delivery","130","130","56410","53260"
"In post","2022","G6/G7","Analysis","Operational Research","300","280","56180","56130"
"In post","2022","G6/G7","Analysis","Other","190","170","76090","67150"
"In post","2022","G6/G7","Analysis","Policy","290","280","58420","56420"
"In post","2022","G6/G7","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Analysis","Psychology","[c]","[c]","[c]","[c]"
