"Status","Year","Profession_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","West Midlands","30","30","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Courts and Tribunals Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Devon","510","480","37820","38450"
"In post","2022","Digital, Data and Technology","HM Land Registry","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Outer London - South","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Land Registry","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","50","50","39930","40180"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Essex","230","210","38330","35980"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","40350","33370"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","170","170","38960","33370"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","170","160","48280","43810"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Merseyside","90","80","39490","33520"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","460","440","43970","40520"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","40","40","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","230","220","47440","41540"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","120","120","41170","40180"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","50","50","37260","33370"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","West Midlands","60","60","36320","33370"
"In post","2022","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","260","250","39120","33430"
"In post","2022","Digital, Data and Technology","HM Treasury (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","HM Treasury (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Greater Manchester","210","210","44800","39980"
"In post","2022","Digital, Data and Technology","Home Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Inner London - West","210","210","59260","57680"
"In post","2022","Digital, Data and Technology","Home Office","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Merseyside","150","140","41150","37990"
"In post","2022","Digital, Data and Technology","Home Office","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Outer London - South","740","720","51620","46790"
"In post","2022","Digital, Data and Technology","Home Office","Outer London - West and North West","140","140","45220","42480"
"In post","2022","Digital, Data and Technology","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","South Yorkshire","130","120","50010","52070"
"In post","2022","Digital, Data and Technology","Home Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Home Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Intellectual Property Office","East Wales","210","200","45720","45100"
"In post","2022","Digital, Data and Technology","Intellectual Property Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Legal Aid Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Maritime and Coastguard Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Maritime and Coastguard Agency","Hampshire and Isle of Wight","100","100","37900","33890"
"In post","2022","Digital, Data and Technology","Maritime and Coastguard Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Maritime and Coastguard Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","Inner London - East","70","70","47560","43310"
"In post","2022","Digital, Data and Technology","Met Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Met Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Met Office","Devon","390","380","37300","36160"
"In post","2022","Digital, Data and Technology","Met Office","Eastern Scotland","[c]","[c]","[c]","[c]"
