"Status","Year","Ethnicity","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Department of Health and Social Care","Human Resources","170","160","47440","41060"
"In post","2021","White","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","No function","5140","4710","45110","39400"
"In post","2021","White","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Department of Health and Social Care","Unknown","660","630","52780","53100"
"In post","2021","White","ESTYN","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","No function","90","80","62400","74730"
"In post","2021","White","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","ESTYN","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Counter Fraud","50","50","39500","37910"
"In post","2021","White","Food Standards Agency","Digital, Data & Technology","50","50","45440","41020"
"In post","2021","White","Food Standards Agency","Finance","40","40","[c]","[c]"
"In post","2021","White","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","No function","790","760","35150","30810"
"In post","2021","White","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Analysis","50","50","59190","58900"
"In post","2021","White","Foreign, Commonwealth and Development Office","Commercial","140","140","41720","39580"
"In post","2021","White","Foreign, Commonwealth and Development Office","Communications","90","90","48660","45970"
"In post","2021","White","Foreign, Commonwealth and Development Office","Digital, Data & Technology","250","240","41900","39530"
"In post","2021","White","Foreign, Commonwealth and Development Office","Finance","210","200","44850","40420"
"In post","2021","White","Foreign, Commonwealth and Development Office","Human Resources","210","210","45020","40330"
"In post","2021","White","Foreign, Commonwealth and Development Office","Internal Audit","40","40","[c]","[c]"
"In post","2021","White","Foreign, Commonwealth and Development Office","Legal","100","80","58110","57920"
"In post","2021","White","Foreign, Commonwealth and Development Office","No function","2660","2630","49390","43000"
"In post","2021","White","Foreign, Commonwealth and Development Office","Project Delivery","1160","1130","52970","55060"
"In post","2021","White","Foreign, Commonwealth and Development Office","Property","380","380","41960","40330"
"In post","2021","White","Foreign, Commonwealth and Development Office","Security","420","410","39750","34770"
"In post","2021","White","Foreign, Commonwealth and Development Office","Unknown","240","230","52190","50680"
"In post","2021","White","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Digital, Data & Technology","480","450","38840","38450"
"In post","2021","White","HM Land Registry","Finance","30","30","[c]","[c]"
"In post","2021","White","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Human Resources","70","60","43000","38550"
"In post","2021","White","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Land Registry","Legal","190","170","51170","60520"
"In post","2021","White","HM Land Registry","No function","3770","3350","29050","27130"
"In post","2021","White","HM Land Registry","Project Delivery","100","100","41260","38550"
"In post","2021","White","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Revenue and Customs","Analysis","440","420","46360","38980"
"In post","2021","White","HM Revenue and Customs","Commercial","90","90","37440","35000"
"In post","2021","White","HM Revenue and Customs","Communications","2240","2130","30190","25560"
"In post","2021","White","HM Revenue and Customs","Counter Fraud","5790","5410","33620","31810"
"In post","2021","White","HM Revenue and Customs","Debt","2390","2130","24010","21440"
"In post","2021","White","HM Revenue and Customs","Digital, Data & Technology","1650","1570","39830","38630"
"In post","2021","White","HM Revenue and Customs","Finance","1690","1500","33260","28130"
"In post","2021","White","HM Revenue and Customs","Human Resources","1230","1140","36130","31810"
"In post","2021","White","HM Revenue and Customs","Internal Audit","50","50","45340","41640"
"In post","2021","White","HM Revenue and Customs","Legal","750","700","41510","34520"
"In post","2021","White","HM Revenue and Customs","No function","19190","17100","29400","25560"
"In post","2021","White","HM Revenue and Customs","Project Delivery","3210","3020","44130","38630"
"In post","2021","White","HM Revenue and Customs","Property","2090","1930","34480","31550"
"In post","2021","White","HM Revenue and Customs","Security","120","110","41500","38630"
"In post","2021","White","HM Treasury","Analysis","100","100","56570","55530"
"In post","2021","White","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Communications","40","30","[c]","[c]"
"In post","2021","White","HM Treasury","Counter Fraud","30","30","[c]","[c]"
"In post","2021","White","HM Treasury","Debt","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","White","HM Treasury","Finance","80","80","53580","55840"
"In post","2021","White","HM Treasury","Human Resources","70","70","42210","39200"
"In post","2021","White","HM Treasury","Internal Audit","260","250","50670","47940"
"In post","2021","White","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","No function","1190","1160","48930","52500"
"In post","2021","White","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","HM Treasury","Unknown","40","40","[c]","[c]"
"In post","2021","White","Home Office","Unknown","24070","22290","31930","26620"
"In post","2021","White","Ministry of Defence","Analysis","520","500","40560","37360"
"In post","2021","White","Ministry of Defence","Commercial","1710","1650","36750","34500"
"In post","2021","White","Ministry of Defence","Communications","640","620","32400","29200"
"In post","2021","White","Ministry of Defence","Digital, Data & Technology","770","750","33980","33290"
"In post","2021","White","Ministry of Defence","Finance","1760","1690","38420","33300"
"In post","2021","White","Ministry of Defence","Human Resources","1850","1730","32320","26670"
"In post","2021","White","Ministry of Defence","Internal Audit","120","110","38500","34610"
"In post","2021","White","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Defence","No function","2400","2300","39660","37320"
"In post","2021","White","Ministry of Defence","Project Delivery","13520","13080","37880","34850"
"In post","2021","White","Ministry of Defence","Property","2330","2260","32530","33300"
"In post","2021","White","Ministry of Defence","Security","4770","4670","29040","23540"
"In post","2021","White","Ministry of Defence","Unknown","14870","14290","30010","26670"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Analysis","140","140","47430","43570"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Communications","70","70","42850","37250"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","110","100","43480","40720"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Finance","90","90","51010","53130"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Human Resources","70","70","41580","36340"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Housing, Communities and Local Government","No function","1860","1770","46370","47660"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Project Delivery","90","90","48110","48200"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Ministry of Justice","Analysis","260","250","46260","40940"
"In post","2021","White","Ministry of Justice","Commercial","780","760","46040","43960"
"In post","2021","White","Ministry of Justice","Communications","90","90","45930","42320"
"In post","2021","White","Ministry of Justice","Digital, Data & Technology","620","600","45590","42800"
"In post","2021","White","Ministry of Justice","Finance","500","480","43500","38890"
"In post","2021","White","Ministry of Justice","Human Resources","740","710","42670","40460"
"In post","2021","White","Ministry of Justice","Internal Audit","50","50","[c]","[c]"
"In post","2021","White","Ministry of Justice","Legal","910","810","44230","43460"
"In post","2021","White","Ministry of Justice","No function","52290","48630","28680","26580"
"In post","2021","White","Ministry of Justice","Project Delivery","450","440","42150","36800"
"In post","2021","White","Ministry of Justice","Property","230","230","41110","36100"
"In post","2021","White","Ministry of Justice","Security","530","520","39610","37170"
"In post","2021","White","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","National Crime Agency","Digital, Data & Technology","200","190","42150","39720"
"In post","2021","White","National Crime Agency","Finance","40","30","[c]","[c]"
"In post","2021","White","National Crime Agency","Human Resources","150","140","40900","39930"
"In post","2021","White","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
