"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government","Unknown","Scottish Government (excl. agencies)","2960","2840","42820","39660"
"In post","2022","Scottish Government","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Scottish Prison Service","4100","3850","32430","35000"
"In post","2022","Scottish Government","Unknown","Scottish Public Pensions Agency","150","140","27930","25930"
"In post","2022","Scottish Government","Unknown","Social Security Scotland","890","860","29920","27230"
"In post","2022","Scottish Government","Unknown","Student Awards Agency for Scotland","130","120","29850","27230"
"In post","2022","Scottish Government","Unknown","Transport Scotland","190","190","45360","44740"
"In post","2022","The National Archives","Declared disabled","The National Archives","40","40","[c]","[c]"
"In post","2022","The National Archives","Declared non-disabled","The National Archives","360","350","36680","34480"
"In post","2022","The National Archives","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Unknown","The National Archives","170","170","35120","30820"
"In post","2022","UK Export Finance","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Declared non-disabled","UK Export Finance","430","420","52710","47650"
"In post","2022","UK Export Finance","Undeclared","UK Export Finance","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Declared disabled","UK Statistics Authority","590","520","33030","30760"
"In post","2022","UK Statistics Authority","Declared non-disabled","UK Statistics Authority","2930","2620","35120","30810"
"In post","2022","UK Statistics Authority","Undeclared","UK Statistics Authority","140","120","30180","27570"
"In post","2022","UK Statistics Authority","Unknown","UK Statistics Authority","2220","2010","32450","30210"
"In post","2022","UK Supreme Court","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Declared non-disabled","UK Supreme Court","40","40","[c]","[c]"
"In post","2022","UK Supreme Court","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Declared non-disabled","Water Services Regulation Authority","210","200","54540","49160"
"In post","2022","Water Services Regulation Authority","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Unknown","Water Services Regulation Authority","40","30","[c]","[c]"
"In post","2022","Welsh Government","Declared disabled","Welsh Government (excl. agencies)","350","330","39710","38160"
"In post","2022","Welsh Government","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Declared non-disabled","Welsh Government (excl. agencies)","5040","4770","42250","38160"
"In post","2022","Welsh Government","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Undeclared","Welsh Government (excl. agencies)","190","180","42680","40100"
"In post","2022","Welsh Government","Unknown","Welsh Government (excl. agencies)","310","290","38690","31210"
"In post","2022","Welsh Government","Unknown","Welsh Revenue Authority","80","80","43900","40100"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Crown Prosecution Service","170","150","45210","51120"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Government Legal Department","80","70","53990","51250"
"Leaver CS","2021","Attorney General's Departments","Declared non-disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Crown Prosecution Service","70","70","38780","37910"
"Leaver CS","2021","Attorney General's Departments","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Declared non-disabled","Cabinet Office (excl. agencies)","150","140","52750","41860"
"Leaver CS","2021","Cabinet Office","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Cabinet Office (excl. agencies)","200","190","44840","32910"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Declared non-disabled","Competition and Markets Authority","70","70","51800","46140"
"Leaver CS","2021","Competition and Markets Authority","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","120","49990","47800"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Insolvency Service","40","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Met Office","90","80","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
