"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","20-29","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","30-39","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","40-49","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","20-29","90","80","28690","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","30-39","80","80","29230","29290"
"In post","2022","Other ethnicity","Department for Work and Pensions","40-49","100","100","29050","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","50-59","150","140","30820","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","60-64","50","40","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","30-39","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","40-49","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","20-29","50","50","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","30-39","60","50","36710","33370"
"In post","2022","Other ethnicity","HM Revenue and Customs","40-49","70","70","39450","33370"
"In post","2022","Other ethnicity","HM Revenue and Customs","50-59","70","60","38860","33440"
"In post","2022","Other ethnicity","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","20-29","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","30-39","60","50","33780","28850"
"In post","2022","Other ethnicity","Home Office","40-49","60","50","34840","30230"
"In post","2022","Other ethnicity","Home Office","50-59","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","20-29","80","80","27890","27060"
"In post","2022","Other ethnicity","Ministry of Justice","30-39","100","100","29090","27380"
"In post","2022","Other ethnicity","Ministry of Justice","40-49","120","110","34000","30390"
"In post","2022","Other ethnicity","Ministry of Justice","50-59","150","140","33360","31650"
"In post","2022","Other ethnicity","Ministry of Justice","60-64","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland Office","65+","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
