"Status","Year","Parent_department","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","National Crime Agency","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","50-59","Male","40","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","20-29","Female","80","80","24860","22820"
"Leaver CS","2021","Scottish Government","20-29","Male","70","70","24700","23340"
"Leaver CS","2021","Scottish Government","30-39","Female","80","70","30560","28140"
"Leaver CS","2021","Scottish Government","30-39","Male","80","70","32410","30790"
"Leaver CS","2021","Scottish Government","40-49","Female","60","50","36000","30650"
"Leaver CS","2021","Scottish Government","40-49","Male","50","40","[c]","[c]"
"Leaver CS","2021","Scottish Government","50-59","Female","80","70","40350","33650"
"Leaver CS","2021","Scottish Government","50-59","Male","120","110","40190","33650"
"Leaver CS","2021","Scottish Government","60-64","Female","80","70","41350","35110"
"Leaver CS","2021","Scottish Government","60-64","Male","120","110","42630","35110"
"Leaver CS","2021","Scottish Government","65+","Female","40","30","[c]","[c]"
"Leaver CS","2021","Scottish Government","65+","Male","70","60","35020","31910"
"Leaver CS","2021","The National Archives","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","20-29","Female","40","40","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","20-29","Male","60","50","22710","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","65+","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","65+","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","30-39","Male","[c]","[c]","[c]","[c]"
