"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Department for Environment, Food and Rural Affairs","80","70","33280","30220"
"Leaver CS","2022","East of England","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","East of England","Department for Work and Pensions","580","520","27480","27570"
"Leaver CS","2022","East of England","Department of Health and Social Care","220","200","42490","38200"
"Leaver CS","2022","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","HM Revenue and Customs","100","90","[c]","[c]"
"Leaver CS","2022","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Home Office","130","110","26780","25310"
"Leaver CS","2022","East of England","Ministry of Defence","360","340","31480","26670"
"Leaver CS","2022","East of England","Ministry of Justice","1030","950","23660","20970"
"Leaver CS","2022","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Attorney General's Departments","360","330","47870","51250"
"Leaver CS","2022","London","Cabinet Office","500","490","52400","54700"
"Leaver CS","2022","London","Chancellor's other departments","50","50","[c]","[c]"
"Leaver CS","2022","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Competition and Markets Authority","90","90","53200","54190"
"Leaver CS","2022","London","Department for Business, Energy and Industrial Strategy","340","330","46420","40140"
"Leaver CS","2022","London","Department for Digital, Culture, Media and Sport","150","140","42480","36520"
"Leaver CS","2022","London","Department for Education","180","180","43890","37280"
"Leaver CS","2022","London","Department for Environment, Food and Rural Affairs","240","230","[c]","[c]"
"Leaver CS","2022","London","Department for International Trade","200","200","[c]","[c]"
"Leaver CS","2022","London","Department for Levelling Up, Housing and Communities","130","130","45330","40000"
"Leaver CS","2022","London","Department for Transport","250","230","42830","36880"
"Leaver CS","2022","London","Department for Work and Pensions","1070","1000","32380","31060"
"Leaver CS","2022","London","Department of Health and Social Care","1790","1310","45180","40070"
"Leaver CS","2022","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Foreign, Commonwealth and Development Office","260","70","54120","52720"
"Leaver CS","2022","London","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","London","HM Revenue and Customs","510","460","43130","40910"
"Leaver CS","2022","London","HM Treasury","220","210","[c]","[c]"
"Leaver CS","2022","London","Home Office","840","750","38690","34630"
"Leaver CS","2022","London","Ministry of Defence","280","260","38720","35310"
"Leaver CS","2022","London","Ministry of Justice","1620","1550","32790","26410"
"Leaver CS","2022","London","National Crime Agency","100","100","50170","41170"
"Leaver CS","2022","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"Leaver CS","2022","London","Office of Gas and Electricity Markets","150","150","51680","46160"
"Leaver CS","2022","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","The National Archives","70","60","31730","28460"
"Leaver CS","2022","London","UK Export Finance","50","50","[c]","[c]"
"Leaver CS","2022","London","UK Statistics Authority","50","50","[c]","[c]"
"Leaver CS","2022","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Education","30","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Transport","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Department for Work and Pensions","890","770","26080","21260"
"Leaver CS","2022","North East (England)","Department of Health and Social Care","110","100","42140","36940"
"Leaver CS","2022","North East (England)","HM Land Registry","40","40","[c]","[c]"
"Leaver CS","2022","North East (England)","HM Revenue and Customs","870","690","24720","22010"
"Leaver CS","2022","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Home Office","80","60","24660","21680"
"Leaver CS","2022","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Ministry of Justice","370","330","25080","20440"
"Leaver CS","2022","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Attorney General's Departments","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Cabinet Office","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Charity Commission","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Education","70","70","38350","36500"
"Leaver CS","2022","North West (England)","Department for Environment, Food and Rural Affairs","100","90","26240","21300"
"Leaver CS","2022","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Department for Work and Pensions","1590","1400","26870","26120"
"Leaver CS","2022","North West (England)","Department of Health and Social Care","110","90","42340","37470"
"Leaver CS","2022","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","HM Land Registry","50","40","31100","27130"
"Leaver CS","2022","North West (England)","HM Revenue and Customs","840","710","31740","28920"
"Leaver CS","2022","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Home Office","410","340","27380","24890"
"Leaver CS","2022","North West (England)","Ministry of Defence","150","140","28880","25470"
"Leaver CS","2022","North West (England)","Ministry of Justice","970","860","25370","20970"
"Leaver CS","2022","North West (England)","National Crime Agency","60","60","38760","34900"
"Leaver CS","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ministry of Defence","60","60","26140","22130"
"Leaver CS","2022","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Ministry of Defence","70","70","42690","40580"
"Leaver CS","2022","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2022","Scotland","Department for Work and Pensions","820","700","25290","24980"
"Leaver CS","2022","Scotland","Foreign, Commonwealth and Development Office","50","50","38190","33930"
"Leaver CS","2022","Scotland","HM Revenue and Customs","800","670","[c]","[c]"
"Leaver CS","2022","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Home Office","80","70","27060","24880"
"Leaver CS","2022","Scotland","Ministry of Defence","350","330","31470","28480"
"Leaver CS","2022","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of Gas and Electricity Markets","90","80","35220","30950"
"Leaver CS","2022","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Scottish Government","1420","1270","35470","30690"
"Leaver CS","2022","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Attorney General's Departments","50","50","39050","31560"
"Leaver CS","2022","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Environment, Food and Rural Affairs","130","120","33320","25320"
"Leaver CS","2022","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Department for Transport","180","160","34010","28090"
"Leaver CS","2022","South East (England)","Department for Work and Pensions","780","690","27350","27570"
"Leaver CS","2022","South East (England)","Department of Health and Social Care","100","80","49470","41210"
"Leaver CS","2022","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Foreign, Commonwealth and Development Office","70","60","40800","33390"
"Leaver CS","2022","South East (England)","HM Revenue and Customs","180","150","[c]","[c]"
"Leaver CS","2022","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Home Office","180","150","29250","27370"
"Leaver CS","2022","South East (England)","Ministry of Defence","1000","950","30790","26670"
"Leaver CS","2022","South East (England)","Ministry of Justice","1500","1390","24520","20970"
"Leaver CS","2022","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","UK Statistics Authority","320","240","25240","20350"
"Leaver CS","2022","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
