"Status","Year","Profession_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2022","Commercial","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","FCDO Services","70","60","43770","42370"
"In post","2022","Commercial","South East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Ministry of Defence (excl. agencies)","230","220","35100","34800"
"In post","2022","Commercial","South East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Defence Equipment and Support","860","830","39710","37400"
"In post","2022","Commercial","South West (England)","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"In post","2022","Commercial","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Commercial","South West (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Met Office","190","180","44480","45150"
"In post","2022","Commercial","South West (England)","Ministry of Defence (excl. agencies)","380","370","36780","34800"
"In post","2022","Commercial","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Submarine Delivery Agency","140","130","40550","37450"
"In post","2022","Commercial","South West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","UK Hydrographic Office","90","80","42310","42510"
"In post","2022","Commercial","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Crown Commercial Service","70","60","34370","31250"
"In post","2022","Commercial","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Driver and Vehicle Licensing Agency","170","160","32390","30730"
"In post","2022","Commercial","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","HM Prison and Probation Service","50","50","45980","44480"
"In post","2022","Commercial","West Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Department for Education (excl. agencies)","90","80","36110","36500"
"In post","2022","Commercial","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","170","150","33240","31990"
"In post","2022","Commercial","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","110","110","45470","40570"
"In post","2022","Commercial","Yorkshire and The Humber","Education and Skills Funding Agency","50","50","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","HM Prison and Probation Service","50","50","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","60","60","34320","36050"
"In post","2022","Commercial","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
