"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Female","North Northamptonshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Operational Delivery","510","450","27930","27570"
"In post","2022","Female","North Nottinghamshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Finance","50","50","32260","31400"
"In post","2022","Female","North Yorkshire CC","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Medicine","90","80","42660","34740"
"In post","2022","Female","North Yorkshire CC","Operational Delivery","290","260","28440","27570"
"In post","2022","Female","North Yorkshire CC","Other","230","210","22780","21280"
"In post","2022","Female","North Yorkshire CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Property","50","40","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Security","40","30","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","North Yorkshire CC","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Operational Delivery","200","170","28140","27570"
"In post","2022","Female","Northumberland","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Commercial","30","30","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Operational Delivery","820","700","25940","25480"
"In post","2022","Female","Norwich and East Norfolk","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Unknown","40","30","[c]","[c]"
"In post","2022","Female","Norwich and East Norfolk","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Communications","50","50","[c]","[c]"
"In post","2022","Female","Nottingham","Counter Fraud","40","40","[c]","[c]"
"In post","2022","Female","Nottingham","Digital, Data and Technology","90","80","40310","36740"
"In post","2022","Female","Nottingham","Finance","80","70","37530","33370"
"In post","2022","Female","Nottingham","Human Resources","210","200","39450","36500"
"In post","2022","Female","Nottingham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Legal","190","170","41780","38000"
"In post","2022","Female","Nottingham","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Operational Delivery","2750","2480","28040","26590"
"In post","2022","Female","Nottingham","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Other","70","60","31770","27570"
"In post","2022","Female","Nottingham","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Policy","170","150","38900","36500"
"In post","2022","Female","Nottingham","Project Delivery","120","110","41920","40180"
"In post","2022","Female","Nottingham","Property","130","120","38920","33840"
"In post","2022","Female","Nottingham","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Science and Engineering","60","50","36000","35610"
"In post","2022","Female","Nottingham","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Nottingham","Tax","680","630","34670","33370"
"In post","2022","Female","Nottingham","Unknown","190","190","35350","33080"
"In post","2022","Female","Nottingham","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Orkney Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Orkney Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Orkney Islands","Other","[c]","[c]","[c]","[c]"
"In post","2022","Female","Orkney Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Finance","50","50","[c]","[c]"
"In post","2022","Female","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","International Trade","50","50","[c]","[c]"
"In post","2022","Female","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Medicine","40","40","[c]","[c]"
"In post","2022","Female","Overseas","Operational Delivery","100","100","39600","29080"
"In post","2022","Female","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Other","310","300","47860","46600"
"In post","2022","Female","Overseas","Policy","750","750","51800","52570"
"In post","2022","Female","Overseas","Project Delivery","50","50","[c]","[c]"
"In post","2022","Female","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Finance","90","90","36340","33300"
"In post","2022","Female","Oxfordshire CC","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Medicine","50","40","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Operational Delivery","720","640","29310","27570"
"In post","2022","Female","Oxfordshire CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Other","270","260","27240","22330"
"In post","2022","Female","Oxfordshire CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Property","40","40","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Science and Engineering","120","110","42680","40030"
"In post","2022","Female","Oxfordshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Female","Oxfordshire CC","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Female","Perth and Kinross, and Stirling","Commercial","[c]","[c]","[c]","[c]"
