"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","FCDO Services","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Property","50","50","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Security","50","50","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Analysis","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Communications","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Counter Fraud","50","50","38160","36540"
"In post","2022","Food Standards Agency","Heterosexual / straight","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Human Resources","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","No function","710","690","36880","32480"
"In post","2022","Food Standards Agency","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","No function","50","50","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","No function","100","100","37880","36210"
"In post","2022","Food Standards Agency","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","No function","210","200","31140","26750"
"In post","2022","Food Standards Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Heterosexual / straight","Unknown","170","160","36190","31540"
"In post","2022","Food Standards Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Unknown","Unknown","110","110","35260","31540"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Analysis","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Commercial","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Communications","60","60","52860","50840"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Digital, Data & Technology","120","110","41790","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Finance","170","160","47540","44110"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Human Resources","220","220","48050","43720"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Internal Audit","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Legal","60","50","60710","65710"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","No function","2670","2630","48330","39770"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Project Delivery","1010","980","53780","55060"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Property","60","60","55120","50060"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Security","250","240","42730","37560"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","Unknown","140","140","51140","48880"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","No function","220","220","48630","41960"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Project Delivery","80","80","53430","52430"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","No function","380","370","48640","43250"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Project Delivery","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Security","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Digital, Data & Technology","100","100","41240","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Finance","70","70","40990","38890"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Human Resources","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","No function","330","330","47770","43640"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Project Delivery","650","630","51010","52550"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Security","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Heterosexual / straight","Unknown","320","310","35010","31060"
"In post","2022","Forestry and Land Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Unknown","Unknown","650","620","31990","28980"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Analysis","140","130","72970","69010"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
