"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Asian","30","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Security","Undeclared","80","80","40770","37000"
"In post","2022","Intelligence Analysis","Security","Unknown","90","90","37530","36300"
"In post","2022","Intelligence Analysis","Security","White","780","760","38740","36140"
"In post","2022","Intelligence Analysis","Unknown","Asian","140","130","29460","28850"
"In post","2022","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Undeclared","100","90","30610","28990"
"In post","2022","Intelligence Analysis","Unknown","Unknown","80","70","28680","25320"
"In post","2022","Intelligence Analysis","Unknown","White","1050","980","29720","27370"
"In post","2022","Internal Audit","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Asian","80","80","48030","44180"
"In post","2022","Internal Audit","Internal Audit","Black","30","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Undeclared","40","30","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Internal Audit","White","540","510","46900","43710"
"In post","2022","Internal Audit","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","No function","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Asian","140","140","45050","38540"
"In post","2022","International Trade","No function","Black","70","70","41810","38540"
"In post","2022","International Trade","No function","Mixed","50","50","49480","51710"
"In post","2022","International Trade","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","No function","Undeclared","70","70","51850","51970"
"In post","2022","International Trade","No function","Unknown","420","420","45160","40040"
"In post","2022","International Trade","No function","White","870","850","48780","50830"
"In post","2022","International Trade","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Communications","White","70","70","41890","41020"
"In post","2022","Knowledge and Information Management","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Asian","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Undeclared","70","70","33790","30570"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","Unknown","60","50","33650","27020"
"In post","2022","Knowledge and Information Management","Digital, Data & Technology","White","720","700","32750","29650"
"In post","2022","Knowledge and Information Management","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Legal","White","60","50","33880","27570"
"In post","2022","Knowledge and Information Management","No function","Asian","50","50","35070","32690"
"In post","2022","Knowledge and Information Management","No function","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Undeclared","40","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","No function","Unknown","100","100","35520","31990"
"In post","2022","Knowledge and Information Management","No function","White","580","560","35980","31990"
"In post","2022","Knowledge and Information Management","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Project Delivery","White","70","70","40370","38500"
"In post","2022","Knowledge and Information Management","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Property","White","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Security","White","50","50","37570","32340"
"In post","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
