"Status","Year","Age","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Operational Delivery","4690","4380","31700","28320"
"In post","2022","50-59","Unknown","Other","540","540","42480","37300"
"In post","2022","50-59","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Project Delivery","130","130","53680","54190"
"In post","2022","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Unknown","Science and Engineering","160","160","53920","48680"
"In post","2022","50-59","Unknown","Security","60","60","33940","28320"
"In post","2022","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Counter Fraud","200","150","22500","21520"
"In post","2022","60-64","AA/AO","Digital, Data and Technology","50","50","22680","21830"
"In post","2022","60-64","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Finance","110","90","22120","21830"
"In post","2022","60-64","AA/AO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Human Resources","120","110","22010","21830"
"In post","2022","60-64","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Knowledge and Information Management","60","50","22410","21380"
"In post","2022","60-64","AA/AO","Legal","30","30","[c]","[c]"
"In post","2022","60-64","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Operational Delivery","10970","8610","22460","21260"
"In post","2022","60-64","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Other","1550","1400","21280","21260"
"In post","2022","60-64","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Policy","60","50","24010","24370"
"In post","2022","60-64","AA/AO","Project Delivery","70","50","22100","21260"
"In post","2022","60-64","AA/AO","Property","190","180","19620","18230"
"In post","2022","60-64","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Science and Engineering","140","140","22330","22750"
"In post","2022","60-64","AA/AO","Security","620","560","24030","20560"
"In post","2022","60-64","AA/AO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","AA/AO","Tax","130","110","21670","21250"
"In post","2022","60-64","AA/AO","Unknown","370","330","23970","23230"
"In post","2022","60-64","EO","Commercial","50","40","27170","26930"
"In post","2022","60-64","EO","Communications","30","30","[c]","[c]"
"In post","2022","60-64","EO","Counter Fraud","490","360","28130","27570"
"In post","2022","60-64","EO","Digital, Data and Technology","250","200","28120","27570"
"In post","2022","60-64","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Finance","200","180","27560","26930"
"In post","2022","60-64","EO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Human Resources","120","100","28050","27570"
"In post","2022","60-64","EO","Intelligence Analysis","90","70","28570","28350"
"In post","2022","60-64","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Knowledge and Information Management","60","50","28550","27570"
"In post","2022","60-64","EO","Legal","90","70","28950","28920"
"In post","2022","60-64","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Operational Delivery","7770","6070","28500","27570"
"In post","2022","60-64","EO","Other","950","840","27440","27570"
"In post","2022","60-64","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Policy","150","140","29240","29430"
"In post","2022","60-64","EO","Project Delivery","90","80","28250","27570"
"In post","2022","60-64","EO","Property","150","130","28000","27000"
"In post","2022","60-64","EO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Science and Engineering","160","150","27200","26930"
"In post","2022","60-64","EO","Security","70","60","30470","28660"
"In post","2022","60-64","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","EO","Tax","300","230","28920","28920"
"In post","2022","60-64","EO","Unknown","210","190","29570","30040"
"In post","2022","60-64","EO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Commercial","60","50","60330","56610"
"In post","2022","60-64","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Digital, Data and Technology","260","240","58740","57430"
"In post","2022","60-64","G6/G7","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Finance","130","110","59410","58880"
"In post","2022","60-64","G6/G7","Human Resources","90","80","59380","57900"
"In post","2022","60-64","G6/G7","Inspector of Education and Training","60","60","76930","75500"
"In post","2022","60-64","G6/G7","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Legal","370","310","62780","62550"
"In post","2022","60-64","G6/G7","Medicine","60","50","79260","81410"
"In post","2022","60-64","G6/G7","Operational Delivery","490","440","61140","59150"
"In post","2022","60-64","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Other","140","130","61530","57910"
"In post","2022","60-64","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Planning Inspectors","40","30","[c]","[c]"
"In post","2022","60-64","G6/G7","Policy","380","350","62300","61440"
"In post","2022","60-64","G6/G7","Project Delivery","270","240","58640","56220"
"In post","2022","60-64","G6/G7","Property","170","150","60490","58780"
"In post","2022","60-64","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Science and Engineering","250","220","58260","57480"
"In post","2022","60-64","G6/G7","Security","40","30","[c]","[c]"
"In post","2022","60-64","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","G6/G7","Tax","220","170","63420","62120"
"In post","2022","60-64","G6/G7","Unknown","280","250","66160","64500"
"In post","2022","60-64","G6/G7","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Medicine","40","40","[c]","[c]"
"In post","2022","60-64","SCS","Operational Delivery","60","50","108450","103000"
"In post","2022","60-64","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Other","30","30","[c]","[c]"
"In post","2022","60-64","SCS","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Policy","90","80","94630","85730"
"In post","2022","60-64","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SCS","Unknown","70","70","106910","97320"
"In post","2022","60-64","SEO/HEO","Commercial","190","170","38300","39000"
"In post","2022","60-64","SEO/HEO","Communications","70","70","38090","37120"
"In post","2022","60-64","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Counter Fraud","130","100","36310","35070"
"In post","2022","60-64","SEO/HEO","Digital, Data and Technology","550","480","38530","37710"
"In post","2022","60-64","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Finance","420","380","38790","37640"
"In post","2022","60-64","SEO/HEO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Human Resources","280","230","37770","36970"
"In post","2022","60-64","SEO/HEO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Intelligence Analysis","50","50","39380","39420"
"In post","2022","60-64","SEO/HEO","Internal Audit","50","40","41430","42720"
"In post","2022","60-64","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Knowledge and Information Management","80","80","38320","37970"
"In post","2022","60-64","SEO/HEO","Legal","200","160","42450","41250"
"In post","2022","60-64","SEO/HEO","Medicine","60","50","40390","39030"
"In post","2022","60-64","SEO/HEO","Operational Delivery","2750","2240","37870","36130"
"In post","2022","60-64","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Other","680","630","37070","35960"
"In post","2022","60-64","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Policy","430","380","39190","38370"
"In post","2022","60-64","SEO/HEO","Project Delivery","570","480","38340","38790"
"In post","2022","60-64","SEO/HEO","Property","380","330","39200","38330"
"In post","2022","60-64","SEO/HEO","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Science and Engineering","480","430","39360","39650"
"In post","2022","60-64","SEO/HEO","Security","140","130","39880","37320"
"In post","2022","60-64","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","60-64","SEO/HEO","Tax","610","490","37890","37930"
"In post","2022","60-64","SEO/HEO","Unknown","400","360","40660","39520"
"In post","2022","60-64","SEO/HEO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Operational Delivery","1670","1440","30940","28200"
"In post","2022","60-64","Unknown","Other","120","120","39790","37140"
"In post","2022","60-64","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Science and Engineering","50","40","[c]","[c]"
"In post","2022","60-64","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Counter Fraud","90","60","22760","22260"
"In post","2022","65+","AA/AO","Digital, Data and Technology","40","30","[c]","[c]"
"In post","2022","65+","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Finance","50","40","23060","22530"
"In post","2022","65+","AA/AO","Human Resources","40","40","[c]","[c]"
"In post","2022","65+","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Operational Delivery","3830","2840","22300","21260"
"In post","2022","65+","AA/AO","Other","570","490","21300","21260"
"In post","2022","65+","AA/AO","Policy","40","40","[c]","[c]"
"In post","2022","65+","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Property","100","90","19250","17480"
"In post","2022","65+","AA/AO","Science and Engineering","70","60","22450","22750"
"In post","2022","65+","AA/AO","Security","200","180","23300","21170"
"In post","2022","65+","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","65+","AA/AO","Tax","40","30","[c]","[c]"
"In post","2022","65+","AA/AO","Unknown","140","120","25010","24020"
"In post","2022","65+","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Counter Fraud","170","120","28250","27570"
"In post","2022","65+","EO","Digital, Data and Technology","80","70","28580","27570"
"In post","2022","65+","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Finance","70","60","29350","28840"
"In post","2022","65+","EO","Geography","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Intelligence Analysis","30","20","[c]","[c]"
"In post","2022","65+","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","65+","EO","Operational Delivery","2150","1540","28570","27570"
"In post","2022","65+","EO","Other","290","250","27200","27570"
