"Status","Year","Sex","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Unknown","Economics","100","100","31510","32390"
"New entrant CS","2021","Male","Unknown","Finance","100","100","34090","31810"
"New entrant CS","2021","Male","Unknown","Human Resources","50","50","34320","31480"
"New entrant CS","2021","Male","Unknown","Intelligence Analysis","60","50","40280","32790"
"New entrant CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Legal","80","80","37600","30850"
"New entrant CS","2021","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Operational Delivery","2740","2670","24660","22850"
"New entrant CS","2021","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Other","250","250","30590","26250"
"New entrant CS","2021","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Policy","480","480","40420","34710"
"New entrant CS","2021","Male","Unknown","Project Delivery","150","150","38600","35900"
"New entrant CS","2021","Male","Unknown","Property","80","80","35700","28730"
"New entrant CS","2021","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Science and Engineering","160","160","27040","24660"
"New entrant CS","2021","Male","Unknown","Security","200","200","29030","25540"
"New entrant CS","2021","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Statistics","50","50","31920","30100"
"New entrant CS","2021","Male","Unknown","Tax","1080","1070","22540","20140"
"New entrant CS","2021","Male","Unknown","Unknown","1870","1850","34170","28000"
"New entrant CS","2021","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Commercial","290","280","32210","30320"
"New entrant CS","2022","Female","Heterosexual / straight","Communications","200","190","37200","33980"
"New entrant CS","2022","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Counter Fraud","330","320","25920","27570"
"New entrant CS","2022","Female","Heterosexual / straight","Digital, Data and Technology","570","560","36680","33600"
"New entrant CS","2022","Female","Heterosexual / straight","Economics","90","90","32230","30770"
"New entrant CS","2022","Female","Heterosexual / straight","Finance","410","390","34650","31990"
"New entrant CS","2022","Female","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Human Resources","550","520","33280","30200"
"New entrant CS","2022","Female","Heterosexual / straight","Inspector of Education and Training","120","120","55660","46360"
"New entrant CS","2022","Female","Heterosexual / straight","Intelligence Analysis","50","40","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","International Trade","60","60","37420","31800"
"New entrant CS","2022","Female","Heterosexual / straight","Knowledge and Information Management","100","90","30900","28590"
"New entrant CS","2022","Female","Heterosexual / straight","Legal","460","440","43300","43920"
"New entrant CS","2022","Female","Heterosexual / straight","Medicine","130","110","48290","39030"
"New entrant CS","2022","Female","Heterosexual / straight","Operational Delivery","13000","12380","26220","24090"
"New entrant CS","2022","Female","Heterosexual / straight","Operational Research","30","30","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Other","890","850","26760","23170"
"New entrant CS","2022","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Policy","1410","1380","36310","33570"
"New entrant CS","2022","Female","Heterosexual / straight","Project Delivery","380","370","36380","33490"
"New entrant CS","2022","Female","Heterosexual / straight","Property","190","180","34110","29360"
"New entrant CS","2022","Female","Heterosexual / straight","Psychology","110","110","27080","27700"
"New entrant CS","2022","Female","Heterosexual / straight","Science and Engineering","470","440","32670","30360"
"New entrant CS","2022","Female","Heterosexual / straight","Security","90","90","28280","25000"
"New entrant CS","2022","Female","Heterosexual / straight","Social Research","140","140","35090","31450"
"New entrant CS","2022","Female","Heterosexual / straight","Statistics","90","90","31270","30710"
"New entrant CS","2022","Female","Heterosexual / straight","Tax","720","700","27200","26590"
"New entrant CS","2022","Female","Heterosexual / straight","Unknown","1920","1860","31590","27570"
"New entrant CS","2022","Female","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Commercial","30","30","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Digital, Data and Technology","80","80","34010","32870"
"New entrant CS","2022","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Human Resources","50","40","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Operational Delivery","1290","1260","25500","23170"
"New entrant CS","2022","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Other","90","90","25630","21260"
"New entrant CS","2022","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Policy","210","210","34620","32790"
"New entrant CS","2022","Female","LGBO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Science and Engineering","50","50","28370","26950"
"New entrant CS","2022","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Tax","70","70","27930","26590"
"New entrant CS","2022","Female","LGBO","Unknown","240","240","30570","27230"
"New entrant CS","2022","Female","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Commercial","60","30","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Communications","70","50","36240","28250"
"New entrant CS","2022","Female","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Digital, Data and Technology","80","70","35930","33370"
"New entrant CS","2022","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Finance","80","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Human Resources","60","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Operational Delivery","830","770","27590","24800"
"New entrant CS","2022","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Other","60","50","27710","26300"
"New entrant CS","2022","Female","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Policy","200","180","36270","32870"
"New entrant CS","2022","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Science and Engineering","90","80","34380","30430"
"New entrant CS","2022","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Tax","40","40","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Unknown","160","140","32810","29290"
"New entrant CS","2022","Female","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Commercial","90","90","33600","30670"
"New entrant CS","2022","Female","Unknown","Communications","90","90","34390","34260"
"New entrant CS","2022","Female","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Counter Fraud","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Digital, Data and Technology","270","260","37960","35050"
"New entrant CS","2022","Female","Unknown","Economics","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Finance","130","120","35940","33370"
"New entrant CS","2022","Female","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Human Resources","170","160","34080","28900"
"New entrant CS","2022","Female","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","International Trade","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Legal","100","100","37440","34260"
"New entrant CS","2022","Female","Unknown","Medicine","90","80","42080","34280"
"New entrant CS","2022","Female","Unknown","Operational Delivery","7100","6670","25590","23170"
"New entrant CS","2022","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Other","320","310","25250","21640"
"New entrant CS","2022","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Policy","420","410","36600","33390"
"New entrant CS","2022","Female","Unknown","Project Delivery","190","180","35840","34840"
"New entrant CS","2022","Female","Unknown","Property","120","110","30640","26350"
"New entrant CS","2022","Female","Unknown","Psychology","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Science and Engineering","110","110","28480","26030"
"New entrant CS","2022","Female","Unknown","Security","50","50","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Social Research","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Statistics","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Tax","390","380","26490","26590"
"New entrant CS","2022","Female","Unknown","Unknown","2270","2180","31870","28000"
"New entrant CS","2022","Female","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Commercial","200","200","32310","30420"
"New entrant CS","2022","Male","Heterosexual / straight","Communications","100","100","35880","32440"
"New entrant CS","2022","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Counter Fraud","240","240","26860","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Digital, Data and Technology","1050","1040","39180","36050"
"New entrant CS","2022","Male","Heterosexual / straight","Economics","160","160","35960","31660"
"New entrant CS","2022","Male","Heterosexual / straight","Finance","320","320","35200","33000"
"New entrant CS","2022","Male","Heterosexual / straight","Geography","40","40","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Human Resources","170","160","32870","30170"
"New entrant CS","2022","Male","Heterosexual / straight","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Intelligence Analysis","60","60","30220","28700"
"New entrant CS","2022","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","International Trade","50","50","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Knowledge and Information Management","60","60","31190","30200"
"New entrant CS","2022","Male","Heterosexual / straight","Legal","230","230","44460","43920"
"New entrant CS","2022","Male","Heterosexual / straight","Medicine","70","60","61460","64190"
"New entrant CS","2022","Male","Heterosexual / straight","Operational Delivery","8150","7980","26740","24880"
"New entrant CS","2022","Male","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Other","770","770","28430","24250"
"New entrant CS","2022","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Policy","1060","1050","37010","33570"
"New entrant CS","2022","Male","Heterosexual / straight","Project Delivery","380","370","39130","37000"
"New entrant CS","2022","Male","Heterosexual / straight","Property","260","260","37320","33000"
"New entrant CS","2022","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Science and Engineering","550","540","34230","32330"
"New entrant CS","2022","Male","Heterosexual / straight","Security","270","270","29190","25000"
"New entrant CS","2022","Male","Heterosexual / straight","Social Research","50","50","34280","30710"
"New entrant CS","2022","Male","Heterosexual / straight","Statistics","140","140","34290","31800"
"New entrant CS","2022","Male","Heterosexual / straight","Tax","740","730","28130","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Unknown","1420","1410","33000","27570"
"New entrant CS","2022","Male","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Digital, Data and Technology","90","90","37720","33080"
"New entrant CS","2022","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Finance","30","30","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Human Resources","40","40","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Operational Delivery","850","840","26210","24030"
"New entrant CS","2022","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Other","70","70","28420","25030"
"New entrant CS","2022","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Policy","160","160","36240","33570"
"New entrant CS","2022","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Science and Engineering","50","50","30280","27540"
"New entrant CS","2022","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Tax","110","110","26390","26590"
"New entrant CS","2022","Male","LGBO","Unknown","210","200","31660","27570"
"New entrant CS","2022","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Commercial","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Communications","40","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Digital, Data and Technology","150","130","37030","33080"
"New entrant CS","2022","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Finance","60","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Human Resources","30","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Operational Delivery","580","550","28790","26880"
"New entrant CS","2022","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Other","50","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Policy","120","110","35500","33400"
"New entrant CS","2022","Male","Undeclared","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Science and Engineering","50","50","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Tax","40","40","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Unknown","150","130","34210","29970"
"New entrant CS","2022","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Commercial","70","70","32450","26670"
"New entrant CS","2022","Male","Unknown","Communications","50","50","37290","32560"
"New entrant CS","2022","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Digital, Data and Technology","500","500","39470","35050"
"New entrant CS","2022","Male","Unknown","Economics","60","60","33070","32390"
"New entrant CS","2022","Male","Unknown","Finance","150","150","34840","32000"
"New entrant CS","2022","Male","Unknown","Geography","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Human Resources","90","90","39250","33000"
"New entrant CS","2022","Male","Unknown","Intelligence Analysis","50","50","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Legal","70","60","34980","33370"
"New entrant CS","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Operational Delivery","5020","4790","26280","24250"
"New entrant CS","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Other","390","380","26400","21260"
"New entrant CS","2022","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Policy","340","330","37430","34710"
"New entrant CS","2022","Male","Unknown","Project Delivery","170","170","37760","35050"
"New entrant CS","2022","Male","Unknown","Property","150","140","33640","29000"
"New entrant CS","2022","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Science and Engineering","330","330","29310","27000"
"New entrant CS","2022","Male","Unknown","Security","230","220","27230","25000"
"New entrant CS","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Tax","430","430","27350","26590"
"New entrant CS","2022","Male","Unknown","Unknown","1710","1690","34670","28000"
"New entrant CS","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
