"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","Commercial","230","230","37670","34610"
"In post","2022","LGBO","White","Communications","220","220","41020","38620"
"In post","2022","LGBO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","Counter Fraud","190","180","29220","27570"
"In post","2022","LGBO","White","Digital, Data and Technology","740","730","40370","36500"
"In post","2022","LGBO","White","Economics","120","120","44770","39910"
"In post","2022","LGBO","White","Finance","340","340","41590","36780"
"In post","2022","LGBO","White","Geography","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","Human Resources","440","430","40290","35310"
"In post","2022","LGBO","White","Inspector of Education and Training","50","50","71020","75500"
"In post","2022","LGBO","White","Intelligence Analysis","100","100","33980","30480"
"In post","2022","LGBO","White","Internal Audit","30","30","[c]","[c]"
"In post","2022","LGBO","White","International Trade","90","90","48180","49370"
"In post","2022","LGBO","White","Knowledge and Information Management","100","100","34270","31990"
"In post","2022","LGBO","White","Legal","420","410","50110","51250"
"In post","2022","LGBO","White","Medicine","60","50","59460","46440"
"In post","2022","LGBO","White","Operational Delivery","9180","8850","28710","27470"
"In post","2022","LGBO","White","Operational Research","70","60","39850","38020"
"In post","2022","LGBO","White","Other","900","880","30190","27570"
"In post","2022","LGBO","White","Planning","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","White","Policy","2030","2000","46960","42460"
"In post","2022","LGBO","White","Project Delivery","540","530","42900","40040"
"In post","2022","LGBO","White","Property","200","200","37990","33310"
"In post","2022","LGBO","White","Psychology","70","60","31480","29060"
"In post","2022","LGBO","White","Science and Engineering","420","400","35390","31770"
"In post","2022","LGBO","White","Security","270","260","33700","31990"
"In post","2022","LGBO","White","Social Research","110","100","40340","37610"
"In post","2022","LGBO","White","Statistics","160","160","40450","38250"
"In post","2022","LGBO","White","Tax","770","750","34110","33080"
"In post","2022","LGBO","White","Unknown","1520","1500","39820","34550"
"In post","2022","LGBO","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Undeclared","Asian","Digital, Data and Technology","80","80","42790","41030"
"In post","2022","Undeclared","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Finance","50","50","38880","36770"
"In post","2022","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Legal","40","40","[c]","[c]"
"In post","2022","Undeclared","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Operational Delivery","1060","940","27340","26780"
"In post","2022","Undeclared","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Other","90","80","29860","27140"
"In post","2022","Undeclared","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Policy","120","120","42760","40050"
"In post","2022","Undeclared","Asian","Project Delivery","40","30","[c]","[c]"
"In post","2022","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Science and Engineering","40","40","[c]","[c]"
"In post","2022","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Tax","80","80","33390","33080"
"In post","2022","Undeclared","Asian","Unknown","60","50","40670","37300"
"In post","2022","Undeclared","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Operational Delivery","470","440","29750","28710"
"In post","2022","Undeclared","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Other","40","40","[c]","[c]"
"In post","2022","Undeclared","Black","Policy","60","60","37820","35780"
"In post","2022","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Operational Delivery","330","300","29750","27570"
"In post","2022","Undeclared","Mixed","Other","30","30","[c]","[c]"
"In post","2022","Undeclared","Mixed","Policy","80","80","45430","40050"
"In post","2022","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","40","40","[c]","[c]"
"In post","2022","Undeclared","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Operational Delivery","110","100","30320","29080"
"In post","2022","Undeclared","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Policy","30","30","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Commercial","180","170","41070","39440"
"In post","2022","Undeclared","Undeclared","Communications","80","80","41650","39420"
"In post","2022","Undeclared","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Counter Fraud","160","150","29060","27570"
"In post","2022","Undeclared","Undeclared","Digital, Data and Technology","790","770","42670","40100"
"In post","2022","Undeclared","Undeclared","Economics","40","40","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Finance","420","410","40420","36540"
"In post","2022","Undeclared","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Human Resources","220","200","36850","33300"
"In post","2022","Undeclared","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Intelligence Analysis","170","160","35900","33300"
"In post","2022","Undeclared","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2022","Undeclared","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Knowledge and Information Management","120","110","35330","33010"
"In post","2022","Undeclared","Undeclared","Legal","350","330","47280","44780"
"In post","2022","Undeclared","Undeclared","Medicine","50","50","67940","73640"
"In post","2022","Undeclared","Undeclared","Operational Delivery","5760","5310","30110","27570"
"In post","2022","Undeclared","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Other","900","860","30120","27080"
"In post","2022","Undeclared","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Policy","920","890","48850","47470"
"In post","2022","Undeclared","Undeclared","Project Delivery","520","500","45250","41310"
"In post","2022","Undeclared","Undeclared","Property","300","280","38730","34000"
"In post","2022","Undeclared","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Science and Engineering","560","530","40320","39990"
"In post","2022","Undeclared","Undeclared","Security","380","370","35970","38310"
"In post","2022","Undeclared","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Statistics","40","40","[c]","[c]"
"In post","2022","Undeclared","Undeclared","Tax","540","500","42120","38020"
"In post","2022","Undeclared","Undeclared","Unknown","450","430","45900","40520"
"In post","2022","Undeclared","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Commercial","120","120","45840","41530"
"In post","2022","Undeclared","Unknown","Communications","170","160","45420","40650"
"In post","2022","Undeclared","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data and Technology","120","120","40440","36380"
"In post","2022","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","180","180","43390","40650"
"In post","2022","Undeclared","Unknown","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Human Resources","80","80","34800","31350"
"In post","2022","Undeclared","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","International Trade","30","30","[c]","[c]"
"In post","2022","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Legal","40","40","[c]","[c]"
"In post","2022","Undeclared","Unknown","Medicine","40","40","[c]","[c]"
"In post","2022","Undeclared","Unknown","Operational Delivery","970","890","35740","30700"
"In post","2022","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
